,,,,,,,,,,,BMP2K,TCF7L1,SOX18,FAM110B,MSR1,CCDC26,LPAR5,PRDM16,MYO1F,,ALOX5AP
,,,,,,,,,,,TGFBR1,TCF7L2,SOX4,GRIN3A,OLR1,CD84,MYO1F,SLC1A3,NCKAP1L,,ALPK1
,,,,,,,,,,,CPED1,TEAD1,SOX5,MITF,PARP14,CX3CR1,PIK3R5,SLC7A14,RIN3,,ALPK3
,,,,,,,,,,,IRAK3,TEAD2,SOX6,UBASH3B,PCED1B,DIAPH2,SLA,SPON1,CDH20,,ALPL
,,,,,,,,,,,SRGAP2,TEAD3,SOX7,KCTD8,PLXDC2,EML4,SLCO2B1,STK33,KIT,,ALX3
,,,,,,,,,,,RUNX2,TEAD4,SOX8,ABCA1,POU2F2,ETV5,SP100,YAP1,LRRC3B,,ALX4
,,,,,,,,,,,PECAM1,TFEB,SOX9,APCDD1,PRAM1,FAM177B,SRGAP2B,LHFPL3,SV2C,,AMER2
,,,,,,,,,,,HSPA2,TFEC,SPI1,ARHGAP42,RYR1,FCGR3A,SRGAP2C,TNR,NR2F2-AS1,,AMOT
,,,,,,,,,,,SLCO2B1,TP63,SREBF1,CDC14A,SH3RF3,IFI44L,TLR10,VCAN,KCNS3,,AMOTL1
,,,,,,,,,,,DLEU7,TRPS1,SREBF2,CDC42EP4,SYTL3,KCNQ1,VAV1,ANO4,PPARG,,AMOTL2
,,,,,,,,,,,PCDH9-AS3,TWIST1,SRRM3,COLEC12,USP6NL,LAT2,TUBA1A,,VCAN,,AMZ1
,,,,,,,,,,,,ZEB1,STAT3,GEM,ABCC4,LIMS1,UBB,,ACSL1,,AMZ2
,,,,,,,,,,,,ZFHX3,STAT4,GYG2,ALOX5,MPZL1,ARHGAP29,,GNA13,,ANGPT1
,,,,,,,,,,,,ZKSCAN1,STAT5A,ITPR2,BIN2,NABP1,ATP8B4,,HERPUD1,,ANGPT2
,,,,,,,,,,,,ZMAT4,STAT6,LRIG1,BLNK,NLRC5,NCKAP1L,,NAMPT,,ANGPTL4
,,,,,,,,,,,,ZNF516,TAL1,PFKFB3,CD74,P4HA1,PIK3AP1,,RAB20,,ANK1
,,,,,,,,,,,,ZNF536,TBL1XR1,ID1,COTL1,PDE3B,C5AR1,,RBM47,,ANKDD1A
,,,,,,,,,,,,AHCTF1,TBX15,HAVCR2,CSF3R,PSMA1,PAPOLG,,TLR2,,ANKFN1
,,,,,,,,,,,,GHR,TBX2,ITGB2,CYTH4,RASGEF1C,RNF144B,,TNFRSF1B,,ANKRD18A
,,,,,,,,,,,,NCK2,TBX21,PILRA,DLEU7,RGS10,SAMSN1,,DIAPH2,,ANKRD20A11P
,,,,,,,,,,,,RARB,TBX3,AIF1,DOCK8,RYR1,THEMIS2,,MAF,,ANKRD22
,,,,,,,,,,,,APLNR,TCF12,ATP8B1,FGD2,SMAD3,TLR2,,MIR646HG,,ANKRD30B
,,,,,,,,,,,,HSPD1,TCF4,C3,HCK,SOAT1,EML4,,NABP1,,ANKRD36BP1
,,,,,,,,,,,,NAMPT,TCF7L1,CCND1,HCLS1,STAT3,FCGBP,,PELI1,,ANKRD37
,,,,,,,,,,,,PLIN2,TCF7L2,CD300A,LPAR6,TG,IL4R,,RGS1,,ANKRD44
,,,,,,,,,,,,ALK,TEAD1,DIAPH2-AS1,LY86,TSPAN14,ITPR2,,RUNX2,,ANKRD55
,,,,,,,,,,,,GRIN3A,TEAD4,EBI3,NCKAP1L,ZC3HAV1,MAP3K8,,SOCS6,,ANKRD65
,,,,,,,,,,,,HCLS1,TFEB,EPS8,PALD1,ABCG2,MYOF,,TMEM163,,ANKS1A
,,,,,,,,,,,,SAMHD1,TFEC,FCGBP,PIK3AP1,CLDN5,PIK3CD,,VSIG4,,ANKUB1
,,,,,,,,,,,,SLC8A1-AS1,TGIF1,GYPC,PLA2G4A,CLEC2D,PRKCH,,ZFP36L2,,ANLN
,,,,,,,,,,,,SLCO2B1,THRB,HAMP,RBM47,GCNT2,RAPGEF1,,GRAP2,,ANO2
,,,,,,,,,,,,WDFY4,TRPS1,IL17RA,SH3TC1,GIMAP8,RYR1,,IKZF3,,ANO3
,,,,,,,,,,,,EPHA3,VAX1,IL18,SYK,GPR34,SLC25A37,,IQGAP2,,ANO4
,,,,,,,,,,,,EPHA7,XBP1,LAIR1,TBXAS1,HLA-DRB1,SRGN,,MCTP2,,ANO6
,,,,,,,,,,,,GRM8,ZEB1,LAPTM4A,TGFBR1,LY96,ZFHX3,,PTPN22,,ANOS1
,,,,,,,,,,,,RYR2,ZFHX3,LGALS9,TLR1,MGST2,ZNF704,,SAMD3,,ANP32AP1
,,,,,,,,,,,,SORBS2,ZKSCAN1,LINC01094,TLR2,MIR646HG,CCDC88C,,BCAS1,,ANTXR2
,,,,,,,,,,,,ADAMTS12,ZMAT4,NABP1,TMEM156,PAG1,GRAP2,,RORA,,ANXA1
,,,,,,,,,,,,ADORA2B,ZNF217,NINJ1,TMIGD3,PARP4,IKZF3,,HMGCS1,,ANXA11
,,,,,,,,,,,,C4orf19,ZNF516,P2RY13,VAV1,PARVG,PYHIN1,,INSIG1,,ANXA2
,,,,,,,,,,,,COL21A1,ZNF536,PALD1,HSPA1A,RGS1,TC2N,,ASIC2,,ANXA3
,,,,,,,,,,,,DPYSL5,ZNF846,PARP14,SERPINI2,SRGAP2-AS1,THEMIS,,FRMPD4,,ANXA5
,,,,,,,,,,,,EMP1,HUNK,PDGFB,GADD45B,SUCLG2,APOD,,GABRG3,,AOAH
,,,,,,,,,,,,FRMPD2,LAMC1,RPS27,ID3,VSIG4,CREB5,,HCN1,,AOX1
,,,,,,,,,,,,GADD45B,LINC01619,SASH3,TOB1,APLNR,KCNH8,,KCND2,,APAF1
,,,,,,,,,,,,GLI2,NHS,SAT1,FTL,NAMPT,OLIG2,,LRFN5,,APBB1IP
,,,,,,,,,,,,HGF,ALOX5AP,SH2B3,TPPP,PFKFB2,ELOVL5,,MCTP1,,APCDD1
,,,,,,,,,,,,IL1R1,CARD9,SIRPB2,TUBA1A,ZFP36,BLNK,,SETBP1,,APCDD1L
,,,,,,,,,,,,KCTD8,ESR1,SLC1A5,UBB,EPAS1,CSF1R,,SYT1,,APEX1
,,,,,,,,,,,,MCC,LINC01141,SLC25A37,ITIH5,SVIL,TMEM156,,LY86,,APEX2
,,,,,,,,,,,,MCL1,LST1,SLC2A5,NOSTRIN,CSF1R,MOBP,,PLA2G4A,,APLF
,,,,,,,,,,,,NHSL1,LY86,SP140L,ARHGAP15,TBL1X,MYO1E,,SYK,,APLN
,,,,,,,,,,,,NID1,NFKBID,STEAP3,CSF1R,ZBTB20,PDE1C,,DCN,,APLNR
,,,,,,,,,,,,OAF,RCC2,TBC1D16,MYO1F,IL1RAPL2,PLP1,,NID1,,APMAP
,,,,,,,,,,,,PIEZO1,SIGLEC8,TMEM176B,SP100,OPRM1,RASSF2,,SHROOM4,,APOA1-AS
,,,,,,,,,,,,PON2,SYT6,TMLHE-AS1,MEIS2,SLC8A1,SLCO1A2,,ADARB2,,APOBEC2
,,,,,,,,,,,,RYR3,KLF5,TREM2,FGF13,CD34,TMCC3,,TCF4-AS1,,APOBEC3G
,,,,,,,,,,,,SDC2,UBASH3B,TYROBP,FIGN,CDH5,AHNAK,,VIP,,APOC1
,,,,,,,,,,,,SERPINE2,CD163,CD14,KIT,ICAM2,WWTR1,,ACSS3,,APOD
,,,,,,,,,,,,SLC14A1,CD163L1,HLA-DRA,NTNG1,NOTCH4,DISC1,,EYA1,,APOE
,,,,,,,,,,,,SLC16A12,DUSP1,KLF6,PRELID2,TIE1,KLF12,,FAM189A2,,APOL3
,,,,,,,,,,,,SLC6A20,F13A1,MGAT1,SV2C,NOTCH3,PID1,,GLI3,,APOL6
,,,,,,,,,,,,SOX21-AS1,HSPB8,RELL1,MYO5B,AKNA,,,PLSCR4,,APOLD1
,,,,,,,,,,,,TIMP3,MRC1,SLC12A7,BMPR1B,ARHGAP6,,,TGFBR3,,AQP1
,,,,,,,,,,,,TLE1,NR4A3,SPTLC3,GLIS3,ARRB2,,,ZNF423,,AQP4
,,,,,,,,,,,,TOB1,RAB20,SUSD6,APCDD1,C22orf34,,,C4orf19,,AQP4-AS1
,,,,,,,,,,,,CCNT2,RIPK2,TNFRSF1A,UST,CYBA,,,CACHD1,,AR
,,,,,,,,,,,,CHD7,SIGLEC1,ZC3HAV1,CD84,IL4R,,,HIF3A,,ARFGAP1
,,,,,,,,,,,,ADAMTSL2,TFRC,ZFP36L1,CMKLR1,KCTD12,,,MAML2,,ARG1
,,,,,,,,,,,,ADAP2,HCLS1,FAM107B,ENTPD1,LDLRAD4,,,SLC1A3,,ARG2
,,,,,,,,,,,,ALOX5AP,ZFX,RNF220,HLA-DRA,MYOF,,,SLC7A14,,ARGFX
,,,,,,,,,,,,B3GNT5,EPSTI1,IGF1,IRAK3,NLRP1,,,STK33,,ARHGAP10
,,,,,,,,,,,,BTG2,FGD2,SYNPR,LAT2,RAPGEF1,,,CA10,,ARHGAP15
,,,,,,,,,,,,C1QC,FREM1,IER2,PLCB2,SP110,,,CDH10,,ARHGAP18
,,,,,,,,,,,,CCND1,GAB3,CARF,SLC25A37,SP140,,,MYT1,,ARHGAP22
,,,,,,,,,,,,CDKN1A,HDAC9,FMO5,SRGN,TM6SF1,,,TNR,,ARHGAP24
,,,,,,,,,,,,COTL1,KCNJ5,GALNT10,ZFHX3,TMC8,,,TOX,,ARHGAP25
,,,,,,,,,,,,CTSB,MYO1D,HNRNPC,CD96,TMEM163,,,ZEB1-AS1,,ARHGAP26
,,,,,,,,,,,,CTSZ,PAWR,LINC01505,SAMD3,TNFAIP8,,,CNTNAP5,,ARHGAP26-AS1
,,,,,,,,,,,,DHRS3,PIK3CG,LRRC63,C10orf90,TNS3,,,GRIN2A,,ARHGAP27
,,,,,,,,,,,,DIAPH2-AS1,RAB39A,LYVE1,C5orf64,APMAP,,,KHDRBS2,,ARHGAP28
,,,,,,,,,,,,EPS8,SLCO2B1,MBOAT1,EPN2,BTK,,,NCALD,,ARHGAP29
,,,,,,,,,,,,FCGRT,STAT5B,NDE1,PPFIBP2,CPVL,,,NRG1,,ARHGAP30
,,,,,,,,,,,,HAMP,TGFBR1,TPTEP1,SEMA6A,CTSZ,,,SHISA9,,ARHGAP31
,,,,,,,,,,,,HLA-DRA,PCDH11Y,WIPI1,SHROOM4,DEF6,,,UNC5D,,ARHGAP31-AS1
,,,,,,,,,,,,HMOX1,ARNTL2,CD55,UGT8,FCGBP,,,ANO4,,ARHGAP4
,,,,,,,,,,,,LILRB4,FRMD3,CLIC4,ALK,FGD3,,,,,ARHGAP42
,,,,,,,,,,,,LINC01094,GABRG3,DUSP16,MEGF11,HAMP,,,,,ARHGAP6
,,,,,,,,,,,,PLA2G4A,SLC9A2,ESRRG,SMOC1,HAVCR2,,,,,ARHGAP9
,,,,,,,,,,,,PLSCR1,SORCS1,SF1,TMEM132C,HLA-DMB,,,,,ARHGDIB
,,,,,,,,,,,,RPS27,ADAMTS12,SLC25A13,ZNF462,HPGDS,,,,,ARHGEF1
,,,,,,,,,,,,S100A11,ADAMTSL3,SLC5A11,APOD,IFI16,,,,,ARHGEF10L
,,,,,,,,,,,,SELPLG,ARHGAP24,TACC1,ELOVL5,KLHL6,,,,,ARHGEF26
,,,,,,,,,,,,SH2B3,COL21A1,ZBTB16,GPR34,LAIR1,,,,,ARHGEF26-AS1
,,,,,,,,,,,,STEAP3,DCN,B2M,GJC1,LILRB4,,,,,ARHGEF28
,,,,,,,,,,,,TMEM176B,FKBP10,TGFB1,NID1,LST1,,,,,ARHGEF38
,,,,,,,,,,,,TMEM51,FLNA,ARHGAP29,PHLDB2,MEF2A,,,,,ARHGEF4
,,,,,,,,,,,,TMSB4X,GNG12,CP,ENPP2,MILR1,,,,,ARHGEF40
,,,,,,,,,,,,VASP,INPPL1,ENG,MAPK4,MNDA,,,,,ARHGEF6
,,,,,,,,,,,,ALPK1,ITPKC,FER1L6-AS1,MITF,PDGFB,,,,,ARID3A
,,,,,,,,,,,,CD14,LDLRAD3,FSHR,MYO1E,PIK3CG,,,,,ARID3B
,,,,,,,,,,,,DDIT4,LIMK2,GALNT15,PDE1C,RGS19,,,,,ARID3C
,,,,,,,,,,,,DISC1,LINC00511,GBP4,RBPJ,RNASEH2B-AS1,,,,,ARID5A
,,,,,,,,,,,,HERPUD1,LMCD1-AS1,HYAL2,RNF220,SIGLEC8,,,,,ARID5B
,,,,,,,,,,,,HLA-DMB,LRAT,IL4R,TMCC3,SIRPB2,,,,,ARL15
,,,,,,,,,,,,ITPR2,LRRC3B,MT2A,TMEM144,SKAP2,,,,,ARL5A
,,,,,,,,,,,,LAPTM4A,MCC,PRKCH,ADAMTS9,SYT6,,,,,ARMC3
,,,,,,,,,,,,RBMS1,MCL1,ROBO4,BNC2,TRIM22,,,,,ARNT
,,,,,,,,,,,,RGS1,NOTCH1,RPGR,COL5A3,XACT,,,,,ARNT2
,,,,,,,,,,,,SDCBP,PON2,STOM,FGD6,ZNRF2,,,,,ARNTL
,,,,,,,,,,,,TNFRSF1A,PXDC1,ABCB1,MID1,GADD45B,,,,,ARNTL2
,,,,,,,,,,,,USP53,RYR3,ATP2A3,PARD3,HSPA1A,,,,,ARRB2
,,,,,,,,,,,,ZFP36L1,SLC4A4,CLEC2D,PDGFRB,HSPB8,,,,,ARRDC2
,,,,,,,,,,,,PDE1C,SMAD3,GIMAP7,SRPX2,SERPINI2,,,,,ARRDC3
,,,,,,,,,,,,ITGA11,TIMP3,ISG20,ACSS3,DDIT4,,,,,ARRDC3-AS1
,,,,,,,,,,,,SYNPR-AS1,TLE1,NKD1,AHCYL1,NR4A1,,,,,ARRDC4
,,,,,,,,,,,,ZNF804A,VIT,RGS5,BMP7,FTH1,,,,,ARRDC5
,,,,,,,,,,,,SCG2,EPAS1,SNTB1,CGNL1,UBB,,,,,ARSI
,,,,,,,,,,,,DLX6-AS1,ID2,STK10,COLEC12,CFH,,,,,ARSJ
,,,,,,,,,,,,EPAS1,PODXL,TEK,FAM189A2,FLT1,,,,,ART4
,,,,,,,,,,,,ITGA1,TGM2,ACTA2,GPC5,FN1,,,,,ARX
,,,,,,,,,,,,LAMA4,SPP1,AKAP13,ITGA6,IL1R1,,,,,ASAP3
,,,,,,,,,,,,PDGFRB,WIPF1,ATP1B3,MERTK,TAC1,,,,,ASB14
,,,,,,,,,,,,PRELP,CD4,BNC2,PHF21B,DOCK11,,,,,ASB18
,,,,,,,,,,,,SLC38A11,COLGALT1,BTNL9,PLEKHG1,MRC1,,,,,ASB4
,,,,,,,,,,,,SLC6A12,CPVL,CASP1,RHOJ,TOX2,,,,,ASCC1
,,,,,,,,,,,,ANKUB1,CYTIP,CDKN1A,SERPINE2,UBASH3B,,,,,ASCL1
,,,,,,,,,,,,CARF,DEF6,CIITA,SLC7A11,ADGRF5,,,,,ASCL2
,,,,,,,,,,,,CLK1,EBI3,CX3CR1,SLCO1C1,VWF,,,,,ASH2L
,,,,,,,,,,,,ELOVL5,FCGR3A,EMCN,SOX5,SDK1,,,,,ASIC2
,,,,,,,,,,,,ENTPD1-AS1,FGD3,FAM89A,TPD52L1,CIITA,,,,,ASIC4
,,,,,,,,,,,,FGD4,GMIP,HK2,TRPS1,ENTPD1,,,,,ASPA
,,,,,,,,,,,,FMO5,GPR34,HLA-DPA1,ZFAND6,TMEM156,,,,,ASPH
,,,,,,,,,,,,IQGAP1,IL16,HMOX1,AFAP1L2,ALK,,,,,ASPN
,,,,,,,,,,,,KCNQ1OT1,KCNK6,HSPH1,CALCRL,FIGN,,,,,ASPSCR1
,,,,,,,,,,,,RAI14,KCNMB1,ID2,CHST11,LUZP2,,,,,ASTN2-AS1
,,,,,,,,,,,,SLC38A1,KYNU,ITM2A,CSPG4,TRPC3,,,,,ASZ1
,,,,,,,,,,,,SLC38A2,LYL1,LINC00578,DSCAM,PROX1,,,,,ATAD3C
,,,,,,,,,,,,SOAT1,MAPKAPK3,LRRC32,KCNIP1,PRKG1,,,,,ATE1-AS1
,,,,,,,,,,,,SPP1,MIR34AHG,MS4A4A,LUZP2,ATP8B4,,,,,ATF1
,,,,,,,,,,,,TMEM123,MX2,MX2,MMP16,DENND3,,,,,ATF2
,,,,,,,,,,,,ABL1,P2RY12,MYL12B,MPPED2,CLMP,,,,,ATF3
,,,,,,,,,,,,APOLD1,PILRA,NRP1,SEZ6L,RGS5,,,,,ATF4
,,,,,,,,,,,,CLIC4,PLD4,PYGL,SPRY4,BMPR1B,,,,,ATF5
,,,,,,,,,,,,DUSP16,PRKCD,RASSF1,ZIC4,CDH10,,,,,ATF6
,,,,,,,,,,,,ESRRG,SLC37A2,RCBTB2,,KLF12,,,,,ATF6B
,,,,,,,,,,,,HPN-AS1,TLR7,RPS2,,SLC24A3,,,,,ATF7
,,,,,,,,,,,,RASGRP3,TMEM119,S1PR1,,THRB,,,,,ATG16L2
,,,,,,,,,,,,ST6GALNAC3,TNFRSF1A,SOCS6,,ALOX5,,,,,ATOH7
,,,,,,,,,,,,TACC1,UNC93B1,TMEM87B,,AOAH,,,,,ATOH8
,,,,,,,,,,,,TMCC2,WDFY4,YBX3,,ARHGAP18,,,,,ATOX1
,,,,,,,,,,,,TRPM6,ADAM28,ZBTB46,,ARHGAP25,,,,,ATP10A
,,,,,,,,,,,,AFF4,ANKRD22,ZNF704,,CD69,,,,,ATP10B
,,,,,,,,,,,,NCOR2,ARHGAP27,CCDC50,,DOCK2,,,,,ATP11A-AS1
,,,,,,,,,,,,PHF20,ARL5A,LINC00609,,HK2,,,,,ATP11C
,,,,,,,,,,,,RAB7A,B4GALT1,PBX3,,HLA-DPB1,,,,,ATP13A4
,,,,,,,,,,,,SMAD2,C12orf75,PDZD2,,IL18,,,,,ATP13A5
,,,,,,,,,,,,ZNF207,C5AR1,XYLT1,,ITGAX,,,,,ATP1A2
,,,,,,,,,,,,ANGPT2,CASP4,C3AR1,,LAPTM5,,,,,ATP1B3
,,,,,,,,,,,,ARHGAP29,CXCL16,COLGALT1,,LCP1,,,,,ATP2A3
,,,,,,,,,,,,CCDC68,DDIT4,CXXC5,,MGAT1,,,,,ATP2C2
,,,,,,,,,,,,ITIH5,ENG,DAPP1,,MS4A6A,,,,,ATP6V0D2
,,,,,,,,,,,,KANK3,EPS8,DLC1,,NCKAP1L,,,,,ATP7B
,,,,,,,,,,,,NXN,FCGR1CP,HELB,,NFIL3,,,,,ATP8B1
,,,,,,,,,,,,NXPH3,FPR1,ITPKC,,NFKBID,,,,,ATP8B4
,,,,,,,,,,,,PLEKHG1,GLRX,LUZP1,,PIK3AP1,,,,,ATP8B5P
,,,,,,,,,,,,RAMP3,HELB,MRC1,,PLCG2,,,,,ATRNL1
,,,,,,,,,,,,SLC2A3,HLA-A,SAMD9L,,RIN3,,,,,AVEN
,,,,,,,,,,,,SMG1P3,HPSE,SDK1,,SLC2A5,,,,,AXL
,,,,,,,,,,,,VEGFC,IRAK3,SERPINB9,,SLCO2B1,,,,,AZGP1
,,,,,,,,,,,,ADAMTS9-AS1,ITGB5,SLC7A14,,SYK,,,,,B2M
,,,,,,,,,,,,ARHGAP10,KCNK13,SMCO4,,TNFAIP3,,,,,B3GAT2
,,,,,,,,,,,,ATP2A3,LAIR1,SULF1,,BACH2,,,,,B3GNT5
,,,,,,,,,,,,CALCRL,LINC00578,SYT6,,CTSS,,,,,B4GALT1
,,,,,,,,,,,,DOCK6,LMO2,TBC1D4,,HIF1A,,,,,BAALC
,,,,,,,,,,,,DUSP2,LPAR5,TLE3,,IL6ST,,,,,BAALC-AS1
,,,,,,,,,,,,GJC1,MMP14,TRAF3IP3,,LINC01141,,,,,BACE2
,,,,,,,,,,,,NLRC5,MS4A6A,UST,,MERTK,,,,,BACH1
,,,,,,,,,,,,PAPSS2,MYOF,CENPF,,MKNK1,,,,,BACH2
,,,,,,,,,,,,PLAC8,NINJ1,DIAPH3,,SLC25A37,,,,,BAD
,,,,,,,,,,,,PRKCQ,NLRC5,ANO2,,SULF1,,,,,BAG3
,,,,,,,,,,,,PRKY,NOD1,ANXA3,,KLRD1,,,,,BAIAP2L1
,,,,,,,,,,,,PTGDR,OLR1,CDH5,,LINC00861,,,,,BAMBI
,,,,,,,,,,,,SEMA5A,PARVB,COTL1,,RHOH,,,,,BANK1
,,,,,,,,,,,,SULF2,PARVG,FLVCR2,,CELF4,,,,,BANP
,,,,,,,,,,,,TMEM204,PCED1B-AS1,GNA13,,C10orf90,,,,,BARD1
,,,,,,,,,,,,TRPC3,PLEK,KDM7A,,EPN2,,,,,BARX2
,,,,,,,,,,,,VWF,PPP1R18,MILR1,,LHFPL3,,,,,BATF
,,,,,,,,,,,,ARHGAP18,PTPRC,OPRM1,,TMEM132C,,,,,BATF3
,,,,,,,,,,,,ATP8B1,RASAL3,PCAT19,,ANOS1,,,,,BAX
,,,,,,,,,,,,BNC2,RGS10,PLEK,,ABCA10,,,,,BAZ1A
,,,,,,,,,,,,BROX,RHOH,PLXDC2,,DAB1,,,,,BBOX1
,,,,,,,,,,,,BTG1,RPL23,PODXL,,EPHA7,,,,,BBOX1-AS1
,,,,,,,,,,,,C1QA,RPS4X,PRKX,,OPCML,,,,,BBX
,,,,,,,,,,,,CARD11,SLA,PTPRE,,PAM,,,,,BCAM
,,,,,,,,,,,,CCDC26,SLC1A5,SP140,,SLIT2,,,,,BCAN
,,,,,,,,,,,,CD4,SP140,SRGAP1,,TENM3,,,,,BCAR3
,,,,,,,,,,,,CD84,SRGN,TMEM51,,ARHGAP22,,,,,BCAS1
,,,,,,,,,,,,CD93,STAT1,TMIGD3,,CARD11,,,,,BCAS2
,,,,,,,,,,,,CLIC1,SUSD6,TPT1,,CPED1,,,,,BCAT2
,,,,,,,,,,,,CMKLR1,TLR2,TPTE2P6,,CYTH4,,,,,BCHE
,,,,,,,,,,,,CMTM8,TMIGD3,ADGRG6,,GNB4,,,,,BCL11A
,,,,,,,,,,,,DDX21,TMLHE-AS1,ALPK1,,LPAR6,,,,,BCL11B
,,,,,,,,,,,,DLC1,TNFAIP3,ARMC3,,MYO1F,,,,,BCL2
,,,,,,,,,,,,EMCN,TREM2,CD83,,PLCB2,,,,,BCL2A1
,,,,,,,,,,,,EMP2,TRIM5,LINC00836,,PRKCD,,,,,BCL2L11
,,,,,,,,,,,,GCNT2,VASP,P4HA1,,SAMSN1,,,,,BCL2L12
,,,,,,,,,,,,HSPH1,WNT2B,RASL12,,SELPLG,,,,,BCL2L14
,,,,,,,,,,,,IFITM3,YBX3,TGFBI,,WNT5A,,,,,BCL3
,,,,,,,,,,,,IL1B,C1QTNF1,USH1C,,ZNF710,,,,,BCL6
,,,,,,,,,,,,JAK3,CDKN1A,EIF4A3,,BMP5,,,,,BCL6B
,,,,,,,,,,,,KCNK13,CYSLTR2,F13A1,,NR2F2-AS1,,,,,BCLAF1
,,,,,,,,,,,,LIMK2,ITIH5,SLC2A3,,ENPP2,,,,,BCYRN1
,,,,,,,,,,,,LINC00578,PALD1,NR4A3,,MOBP,,,,,BDNF
,,,,,,,,,,,,LTBR,PCDH18,PPP1CB,,MYO1E,,,,,BDNF-AS
,,,,,,,,,,,,MILR1,RNF152,ABR,,PDE1C,,,,,BDP1
,,,,,,,,,,,,MIR31HG,SLC19A1,CARNS1,,PLP1,,,,,BEND7
,,,,,,,,,,,,MTHFD1L,SLC2A3,CLMN,,PLXDC2,,,,,BEST1
,,,,,,,,,,,,NECTIN2,SLC38A11,LPAR1,,SLCO1A2,,,,,BEST3
,,,,,,,,,,,,NRP1,STOM,PLEKHG3,,TMCC3,,,,,BGN
,,,,,,,,,,,,P2RY12,TBX18,RASSF2,,ADRA1A,,,,,BHLHA15
,,,,,,,,,,,,PARP9,TMSB10,SGK1,,SGCZ,,,,,BHLHE22
,,,,,,,,,,,,PHACTR2,NR4A2,AKNA,,ZNF536,,,,,BHLHE40
,,,,,,,,,,,,PXN,SAMD3,BCAR3,,ABCA1,,,,,BHLHE41
,,,,,,,,,,,,PYGL,THEMIS,CARD11,,ADAMTS9,,,,,BICC1
,,,,,,,,,,,,RAB20,ANK1,CCND3,,ARHGAP42,,,,,BIN2
,,,,,,,,,,,,RCBTB2,EGFEM1P,CYTH4,,CNN3,,,,,BIRC3
,,,,,,,,,,,,RPL41,DIAPH3,FGD2,,COL5A3,,,,,BLM
,,,,,,,,,,,,RPS2,ABR,GAB3,,FSTL1,,,,,BLNK
,,,,,,,,,,,,SCARF1,ARNTL,MSR1,,PDGFRB,,,,,BMF
,,,,,,,,,,,,SERPINB1,ZBTB7C,MXD4,,RHOJ,,,,,BMP2
,,,,,,,,,,,,SORL1,CDH6,PIK3CD,,SRPX2,,,,,BMP2K
,,,,,,,,,,,,SP110,COL4A1,PLA2G4A,,STK33,,,,,BMP5
,,,,,,,,,,,,STK10,SLC6A13,RBM47,,TLE1,,,,,BMP6
,,,,,,,,,,,,THSD4,EGR4,SAMSN1,,ACSS3,,,,,BMP7
,,,,,,,,,,,,TM4SF1,LAMC3,SLCO2B1,,ARHGEF26,,,,,BMPER
,,,,,,,,,,,,TMEM87B,ANKUB1,SRGAP2,,F3,,,,,BMPR1B
,,,,,,,,,,,,TNFSF10,FMO5,TGFBR1,,FAM189A2,,,,,BMX
,,,,,,,,,,,,ZBTB46,GALNT10,TSPAN14,,LINC00511,,,,,BNC1
,,,,,,,,,,,,CCDC50,HERPUD1,ELOVL5,,MGST1,,,,,BNC2
,,,,,,,,,,,,ETV1,IKZF2,ENTPD1-AS1,,PLEKHG1,,,,,BOC
,,,,,,,,,,,,LHFPL2,IL6ST,HEG1,,SLC7A11,,,,,BOK
,,,,,,,,,,,,MPZL1,MAML2,KLF7,,TPD52L1,,,,,BOK-AS1
,,,,,,,,,,,,OLIG2,MBOAT1,LTBP1,,UST,,,,,BOLL
,,,,,,,,,,,,PDZD2,MEIS1,MSI2,,ZFAND6,,,,,BPTF
,,,,,,,,,,,,SMAD3,MITF,PARD3B,,ZFHX3,,,,,BRCA1
,,,,,,,,,,,,SMAP2,NDE1,PLPP3,,AKAP12,,,,,BRCA2
,,,,,,,,,,,,STK32B,PIK3IP1,PON2,,BRINP3,,,,,BRF1
,,,,,,,,,,,,AATK,PLXND1,SLC7A11,,CALCRL,,,,,BRF2
,,,,,,,,,,,,ABI3,SEMA6A-AS1,IQGAP2,,CHST11,,,,,BRINP3
,,,,,,,,,,,,APMAP,ABL1,C12orf75,,DCC,,,,,BROX
,,,,,,,,,,,,APOL6,APOLD1,CD53,,DSCAM,,,,,BSG
,,,,,,,,,,,,ARID3A,CD55,KCNQ3,,GRM7,,,,,BST1
,,,,,,,,,,,,CLEC2D,KDM4C,LY86,,KCNIP1,,,,,BST2
,,,,,,,,,,,,CLMN,KLF3,MSC-AS1,,LRRN1,,,,,BSX
,,,,,,,,,,,,EHD4,SLC25A13,NRG1,,MMP16,,,,,BTBD11
,,,,,,,,,,,,FCGR2A,TNS1,ST6GAL1,,NPAS2,,,,,BTBD16
,,,,,,,,,,,,FIGN,ZBTB16,VWF,,SAMD4A,,,,,BTBD17
,,,,,,,,,,,,GRB10,ZZZ3,RGS1,,TPM1,,,,,BTG1
,,,,,,,,,,,,HPS3,ABI3,ADGRE2,,ZFPM2,,,,,BTG2
,,,,,,,,,,,,KDM2A,PTGS1,ARHGAP27,,FGF14,,,,,BTG3
,,,,,,,,,,,,LPAR5,ARHGAP30,CPA6,,KCNH7,,,,,BTK
,,,,,,,,,,,,MGST2,B2M,MAML2,,NETO1,,,,,BTN2A2
,,,,,,,,,,,,NLRP1,GIMAP8,PARP4,,STXBP5-AS1,,,,,BTN3A1
,,,,,,,,,,,,OLFML2B,IL13RA1,PIK3CG,,,,,,,BTN3A2
