_MEMBER_data_imp_1 - 94.0-96.0,_MEMBER_data_imp_1 - 96.0-98.0,_MEMBER_data_imp_1 - 98.0-100.0,_LogP_data_imp_1 - 94.0-96.0,_LogP_data_imp_1 - 96.0-98.0,_LogP_data_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,-3.1,-2.5,-4,GO:0032946,positive regulation of mononuclear cell proliferation,M111,3,0
1,1,1,-3.8,-4.7,-3.6,GO:0021953,central nervous system neuron differentiation,M111,3,0
1,1,1,-2.7,-2.9,-4.6,GO:0030851,granulocyte differentiation,M111,3,0
1,1,1,-4.5,-4.7,-2.1,GO:0007517,muscle organ development,M111,3,0
1,1,1,-2,-4.5,-2.1,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,M111,3,0
1,1,1,-3.9,-3.5,-2.9,R-HSA-983705,Signaling by the B Cell Receptor (BCR),M111,3,0
1,1,1,-4.9,-5.2,-2.3,GO:0048701,embryonic cranial skeleton morphogenesis,M111,3,0
1,1,1,-3.1,-2.7,-4.7,GO:0030888,regulation of B cell proliferation,M111,3,0
1,1,1,-4,-3.7,-3.3,GO:0034101,erythrocyte homeostasis,M111,3,0
1,1,1,-2.8,-3.6,-2.3,M151,PID AR TF PATHWAY,M111,3,0
1,1,1,-3,-6.2,-3.5,GO:2000630,positive regulation of miRNA metabolic process,M111,3,0
1,1,1,-2.2,-2.9,-3,GO:0001708,cell fate specification,M111,3,0
1,1,1,-4,-3.1,-4.2,GO:0010721,negative regulation of cell development,M111,3,0
1,1,1,-8.3,-7.9,-2.2,GO:0071363,cellular response to growth factor stimulus,M111,3,0
1,1,1,-5.5,-5.3,-6.3,GO:0002696,positive regulation of leukocyte activation,M111,3,0
1,1,1,-5.9,-5.5,-4.2,hsa04658,Th1 and Th2 cell differentiation,M111,3,0
1,1,1,-5.6,-5.4,-6.2,GO:0043009,chordate embryonic development,M111,3,0
1,1,1,-5.1,-4.3,-2.3,R-HSA-9824443,Parasitic Infection Pathways,M111,3,0
1,1,1,-5.1,-4.9,-5.4,hsa04380,Osteoclast differentiation,M111,3,0
1,1,1,-3.4,-2,-3.7,GO:0002063,chondrocyte development,M111,3,0
1,1,1,-2.4,-3.8,-3,WP5293,Acute myeloid leukemia,M111,3,0
1,1,1,-4.5,-3.6,-3.5,M195,PID CMYB PATHWAY,M111,3,0
1,1,1,-5.4,-3.5,-2.4,GO:0022408,negative regulation of cell-cell adhesion,M111,3,0
1,1,1,-2.5,-2.7,-2.8,GO:0043030,regulation of macrophage activation,M111,3,0
1,1,1,-2.5,-3.2,-2.7,GO:0051056,regulation of small GTPase mediated signal transduction,M111,3,0
1,1,1,-6.7,-8,-3.7,GO:0048598,embryonic morphogenesis,M111,3,0
1,1,1,-5.7,-7.8,-4.6,GO:1903037,regulation of leukocyte cell-cell adhesion,M111,3,0
1,1,1,-4,-3.7,-2.3,GO:0003151,outflow tract morphogenesis,M111,3,0
1,1,1,-2.5,-3.6,-2.9,GO:0002699,positive regulation of immune effector process,M111,3,0
1,1,1,-3,-3.2,-2.6,M235,PID TCR CALCIUM PATHWAY,M111,3,0
1,1,1,-2.4,-2.6,-4.1,GO:2000648,positive regulation of stem cell proliferation,M111,3,0
1,1,1,-7.2,-6,-2.3,GO:0002250,adaptive immune response,M111,3,0
1,1,1,-6,-5.7,-5.4,GO:0002062,chondrocyte differentiation,M111,3,0
1,1,1,-4.1,-4.3,-3.3,GO:0022029,telencephalon cell migration,M111,3,0
1,1,1,-5,-4.7,-4.1,GO:0046637,regulation of alpha-beta T cell differentiation,M111,3,0
1,1,1,-3.6,-3.8,-2.4,WP3995,Prion disease pathway,M111,3,0
1,1,1,-3.8,-5.1,-3.5,GO:0050870,positive regulation of T cell activation,M111,3,0
1,1,1,-2.3,-2.4,-2.3,GO:1905459,regulation of vascular associated smooth muscle cell apoptotic process,M111,3,0
1,1,1,-3.4,-6.9,-3.3,GO:0071695,anatomical structure maturation,M111,3,0
1,1,1,-2,-2.1,-3,GO:0048341,paraxial mesoderm formation,M111,3,0
1,1,1,-5.2,-5.6,-3.8,GO:0050851,antigen receptor-mediated signaling pathway,M111,3,0
1,1,1,-7.1,-8.9,-4.3,GO:0048562,embryonic organ morphogenesis,M111,3,0
1,1,1,-2.5,-4,-3.1,hsa05221,Acute myeloid leukemia,M111,3,0
1,1,1,-3.6,-5,-3,GO:0021987,cerebral cortex development,M111,3,0
1,1,1,-3.6,-5.6,-5.2,GO:1902893,regulation of miRNA transcription,M111,3,0
1,1,1,-7.8,-7.3,-5.5,GO:0051249,regulation of lymphocyte activation,M111,3,0
1,1,1,-6.8,-9.3,-4.6,GO:0060322,head development,M111,3,0
1,1,1,-2.8,-2.3,-2.3,hsa04750,Inflammatory mediator regulation of TRP channels,M111,3,0
1,1,1,-4.4,-5.8,-3.6,GO:0001819,positive regulation of cytokine production,M111,3,0
1,1,1,-4.4,-4.6,-2.3,WP3863,T cell antigen receptor TCR pathway during Staphylococcus aureus infection,M111,3,0
1,1,1,-4,-2.6,-2.6,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,M111,3,0
1,1,1,-5.6,-6.3,-6.9,GO:1902105,regulation of leukocyte differentiation,M111,3,0
1,1,1,-6.6,-5.4,-2.1,GO:1904888,cranial skeletal system development,M111,3,0
1,1,1,-3.5,-5,-3.3,GO:0042472,inner ear morphogenesis,M111,3,0
1,1,1,-3.9,-5.9,-3.9,GO:0150063,visual system development,M111,3,0
1,1,1,-4.5,-3.5,-2.8,GO:0097154,GABAergic neuron differentiation,M111,3,0
1,1,1,-3.6,-5.4,-3.6,GO:0060485,mesenchyme development,M111,3,0
1,1,1,-2.8,-4.9,-3.9,GO:0021801,cerebral cortex radial glia-guided migration,M111,3,0
1,1,1,-8.1,-7.8,-5.9,GO:0002694,regulation of leukocyte activation,M111,3,0
1,1,1,-4.5,-5.6,-3.6,WP3527,Pre implantation embryo,M111,3,0
1,1,1,-2.5,-2.7,-3.1,GO:2000177,regulation of neural precursor cell proliferation,M111,3,0
1,1,1,-3.5,-2.7,-2.1,WP4659,Gastrin signaling pathway,M111,3,0
1,1,1,-4.9,-6,-5.6,R-HSA-9616222,Transcriptional regulation of granulopoiesis,M111,3,0
1,1,1,-3.5,-3.3,-3.2,GO:0002718,regulation of cytokine production involved in immune response,M111,3,0
1,1,0,-4.8,-3.5,0,hsa05166,Human T-cell leukemia virus 1 infection,M110,2,0
0,1,1,0,-2.4,-2.9,GO:1903305,regulation of regulated secretory pathway,M011,2,0
1,1,0,-3.5,-3.6,0,GO:0099537,trans-synaptic signaling,M110,2,0
0,1,1,0,-3.2,-2.6,GO:0021846,cell proliferation in forebrain,M011,2,0
0,1,1,0,-3.1,-2.3,GO:0001837,epithelial to mesenchymal transition,M011,2,0
1,1,0,-5,-3.4,0,GO:0043068,positive regulation of programmed cell death,M110,2,0
0,1,1,0,-2.9,-2.4,R-HSA-8853884,Transcriptional Regulation by VENTX,M011,2,0
0,1,1,0,-2.1,-2.1,GO:0051145,smooth muscle cell differentiation,M011,2,0
1,1,0,-4.8,-5.2,0,GO:0071773,cellular response to BMP stimulus,M110,2,0
1,1,0,-2.9,-3.8,0,WP2374,Oncostatin M signaling pathway,M110,2,0
0,1,1,0,-5,-2.9,GO:0022612,gland morphogenesis,M011,2,0
1,1,0,-2,-2.1,0,GO:0002208,somatic diversification of immunoglobulins involved in immune response,M110,2,0
1,1,0,-2,-2.1,0,R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",M110,2,0
1,1,0,-3.7,-3.1,0,hsa04912,GnRH signaling pathway,M110,2,0
0,1,1,0,-2.9,-2.6,GO:1902170,cellular response to reactive nitrogen species,M011,2,0
1,0,1,-4,0,-2.2,GO:1904018,positive regulation of vasculature development,M101,2,0
1,1,0,-3.3,-3,0,GO:0031341,regulation of cell killing,M110,2,0
0,1,1,0,-2.9,-2.6,GO:0043378,"positive regulation of CD8-positive, alpha-beta T cell differentiation",M011,2,0
1,1,0,-4.9,-2.5,0,hsa04062,Chemokine signaling pathway,M110,2,0
1,1,0,-3.6,-3.1,0,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,M110,2,0
1,1,0,-5,-2.5,0,WP5098,T cell activation SARS CoV 2,M110,2,0
1,1,0,-3.9,-3.9,0,GO:0099536,synaptic signaling,M110,2,0
1,1,0,-2.2,-6.7,0,WP4541,Hippo Merlin signaling dysregulation,M110,2,0
0,1,1,0,-2.1,-3,GO:0021814,cell motility involved in cerebral cortex radial glia guided migration,M011,2,0
1,1,0,-3.7,-2.9,0,R-HSA-166520,Signaling by NTRKs,M110,2,0
1,0,1,-2.3,0,-2.5,GO:0150077,regulation of neuroinflammatory response,M101,2,0
1,0,1,-4.2,0,-2.3,GO:0040017,positive regulation of locomotion,M101,2,0
1,1,0,-3.4,-2.6,0,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,M110,2,0
1,1,0,-2.7,-3.9,0,GO:0003206,cardiac chamber morphogenesis,M110,2,0
1,1,0,-3.9,-3.1,0,GO:0008593,regulation of Notch signaling pathway,M110,2,0
1,1,0,-3.6,-2.8,0,GO:0050679,positive regulation of epithelial cell proliferation,M110,2,0
0,1,1,0,-3.4,-2.6,WP2895,Differentiation of white and brown adipocyte,M011,2,0
1,1,0,-2.2,-2.1,0,GO:0002706,regulation of lymphocyte mediated immunity,M110,2,0
0,1,1,0,-2.2,-2.6,GO:0060099,"regulation of phagocytosis, engulfment",M011,2,0
1,1,0,-3.5,-2.2,0,GO:0035136,forelimb morphogenesis,M110,2,0
1,1,0,-3.8,-2,0,GO:0045622,regulation of T-helper cell differentiation,M110,2,0
1,1,0,-2.7,-3.9,0,WP4262,Breast cancer pathway,M110,2,0
1,1,0,-2.6,-3,0,hsa04010,MAPK signaling pathway,M110,2,0
1,1,0,-5,-3.5,0,GO:0048736,appendage development,M110,2,0
1,1,0,-2.6,-2.5,0,R-HSA-168898,Toll-like Receptor Cascades,M110,2,0
1,0,1,-2,0,-3,R-HSA-5621480,Dectin-2 family,M101,2,0
1,0,1,-5,0,-2.4,WP2882,Nuclear receptors meta pathway,M101,2,0
1,1,0,-4.1,-3,0,hsa04666,Fc gamma R-mediated phagocytosis,M110,2,0
1,1,0,-2.2,-2.4,0,R-HSA-5621481,C-type lectin receptors (CLRs),M110,2,0
0,1,1,0,-3.8,-2.4,GO:0060443,mammary gland morphogenesis,M011,2,0
1,1,0,-2.5,-3.2,0,GO:0055123,digestive system development,M110,2,0
1,0,1,-2,0,-3,GO:0071499,cellular response to laminar fluid shear stress,M101,2,0
1,1,0,-4.8,-4.3,0,WP69,T cell receptor signaling pathway,M110,2,0
1,1,0,-3.9,-4.1,0,GO:0002292,T cell differentiation involved in immune response,M110,2,0
1,1,0,-2.1,-3,0,R-HSA-2172127,DAP12 interactions,M110,2,0
0,1,1,0,-2.4,-2,GO:0002052,positive regulation of neuroblast proliferation,M011,2,0
1,1,0,-2.9,-3.3,0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M110,2,0
1,1,0,-2,-2.1,0,GO:0045190,isotype switching,M110,2,0
1,1,0,-3.2,-6.1,0,GO:0006954,inflammatory response,M110,2,0
0,1,1,0,-3,-3.3,GO:0002886,regulation of myeloid leukocyte mediated immunity,M011,2,0
1,1,0,-2.8,-3,0,GO:2000736,regulation of stem cell differentiation,M110,2,0
1,1,0,-2.4,-2.6,0,GO:0001914,regulation of T cell mediated cytotoxicity,M110,2,0
1,1,0,-2.6,-2.5,0,GO:0050900,leukocyte migration,M110,2,0
1,1,0,-3.9,-2.3,0,R-HSA-9664433,Leishmania parasite growth and survival,M110,2,0
1,1,0,-3.6,-4.6,0,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M110,2,0
1,1,0,-2.7,-2.9,0,R-HSA-202403,TCR signaling,M110,2,0
1,1,0,-2.1,-2.3,0,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",M110,2,0
0,1,1,0,-2.2,-2.7,M279,PID RB 1PATHWAY,M011,2,0
1,1,0,-4.8,-2.5,0,WP3929,Chemokine signaling pathway,M110,2,0
0,1,1,0,-2,-2.8,GO:0032835,glomerulus development,M011,2,0
1,1,0,-3.6,-3.5,0,GO:0060538,skeletal muscle organ development,M110,2,0
1,1,0,-3,-2.1,0,GO:0051961,negative regulation of nervous system development,M110,2,0
1,1,0,-3.2,-3.4,0,GO:0071229,cellular response to acid chemical,M110,2,0
1,1,0,-2.8,-4.6,0,GO:0048858,cell projection morphogenesis,M110,2,0
0,1,1,0,-2.8,-2.2,GO:0030111,regulation of Wnt signaling pathway,M011,2,0
0,1,1,0,-2.5,-2.8,GO:1905155,positive regulation of membrane invagination,M011,2,0
1,1,0,-2.1,-3.5,0,GO:0050773,regulation of dendrite development,M110,2,0
1,1,0,-9.4,-3.8,0,GO:0071417,cellular response to organonitrogen compound,M110,2,0
1,1,0,-4.5,-3.9,0,M34,PID TCR PATHWAY,M110,2,0
1,1,0,-2.4,-3.4,0,WP2526,PDGF pathway,M110,2,0
1,1,0,-2.7,-2.4,0,GO:0019724,B cell mediated immunity,M110,2,0
1,1,0,-2.3,-3.8,0,hsa04015,Rap1 signaling pathway,M110,2,0
1,1,0,-6.3,-5.8,0,hsa04660,T cell receptor signaling pathway,M110,2,0
1,1,0,-2.4,-3.1,0,GO:0002763,positive regulation of myeloid leukocyte differentiation,M110,2,0
1,0,1,-2.8,0,-2.6,GO:0002576,platelet degranulation,M101,2,0
1,0,1,-2.3,0,-2.5,GO:0046639,negative regulation of alpha-beta T cell differentiation,M101,2,0
1,1,0,-2.2,-2.9,0,GO:0071560,cellular response to transforming growth factor beta stimulus,M110,2,0
1,1,0,-2.6,-2.8,0,GO:0031343,positive regulation of cell killing,M110,2,0
1,0,1,-2.5,0,-4.3,GO:0021781,glial cell fate commitment,M101,2,0
1,1,0,-2.1,-2.2,0,GO:0016444,somatic cell DNA recombination,M110,2,0
0,1,1,0,-3.8,-2,GO:0061180,mammary gland epithelium development,M011,2,0
1,1,0,-3.4,-3,0,GO:0035914,skeletal muscle cell differentiation,M110,2,0
0,1,1,0,-2.8,-2.3,GO:0072073,kidney epithelium development,M011,2,0
1,1,0,-2.8,-3.6,0,GO:0002312,B cell activation involved in immune response,M110,2,0
1,1,0,-3.9,-3.6,0,R-HSA-187037,Signaling by NTRK1 (TRKA),M110,2,0
1,1,0,-3.1,-2.4,0,hsa04630,JAK-STAT signaling pathway,M110,2,0
1,1,0,-2.5,-2.6,0,R-HSA-2424491,DAP12 signaling,M110,2,0
0,1,1,0,-3.8,-3.4,GO:0050764,regulation of phagocytosis,M011,2,0
1,1,0,-2.2,-2.4,0,GO:0097529,myeloid leukocyte migration,M110,2,0
1,1,0,-2.1,-2.2,0,GO:0045616,regulation of keratinocyte differentiation,M110,2,0
1,1,0,-2.5,-2.4,0,GO:0030323,respiratory tube development,M110,2,0
1,1,0,-2,-2.1,0,GO:0060710,chorio-allantoic fusion,M110,2,0
1,1,0,-3.1,-3.3,0,GO:0048871,multicellular organismal-level homeostasis,M110,2,0
1,1,0,-2,-2.1,0,R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,M110,2,0
0,1,1,0,-3.5,-2.2,hsa05142,Chagas disease,M011,2,0
1,1,0,-3.5,-3.8,0,GO:0007519,skeletal muscle tissue development,M110,2,0
1,1,0,-4,-3.6,0,GO:0007268,chemical synaptic transmission,M110,2,0
1,0,1,-2.1,0,-3.7,GO:0032330,regulation of chondrocyte differentiation,M101,2,0
1,1,0,-2.7,-2.8,0,GO:0002830,positive regulation of type 2 immune response,M110,2,0
0,1,1,0,-3.8,-3.1,GO:0021988,olfactory lobe development,M011,2,0
1,1,0,-3.4,-3.5,0,R-HSA-186763,Downstream signal transduction,M110,2,0
1,1,0,-4,-2.1,0,GO:0007224,smoothened signaling pathway,M110,2,0
1,1,0,-6.9,-2.9,0,GO:0071407,cellular response to organic cyclic compound,M110,2,0
1,0,1,-4.6,0,-2.3,GO:0030335,positive regulation of cell migration,M101,2,0
1,1,0,-2.6,-2.6,0,GO:0032747,positive regulation of interleukin-23 production,M110,2,0
0,1,1,0,-5.8,-3.8,GO:0071345,cellular response to cytokine stimulus,M011,2,0
1,0,1,-5.3,0,-2.6,GO:0060349,bone morphogenesis,M101,2,0
0,1,1,0,-3.5,-2.7,GO:0001525,angiogenesis,M011,2,0
1,1,0,-2.9,-2,0,GO:0060326,cell chemotaxis,M110,2,0
1,0,1,-2.3,0,-4.1,GO:0033630,positive regulation of cell adhesion mediated by integrin,M101,2,0
1,1,0,-3.4,-2,0,hsa05207,Chemical carcinogenesis - receptor activation,M110,2,0
1,1,0,-3.7,-4.7,0,hsa04724,Glutamatergic synapse,M110,2,0
0,1,1,0,-3.2,-2.6,GO:0006351,DNA-templated transcription,M011,2,0
1,1,0,-4.2,-2.6,0,GO:0032663,regulation of interleukin-2 production,M110,2,0
0,1,1,0,-2.9,-3,GO:0021954,central nervous system neuron development,M011,2,0
1,1,0,-4.1,-4.3,0,GO:0002293,alpha-beta T cell differentiation involved in immune response,M110,2,0
1,1,0,-5.5,-5.6,0,GO:0001818,negative regulation of cytokine production,M110,2,0
1,1,0,-3,-3.2,0,M175,PID ERBB2 ERBB3 PATHWAY,M110,2,0
1,1,0,-2.8,-2.3,0,M8,PID ENDOTHELIN PATHWAY,M110,2,0
1,1,0,-2.8,-2.3,0,WP304,Kit receptor signaling pathway,M110,2,0
1,1,0,-2.3,-2.4,0,GO:0032743,positive regulation of interleukin-2 production,M110,2,0
1,1,0,-3.8,-2.6,0,M65,PID FRA PATHWAY,M110,2,0
1,1,0,-3.2,-3.5,0,hsa04650,Natural killer cell mediated cytotoxicity,M110,2,0
1,1,0,-3,-2.7,0,GO:0042476,odontogenesis,M110,2,0
1,1,0,-2.8,-3.2,0,GO:0042060,wound healing,M110,2,0
1,1,0,-6.4,-4.2,0,WP706,Sudden infant death syndrome SIDS susceptibility pathways,M110,2,0
0,1,1,0,-2.1,-3,GO:1901503,ether biosynthetic process,M011,2,0
1,1,0,-2.9,-2.6,0,hsa01522,Endocrine resistance,M110,2,0
1,1,0,-2.6,-2.6,0,R-HSA-389359,CD28 dependent Vav1 pathway,M110,2,0
1,1,0,-2.5,-2.3,0,hsa04919,Thyroid hormone signaling pathway,M110,2,0
1,0,1,-3.3,0,-2,hsa04024,cAMP signaling pathway,M101,2,0
1,1,0,-3.7,-2.2,0,GO:0070670,response to interleukin-4,M110,2,0
0,1,1,0,-3.3,-2.5,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,M011,2,0
1,1,0,-3.4,-2.1,0,R-HSA-170660,Adenylate cyclase activating pathway,M110,2,0
1,1,0,-2.3,-2.6,0,GO:0030324,lung development,M110,2,0
0,1,1,0,-2.6,-3.2,GO:0043300,regulation of leukocyte degranulation,M011,2,0
1,0,1,-3.1,0,-2.1,R-HSA-76009,Platelet Aggregation (Plug Formation),M101,2,0
1,1,0,-2.1,-6,0,GO:0048667,cell morphogenesis involved in neuron differentiation,M110,2,0
0,1,1,0,-2,-2.9,GO:0072009,nephron epithelium development,M011,2,0
1,1,0,-2.7,-3.8,0,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,M110,2,0
0,1,1,0,-3.4,-3.9,GO:0070661,leukocyte proliferation,M011,2,0
1,1,0,-3.2,-2.9,0,GO:1902692,regulation of neuroblast proliferation,M110,2,0
1,1,0,-2.3,-2.4,0,WP4146,Macrophage markers,M110,2,0
1,1,0,-2.4,-3.1,0,R-HSA-2559583,Cellular Senescence,M110,2,0
1,1,0,-2.6,-2.1,0,hsa05211,Renal cell carcinoma,M110,2,0
1,1,0,-5.3,-2.1,0,hsa05163,Human cytomegalovirus infection,M110,2,0
1,1,0,-2.4,-2.5,0,GO:0035235,ionotropic glutamate receptor signaling pathway,M110,2,0
1,1,0,-3,-2.4,0,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,M110,2,0
1,1,0,-2,-2.1,0,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,M110,2,0
1,1,0,-4.6,-3.8,0,GO:0030326,embryonic limb morphogenesis,M110,2,0
1,0,1,-3.5,0,-2.8,GO:1901342,regulation of vasculature development,M101,2,0
1,1,0,-2.7,-2,0,R-HSA-1296072,Voltage gated Potassium channels,M110,2,0
1,1,0,-2.2,-3.8,0,GO:0019827,stem cell population maintenance,M110,2,0
1,1,0,-2,-3.2,0,GO:0098543,detection of other organism,M110,2,0
1,0,1,-4.4,0,-2.4,GO:2000147,positive regulation of cell motility,M101,2,0
1,1,0,-4,-2.7,0,WP437,EGF EGFR signaling pathway,M110,2,0
1,1,0,-2,-2.1,0,GO:0043249,erythrocyte maturation,M110,2,0
1,1,0,-4,-2.4,0,GO:0071353,cellular response to interleukin-4,M110,2,0
1,1,0,-3.1,-6.9,0,WP2064,Neural crest differentiation,M110,2,0
1,1,0,-2.8,-2.9,0,GO:2000977,regulation of forebrain neuron differentiation,M110,2,0
0,1,1,0,-4.7,-2.5,GO:0045598,regulation of fat cell differentiation,M011,2,0
0,1,1,0,-2.4,-2.1,R-HSA-9758941,Gastrulation,M011,2,0
0,1,1,0,-2.2,-2.1,GO:0048332,mesoderm morphogenesis,M011,2,0
1,0,1,-2.4,0,-2,GO:0051282,regulation of sequestering of calcium ion,M101,2,0
0,1,1,0,-3.2,-2.5,GO:0032774,RNA biosynthetic process,M011,2,0
1,1,0,-2.3,-3.4,0,GO:0050890,cognition,M110,2,0
1,1,0,-4.8,-4.9,0,GO:0007507,heart development,M110,2,0
0,1,1,0,-2.1,-2.6,GO:0015908,fatty acid transport,M011,2,0
1,1,0,-2.8,-2.2,0,WP4559,Interactions between immune cells and microRNAs in tumor microenvironment,M110,2,0
1,1,0,-2.2,-3.7,0,hsa05169,Epstein-Barr virus infection,M110,2,0
1,1,0,-3.2,-4,0,hsa05224,Breast cancer,M110,2,0
1,1,0,-2.2,-2.6,0,hsa05165,Human papillomavirus infection,M110,2,0
0,1,1,0,-2.1,-4.2,GO:0030890,positive regulation of B cell proliferation,M011,2,0
1,1,0,-3.4,-2.1,0,GO:0001574,ganglioside biosynthetic process,M110,2,0
1,1,0,-3.2,-2.6,0,WP3893,Development and heterogeneity of the ILC family,M110,2,0
1,1,0,-2.4,-3.6,0,GO:0032680,regulation of tumor necrosis factor production,M110,2,0
0,1,1,0,-2.2,-2.6,GO:1905153,regulation of membrane invagination,M011,2,0
1,0,1,-2.3,0,-2,hsa05216,Thyroid cancer,M101,2,0
1,1,0,-3.8,-3.1,0,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,M110,2,0
1,1,0,-4.1,-4.3,0,GO:0002287,alpha-beta T cell activation involved in immune response,M110,2,0
1,1,0,-2.1,-2.7,0,GO:0002705,positive regulation of leukocyte mediated immunity,M110,2,0
1,1,0,-3.5,-2.9,0,R-HSA-9664422,FCGR3A-mediated phagocytosis,M110,2,0
1,1,0,-3.1,-2.7,0,GO:0060541,respiratory system development,M110,2,0
1,1,0,-3.6,-4.1,0,GO:0090596,sensory organ morphogenesis,M110,2,0
1,1,0,-2.1,-2.1,0,GO:0032970,regulation of actin filament-based process,M110,2,0
1,1,0,-5.4,-2.3,0,GO:0043087,regulation of GTPase activity,M110,2,0
1,1,0,-4,-5.3,0,WP4585,Cancer immunotherapy by PD 1 blockade,M110,2,0
1,1,0,-2.1,-2.2,0,R-HSA-9012852,Signaling by NOTCH3,M110,2,0
1,1,0,-4,-3.3,0,WP4666,Hepatitis B infection,M110,2,0
1,1,0,-2.7,-2.5,0,WP5115,Network map of SARS CoV 2 signaling pathway,M110,2,0
0,1,1,0,-2.9,-2.3,GO:0050766,positive regulation of phagocytosis,M011,2,0
1,1,0,-4.1,-4.3,0,WP4172,PI3K Akt signaling pathway,M110,2,0
1,1,0,-4.4,-6.2,0,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M110,2,0
1,1,0,-2.7,-3.4,0,GO:0003007,heart morphogenesis,M110,2,0
0,1,1,0,-4.2,-3.5,GO:0048663,neuron fate commitment,M011,2,0
1,1,0,-5,-5.2,0,M88,PID CD8 TCR PATHWAY,M110,2,0
1,1,0,-3.8,-3.9,0,GO:0045064,T-helper 2 cell differentiation,M110,2,0
1,1,0,-2.9,-2.6,0,GO:0031644,regulation of nervous system process,M110,2,0
1,1,0,-2.5,-2.6,0,GO:0042832,defense response to protozoan,M110,2,0
1,1,0,-2.6,-4.4,0,GO:0045667,regulation of osteoblast differentiation,M110,2,0
1,1,0,-2.7,-3.5,0,GO:0048565,digestive tract development,M110,2,0
1,1,0,-3.4,-2.1,0,R-HSA-170670,Adenylate cyclase inhibitory pathway,M110,2,0
1,1,0,-2.8,-2.2,0,M91,PID TCPTP PATHWAY,M110,2,0
1,1,0,-2,-2.6,0,GO:0043433,negative regulation of DNA-binding transcription factor activity,M110,2,0
1,1,0,-3.8,-4,0,GO:0033077,T cell differentiation in thymus,M110,2,0
1,1,0,-2.3,-4,0,R-HSA-112315,Transmission across Chemical Synapses,M110,2,0
1,1,0,-2.7,-2,0,GO:0098815,modulation of excitatory postsynaptic potential,M110,2,0
1,1,0,-2.6,-2.6,0,GO:0032667,regulation of interleukin-23 production,M110,2,0
0,1,1,0,-2.1,-3,GO:0021815,modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration,M011,2,0
1,1,0,-3.7,-2.2,0,WP3678,Amplification and expansion of oncogenic pathways as metastatic traits,M110,2,0
0,1,1,0,-2.5,-2.8,GO:0060100,"positive regulation of phagocytosis, engulfment",M011,2,0
1,1,0,-2.8,-2.4,0,GO:1901652,response to peptide,M110,2,0
1,1,0,-3.7,-4.6,0,hsa04072,Phospholipase D signaling pathway,M110,2,0
1,1,0,-2.6,-3.5,0,GO:2001222,regulation of neuron migration,M110,2,0
1,1,0,-2.6,-2.4,0,GO:0051347,positive regulation of transferase activity,M110,2,0
1,1,0,-3.5,-2.9,0,R-HSA-9664407,Parasite infection,M110,2,0
1,1,0,-2.1,-2.2,0,GO:0090287,regulation of cellular response to growth factor stimulus,M110,2,0
1,1,0,-4,-2.9,0,hsa04360,Axon guidance,M110,2,0
1,1,0,-2.6,-3.5,0,R-HSA-1912408,Pre-NOTCH Transcription and Translation,M110,2,0
1,1,0,-3.5,-3.4,0,R-HSA-9006925,Intracellular signaling by second messengers,M110,2,0
0,1,1,0,-2.1,-2.1,GO:0043376,"regulation of CD8-positive, alpha-beta T cell differentiation",M011,2,0
1,1,0,-4.8,-5.2,0,GO:0071772,response to BMP,M110,2,0
1,1,0,-4,-3.6,0,GO:0098916,anterograde trans-synaptic signaling,M110,2,0
1,1,0,-4.1,-4.3,0,hsa04151,PI3K-Akt signaling pathway,M110,2,0
1,0,1,-2.3,0,-2.4,GO:0030282,bone mineralization,M101,2,0
1,0,1,-2,0,-2.1,R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,M101,2,0
0,1,1,0,-3.6,-2.5,GO:0001890,placenta development,M011,2,0
1,0,1,-3.9,0,-2.1,GO:0048048,embryonic eye morphogenesis,M101,2,0
0,1,1,0,-3.2,-2.1,GO:0046629,gamma-delta T cell activation,M011,2,0
1,1,0,-2.6,-3.5,0,R-HSA-1912422,Pre-NOTCH Expression and Processing,M110,2,0
1,1,0,-5,-3.5,0,GO:0060173,limb development,M110,2,0
1,1,0,-2.6,-2.6,0,CORUM:2529,"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",M110,2,0
0,1,1,0,-2.1,-2.4,hsa05210,Colorectal cancer,M011,2,0
