_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_Specific,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_Specific,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.6,C4551463,M0000001,1,0,DisGeNET,35,Colon adenoma,,-4.6,14,7.9,30304,63,168,5,3,1.3,2122|3479|5629|6256|55959,MECOM|IGF1|PROX1|RXRA|SULF2,-2.8,0
0,0,1,1,0,1,1,0,0,-4.6,-2.3,0,-2.3,-3.9,C0751396,M0011011,4,0,DisGeNET,35,Well Differentiated Oligodendroglioma,,-4.6,14,7.8,30304,270,40,5,12,5.2,6663|7368|10215|84504|116448,SOX10|UGT8|OLIG2|NKX6-2|OLIG1,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.6,C2585653,M0000001,1,0,DisGeNET,35,Persistent atrial fibrillation,,-4.6,8.1,6.6,30304,156,168,7,4.2,1.5,3782|5396|6660|7068|7450|9586|222553,KCNN3|PRRX1|SOX5|THRB|VWF|CREB5|SLC35F1,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.6,C0018818,M0000001,1,0,DisGeNET,35,Ventricular Septal Defects,,-4.6,4.7,5.7,30304,426,168,11,6.5,1.9,2113|3479|4208|4854|6909|6926|7026|9839|10082|55636|170302,ETS1|IGF1|MEF2C|NOTCH3|TBX2|TBX3|NR2F2|ZEB2|GPC6|CHD7|ARX,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,C0220621,M0000001,1,0,DisGeNET,35,Childhood Acute Myeloid Leukemia,,-4.5,6.7,6.3,30304,215,168,8,4.8,1.6,864|2078|2122|2322|4208|10320|26040|63976,RUNX3|ERG|MECOM|FLT3|MEF2C|IKZF1|SETBP1|PRDM16,-2.7,0
1,0,0,0,0,0,0,-4.5,0,0,0,0,0,0,C0014742,M1000000,1,0,DisGeNET,35,Erythema Multiforme,,-4.5,51,12,30304,38,47,3,6.4,3.6,3119|6404|23659,HLA-DQB1|SELPLG|PLA2G15,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,C0007114,M0000001,1,0,DisGeNET,35,Malignant neoplasm of skin,,-4.5,4.3,5.5,30304,508,168,12,7.1,2,864|1462|2308|2321|3479|3516|4854|5788|5915|6663|55959|81704,RUNX3|VCAN|FOXO1|FLT1|IGF1|RBPJ|NOTCH3|PTPRC|RARB|SOX10|SULF2|DOCK8,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,C0558353,M0000001,1,0,DisGeNET,35,Tongue Carcinoma,,-4.5,8,6.6,30304,157,168,7,4.2,1.5,864|2308|2321|3516|4854|5396|6935,RUNX3|FOXO1|FLT1|RBPJ|NOTCH3|PRRX1|ZEB1,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,C3468561,M0000001,1,0,DisGeNET,35,familial atrial fibrillation,,-4.5,8,6.6,30304,157,168,7,4.2,1.5,3782|5396|6660|7068|7450|9586|222553,KCNN3|PRRX1|SOX5|THRB|VWF|CREB5|SLC35F1,-2.7,0
1,0,0,0,0,0,0,-4.5,0,0,0,0,0,0,C0346957,M1000000,1,0,DisGeNET,35,Disseminated Malignant Neoplasm,,-4.5,14,7.8,30304,232,47,5,11,4.5,397|860|5467|23659|51085,ARHGDIB|RUNX2|PPARD|PLA2G15|MLXIPL,-2.7,0
1,0,0,0,1,0,1,-2.1,0,0,0,-2,0,-4.5,C2938924,M1000101,3,0,DisGeNET,35,Oestrogen receptor positive breast cancer,,-4.5,4.2,5.5,30304,510,168,12,7.1,2,864|2113|2296|3479|4602|4810|4854|6573|6935|23543|27324|167465,RUNX3|ETS1|FOXC1|IGF1|MYB|NHS|NOTCH3|SLC19A1|ZEB1|RBFOX2|TOX3|ZNF366,-2.7,0
1,0,0,1,0,0,1,-2.2,0,0,-2.5,0,0,-4.5,C3203102,M1001001,3,0,DisGeNET,35,Idiopathic pulmonary arterial hypertension,,-4.5,3.5,5.2,30304,776,168,15,8.9,2.2,658|860|2034|2078|2308|3516|3663|4306|4773|4854|5788|7450|9734|64321|131096,BMPR1B|RUNX2|EPAS1|ERG|FOXO1|RBPJ|IRF5|NR3C2|NFATC2|NOTCH3|PTPRC|VWF|HDAC9|SOX17|KCNH8,-2.7,0
0,0,1,0,0,0,1,0,0,-3.7,0,0,0,-4.5,C1387005,M0010001,2,0,DisGeNET,35,Penis agenesis,,-4.5,6.6,6.2,30304,217,168,8,4.8,1.6,3479|4983|6663|6925|6926|26040|55636|170302,IGF1|OPHN1|SOX10|TCF4|TBX3|SETBP1|CHD7|ARX,-2.7,0
0,0,0,0,1,0,1,0,0,0,0,-2,0,-4.5,C0018784,M0000101,2,0,DisGeNET,35,Sensorineural Hearing Loss (disorder),,-4.5,3.5,5.2,30304,783,168,15,8.9,2.2,860|1301|2122|2296|3479|4094|4854|5456|6663|7068|7450|9935|55636|63976|169792,RUNX2|COL11A1|MECOM|FOXC1|IGF1|MAF|NOTCH3|POU3F4|SOX10|THRB|VWF|MAFB|CHD7|PRDM16|GLIS3,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,C2004489,M0000001,1,0,DisGeNET,35,Regurgitation,,-4.5,14,7.7,30304,66,168,5,3,1.3,2297|3479|4306|7450|148979,FOXD1|IGF1|NR3C2|VWF|GLIS1,-2.7,0
0,0,1,0,0,1,1,0,0,-4.5,0,0,-2.2,-3.7,C0028945,M0010011,3,0,DisGeNET,35,oligodendroglioma,,-4.5,13,7.6,30304,282,40,5,12,5.2,6663|7368|10215|84504|116448,SOX10|UGT8|OLIG2|NKX6-2|OLIG1,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,C0006012,M0000001,1,0,DisGeNET,35,Borderline Personality Disorder,,-4.5,6.5,6.2,30304,221,168,8,4.8,1.6,794|2572|3786|4306|4810|4854|6863|26011,CALB2|GAD2|KCNQ3|NR3C2|NHS|NOTCH3|TAC1|TENM4,-2.7,0
1,0,0,0,0,0,1,-4.5,0,0,0,0,0,-3.3,C0271650,M1000001,2,0,DisGeNET,35,Impaired glucose tolerance,,-4.5,7.6,6.4,30304,596,47,7,15,5.2,3119|5293|5467|7462|8440|51085|57817,HLA-DQB1|PIK3CD|PPARD|LAT2|NCK2|MLXIPL|HAMP,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,C0018923,M0000001,1,0,DisGeNET,35,Hemangiosarcoma,,-4.5,7.8,6.5,30304,162,168,7,4.2,1.5,2078|2113|2321|5629|6663|7450|51705,ERG|ETS1|FLT1|PROX1|SOX10|VWF|EMCN,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,C0521525,M0000001,1,0,DisGeNET,35,Short neck,,-4.5,5.6,5.9,30304,288,168,9,5.4,1.7,1301|4854|6909|6925|9037|9935|10082|26040|55636,COL11A1|NOTCH3|TBX2|TCF4|SEMA5A|MAFB|GPC6|SETBP1|CHD7,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,C1848519,M0000001,1,0,DisGeNET,35,"WAARDENBURG SYNDROME, TYPE 4A",,-4.4,45,11,30304,12,168,3,1.8,1,6663|9839|30812,SOX10|ZEB2|SOX8,-2.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,C0003857,M0000001,1,0,DisGeNET,35,Congenital arteriovenous malformation,,-4.4,7.7,6.4,30304,163,168,7,4.2,1.5,2113|2321|3516|4602|4854|7450|64321,ETS1|FLT1|RBPJ|MYB|NOTCH3|VWF|SOX17,-2.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,C0200665,M0000001,1,0,DisGeNET,35,Platelet mean volume determination (procedure),,-4.4,6.5,6.1,30304,223,168,8,4.8,1.6,1523|4208|5990|6938|7450|23143|63976|81704,CUX1|MEF2C|RFX2|TCF12|VWF|LRCH1|PRDM16|DOCK8,-2.6,0
0,0,0,1,0,0,1,0,0,0,-4.4,0,0,-2.1,C0278608,M0001001,2,0,DisGeNET,35,Adult Liposarcoma,,-4.4,21,8.8,30304,143,40,4,10,4.7,1051|1316|6886|22926,CEBPB|KLF6|TAL1|ATF6,-2.6,0
0,0,0,1,0,0,1,0,0,0,-4.4,0,0,-2.1,C0279984,M0001001,2,0,DisGeNET,35,Childhood Liposarcoma,,-4.4,21,8.8,30304,143,40,4,10,4.7,1051|1316|6886|22926,CEBPB|KLF6|TAL1|ATF6,-2.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,C0015300,M0000001,1,0,DisGeNET,35,Exophthalmos,,-4.4,6.4,6.1,30304,225,168,8,4.8,1.6,1301|2296|3479|4854|5745|6938|7068|9935,COL11A1|FOXC1|IGF1|NOTCH3|PTH1R|TCF12|THRB|MAFB,-2.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,C0008925,M0000001,1,0,DisGeNET,35,Cleft Palate,,-4.4,3.8,5.3,30304,611,168,13,7.7,2.1,860|1301|2113|5396|5456|6573|6663|6909|6926|9935|23543|55636|170302,RUNX2|COL11A1|ETS1|PRRX1|POU3F4|SLC19A1|SOX10|TBX2|TBX3|MAFB|RBFOX2|CHD7|ARX,-2.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,C0235480,M0000001,1,0,DisGeNET,35,Paroxysmal atrial fibrillation,,-4.4,6.4,6.1,30304,226,168,8,4.8,1.6,3782|5396|6660|6926|7068|7450|9586|222553,KCNN3|PRRX1|SOX5|TBX3|THRB|VWF|CREB5|SLC35F1,-2.6,0
1,0,0,0,0,0,0,-4.4,0,0,0,0,0,0,C0085693,M1000000,1,0,DisGeNET,35,Acute appendicitis NOS (disorder),,-4.4,45,11,30304,43,47,3,6.4,3.6,6404|23659|57817,SELPLG|PLA2G15|HAMP,-2.6,0
1,0,0,0,0,0,1,-2.6,0,0,0,0,0,-4.4,C0079773,M1000001,2,0,DisGeNET,35,"Lymphoma, T-Cell, Cutaneous",,-4.4,4.9,5.6,30304,367,168,10,6,1.8,864|1523|3727|5788|5793|6935|9734|30009|53335|54345,RUNX3|CUX1|JUND|PTPRC|PTPRG|ZEB1|HDAC9|TBX21|BCL11A|SOX18,-2.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,C1720164,M0000001,1,0,DisGeNET,35,Central corneal thickness,,-4.4,21,8.7,30304,35,168,4,2.4,1.2,860|1902|11174|169792,RUNX2|LPAR1|ADAMTS6|GLIS3,-2.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,C4086152,M0000001,1,0,DisGeNET,35,Childhood Astrocytoma,,-4.4,3.8,5.3,30304,615,168,13,7.7,2.1,1462|2113|3479|3727|4155|5915|6539|6863|6909|6925|7026|10215|63976,VCAN|ETS1|IGF1|JUND|MBP|RARB|SLC6A12|TAC1|TBX2|TCF4|NR2F2|OLIG2|PRDM16,-2.6,0
1,0,0,0,0,0,1,-4.4,0,0,0,0,0,-3.8,C1565489,M1000001,2,0,DisGeNET,35,Renal Insufficiency,,-4.4,7.3,6.3,30304,615,47,7,15,5.2,712|2651|9935|10320|51085|51177|57817,C1QA|GCNT2|MAFB|IKZF1|MLXIPL|PLEKHO1|HAMP,-2.6,0
1,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,C4703473,M1000000,1,0,DisGeNET,35,Atherosclerotic lesion,,-4.3,13,7.4,30304,253,47,5,11,4.5,5293|7100|51085|55509|57817,PIK3CD|TLR5|MLXIPL|BATF3|HAMP,-2.6,0
1,0,0,0,0,0,1,-2.6,0,0,0,0,0,-4.3,C0029458,M1000001,2,0,DisGeNET,35,"Osteoporosis, Postmenopausal",,-4.3,7.4,6.3,30304,171,168,7,4.2,1.5,860|2113|3479|5745|5966|6660|6863,RUNX2|ETS1|IGF1|PTH1R|REL|SOX5|TAC1,-2.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.3,C0423224,M0000001,1,0,DisGeNET,35,Sunken eyes,,-4.3,7.4,6.3,30304,171,168,7,4.2,1.5,3786|4208|4983|6925|9839|9935|63976,KCNQ3|MEF2C|OPHN1|TCF4|ZEB2|MAFB|PRDM16,-2.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.3,C2945695,M0000001,1,0,DisGeNET,35,Limb ischemia,,-4.3,7.4,6.3,30304,171,168,7,4.2,1.5,1462|1523|2034|3479|4205|7450|7857,VCAN|CUX1|EPAS1|IGF1|MEF2A|VWF|SCG2,-2.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.3,C0003507,M0000001,1,0,DisGeNET,35,Aortic Valve Stenosis,,-4.3,6.2,5.9,30304,234,168,8,4.8,1.6,860|1902|3479|3727|5788|7026|7450|7857,RUNX2|LPAR1|IGF1|JUND|PTPRC|NR2F2|VWF|SCG2,-2.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.3,C1384606,M0000001,1,0,DisGeNET,35,Dyspareunia,,-4.3,20,8.4,30304,37,168,4,2.4,1.2,3663|6663|10320|55636,IRF5|SOX10|IKZF1|CHD7,-2.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.3,C0476254,M0000001,1,0,DisGeNET,35,Dyslexia,,-4.3,9.2,6.6,30304,118,168,6,3.6,1.4,6925|23543|53335|79750|93986|131096,TCF4|RBFOX2|BCL11A|ZNF385D|FOXP2|KCNH8,-2.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,C0028768,M0000001,1,0,DisGeNET,35,Obsessive-Compulsive Disorder,,-4.2,7.2,6.2,30304,175,168,7,4.2,1.5,1007|1523|2572|3479|6886|10215|11214,CDH9|CUX1|GAD2|IGF1|TAL1|OLIG2|AKAP13,-2.5,0
1,0,0,0,0,0,0,-4.2,0,0,0,0,0,0,C0854135,M1000000,1,0,DisGeNET,35,Pseudomonas aeruginosa infection,,-4.2,39,11,30304,49,47,3,6.4,3.6,6850|7100|11213,SYK|TLR5|IRAK3,-2.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,C0344482,M0000001,1,0,DisGeNET,35,Hypoplasia of corpus callosum,,-4.2,4.7,5.4,30304,385,168,10,6,1.8,4208|4983|5080|6925|6935|9839|26040|55636|84504|170302,MEF2C|OPHN1|PAX6|TCF4|ZEB1|ZEB2|SETBP1|CHD7|NKX6-2|ARX,-2.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,C4288891,M0000001,1,0,DisGeNET,35,Infant T Acute Lymphoblastic Leukemia,,-4.2,12,7.1,30304,75,168,5,3,1.3,2322|4208|4854|6886|63976,FLT3|MEF2C|NOTCH3|TAL1|PRDM16,-2.5,0
1,0,0,0,0,0,0,-4.2,0,0,0,0,0,0,C0018133,M1000000,1,0,DisGeNET,35,Graft-vs-Host Disease,,-4.2,8.7,6.4,30304,447,47,6,13,4.9,3119|4988|5293|6850|7100|10320,HLA-DQB1|OPRM1|PIK3CD|SYK|TLR5|IKZF1,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,C0685409,M0000001,1,0,DisGeNET,35,Congenital Camptodactyly,,-4.2,8.8,6.5,30304,123,168,6,3.6,1.4,1301|3479|6909|9935|26040|55636,COL11A1|IGF1|TBX2|MAFB|SETBP1|CHD7,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,C0334533,M0000001,1,0,DisGeNET,35,Arteriovenous hemangioma,,-4.2,12,7.1,30304,76,168,5,3,1.3,2113|2321|4602|4854|64321,ETS1|FLT1|MYB|NOTCH3|SOX17,-2.4,0
1,0,0,0,0,0,1,-2.8,0,0,0,0,0,-4.2,C0006413,M1000001,2,0,DisGeNET,35,Burkitt Lymphoma,,-4.2,3.9,5.1,30304,556,168,12,7.1,2,639|2113|2308|2322|3131|3663|4773|5452|5788|9734|10320|23543,PRDM1|ETS1|FOXO1|FLT3|HLF|IRF5|NFATC2|POU2F2|PTPRC|HDAC9|IKZF1|RBFOX2,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,C0037369,M0000001,1,0,DisGeNET,35,Smoking,,-4.2,4.6,5.4,30304,391,168,10,6,1.8,5137|9037|11281|56243|56853|56934|80731|169792|221935|285987,PDE1C|SEMA5A|POU6F2|KIAA1217|CELF4|CA10|THSD7B|GLIS3|SDK1|DLX6-AS1,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,C0423110,M0000001,1,0,DisGeNET,35,Downward slant of palpebral fissure,,-4.2,4.6,5.4,30304,391,168,10,6,1.8,1301|4854|5396|6660|9037|9839|26040|53335|55636|170302,COL11A1|NOTCH3|PRRX1|SOX5|SEMA5A|ZEB2|SETBP1|BCL11A|CHD7|ARX,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,C0338480,M0000001,1,0,DisGeNET,35,Common Migraine,,-4.2,12,7,30304,77,168,5,3,1.3,3782|4854|6863|9839|63976,KCNN3|NOTCH3|TAC1|ZEB2|PRDM16,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.1,C0265219,M0000001,1,0,DisGeNET,35,Miller Dieker syndrome,,-4.1,6.9,6,30304,182,168,7,4.2,1.5,1523|2122|2321|2322|6925|26040|63976,CUX1|MECOM|FLT1|FLT3|TCF4|SETBP1|PRDM16,-2.4,0
1,0,0,0,0,0,1,-2.2,0,0,0,0,0,-4.1,C0042164,M1000001,2,0,DisGeNET,35,Uveitis,,-4.1,5.8,5.7,30304,247,168,8,4.8,1.6,794|1462|2113|3663|4306|6925|9839|30009,CALB2|VCAN|ETS1|IRF5|NR3C2|TCF4|ZEB2|TBX21,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.1,C0220810,M0000001,1,0,DisGeNET,35,Congenital defects,,-4.1,8.6,6.4,30304,126,168,6,3.6,1.4,1112|3479|4810|7450|9839|55636,FOXN3|IGF1|NHS|VWF|ZEB2|CHD7,-2.4,0
1,0,0,1,0,0,1,-4.1,0,0,-3,0,0,-2.9,C0023485,M1001001,3,0,DisGeNET,35,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,,-4.1,18,8,30304,145,47,4,8.5,4.1,4066|5293|5452|10320,LYL1|PIK3CD|POU2F2|IKZF1,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.1,C0429097,M0000001,1,0,DisGeNET,35,QRS complex feature,,-4.1,18,7.9,30304,41,168,4,2.4,1.2,3131|23143|26040|63976,HLF|LRCH1|SETBP1|PRDM16,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.1,C2930967,M0000001,1,0,DisGeNET,35,Gastro-enteropancreatic neuroendocrine tumor,,-4.1,18,7.9,30304,41,168,4,2.4,1.2,864|5452|5788|10320,RUNX3|POU2F2|PTPRC|IKZF1,-2.4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.1,C1739135,M0000001,1,0,DisGeNET,35,Progression of prostate cancer,,-4.1,4.5,5.3,30304,398,168,10,6,1.8,860|1745|1902|2078|2113|2308|3479|6660|6935|221935,RUNX2|DLX1|LPAR1|ERG|ETS1|FOXO1|IGF1|SOX5|ZEB1|SDK1,-2.4,0
1,0,0,1,0,0,0,-2.7,0,0,-4.1,0,0,0,C1282496,M1001000,2,0,DisGeNET,35,Metastasis from malignant tumor of prostate,,-4.1,11,6.8,30304,342,40,5,12,5.2,1316|2118|4481|56937|64333,KLF6|ETV4|MSR1|PMEPA1|ARHGAP9,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.1,C0042063,M0000001,1,0,DisGeNET,35,Urogenital Abnormalities,,-4.1,17,7.8,30304,42,168,4,2.4,1.2,4983|5080|7450|9839,OPHN1|PAX6|VWF|ZEB2,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.1,C1961121,M0000001,1,0,DisGeNET,35,Congenital vascular anomaly,,-4.1,17,7.8,30304,42,168,4,2.4,1.2,2321|6863|7450|54345,FLT1|TAC1|VWF|SOX18,-2.3,0
1,0,1,0,0,0,1,-4,0,-3.2,0,0,0,-2.9,C0042384,M1010001,3,0,DisGeNET,35,Vasculitis,,-4,11,6.8,30304,294,47,5,11,4.5,3119|6850|7100|10320|57817,HLA-DQB1|SYK|TLR5|IKZF1|HAMP,-2.3,0
1,0,0,0,0,0,0,-4,0,0,0,0,0,0,C0162309,M1000000,1,0,DisGeNET,35,Adrenoleukodystrophy,,-4,11,6.8,30304,294,47,5,11,4.5,409|5293|5467|7903|57817,ARRB2|PIK3CD|PPARD|ST8SIA4|HAMP,-2.3,0
0,0,0,0,1,0,1,0,0,0,0,-3.1,0,-4,C1378703,M0000101,2,0,DisGeNET,35,Renal carcinoma,,-4,3.5,4.9,30304,665,168,13,7.7,2.1,860|864|1462|2034|3479|3727|4602|6095|6925|6926|7068|7942|9839,RUNX2|RUNX3|VCAN|EPAS1|IGF1|JUND|MYB|RORA|TCF4|TBX3|THRB|TFEB|ZEB2,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C0518015,M0000001,1,0,DisGeNET,35,Hemoglobin measurement,,-4,8.3,6.2,30304,131,168,6,3.6,1.4,2034|2122|5629|7068|53335|169792,EPAS1|MECOM|PROX1|THRB|BCL11A|GLIS3,-2.3,0
1,0,0,0,0,0,1,-4,0,0,0,0,0,-2.2,C0334634,M1000001,2,0,DisGeNET,35,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",,-4,11,6.7,30304,296,47,5,11,4.5,860|5293|5359|6850|7462,RUNX2|PIK3CD|PLSCR1|SYK|LAT2,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C0010278,M0000001,1,0,DisGeNET,35,Craniosynostosis,,-4,4.1,5.1,30304,488,168,11,6.5,1.9,860|2572|3479|4602|4810|5396|6938|7450|10082|55553|55636,RUNX2|GAD2|IGF1|MYB|NHS|PRRX1|TCF12|VWF|GPC6|SOX6|CHD7,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C4317089,M0000001,1,0,DisGeNET,35,Infantile hemangioma,,-4,11,6.8,30304,82,168,5,3,1.3,2308|2321|4854|5788|54345,FOXO1|FLT1|NOTCH3|PTPRC|SOX18,-2.3,0
1,0,0,0,0,0,0,-4,0,0,0,0,0,0,C0017662,M1000000,1,0,DisGeNET,35,"Glomerulonephritis, Membranoproliferative",,-4,34,9.8,30304,57,47,3,6.4,3.6,712|3119|5293,C1QA|HLA-DQB1|PIK3CD,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C4521042,M0000001,1,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-4,3.5,4.9,30304,668,168,13,7.7,2.1,794|2034|2078|2321|2322|4155|4773|4810|5396|6573|10215|10320|170302,CALB2|EPAS1|ERG|FLT1|FLT3|MBP|NFATC2|NHS|PRRX1|SLC19A1|OLIG2|IKZF1|ARX,-2.3,0
1,0,0,0,0,0,1,-2.2,0,0,0,0,0,-4,C0233794,M1000001,2,0,DisGeNET,35,Memory impairment,,-4,3.3,4.8,30304,763,168,14,8.3,2.1,1523|3479|3786|4306|4854|5080|5337|5788|5793|5966|6863|9734|11214|116443,CUX1|IGF1|KCNQ3|NR3C2|NOTCH3|PAX6|PLD1|PTPRC|PTPRG|REL|TAC1|HDAC9|AKAP13|GRIN3A,-2.3,0
0,0,0,1,0,0,1,0,0,0,-2,0,0,-4,C0242596,M0001001,2,0,DisGeNET,35,"Neoplasm, Residual",,-4,4.9,5.4,30304,329,168,9,5.4,1.7,2078|2122|2322|3131|5788|6573|6886|9734|10320,ERG|MECOM|FLT3|HLF|PTPRC|SLC19A1|TAL1|HDAC9|IKZF1,-2.3,0
1,0,0,0,0,0,1,-2.9,0,0,0,0,0,-4,C0027796,M1000001,2,0,DisGeNET,35,Neuralgia,,-4,3.3,4.8,30304,766,168,14,8.3,2.1,794|864|1902|2572|3663|4155|4205|6095|6663|6863|6935|6938|9839|9935,CALB2|RUNX3|LPAR1|GAD2|IRF5|MBP|MEF2A|RORA|SOX10|TAC1|ZEB1|TCF12|ZEB2|MAFB,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C0003076,M0000001,1,0,DisGeNET,35,Aniridia,,-4,11,6.7,30304,83,168,5,3,1.3,2296|5080|7101|9935|11281,FOXC1|PAX6|NR2E1|MAFB|POU6F2,-2.3,0
1,0,0,0,0,0,1,-4,0,0,0,0,0,-2.8,C0000737,M1000001,2,0,DisGeNET,35,Abdominal Pain,,-4,11,6.7,30304,302,47,5,11,4.5,712|3119|4988|7462|10320,C1QA|HLA-DQB1|OPRM1|LAT2|IKZF1,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C3900098,M0000001,1,0,DisGeNET,35,Adult Myelodysplastic Syndrome,,-4,4.9,5.3,30304,332,168,9,5.4,1.7,1879|2113|2122|2321|2322|4602|9734|26040|79698,EBF1|ETS1|MECOM|FLT1|FLT3|MYB|HDAC9|SETBP1|ZMAT4,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C3828530,M0000001,1,0,DisGeNET,35,Platelet Component Distribution Width Measurement,,-4,8.1,6.1,30304,134,168,6,3.6,1.4,1523|4208|23143|63976|81704|83641,CUX1|MEF2C|LRCH1|PRDM16|DOCK8|FAM107B,-2.3,0
1,0,0,0,0,0,1,-4,0,0,0,0,0,-3.5,C0242380,M1000001,2,0,DisGeNET,35,Libman-Sacks Disease,,-4,33,9.6,30304,59,47,3,6.4,3.6,712|7100|10320,C1QA|TLR5|IKZF1,-2.3,0
1,0,0,0,0,0,1,-4,0,0,0,0,0,-3.2,C0035309,M1000001,2,0,DisGeNET,35,Retinal Diseases,,-4,6.3,5.7,30304,714,47,7,15,5.2,3119|4988|5293|5452|8440|51085|220107,HLA-DQB1|OPRM1|PIK3CD|POU2F2|NCK2|MLXIPL|DLEU7,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C2973725,M0000001,1,0,DisGeNET,35,Pulmonary arterial hypertension,,-4,4.4,5.1,30304,413,168,10,6,1.8,860|2034|2308|3516|3663|4306|4773|4854|64321|131096,RUNX2|EPAS1|FOXO1|RBPJ|IRF5|NR3C2|NFATC2|NOTCH3|SOX17|KCNH8,-2.3,0
1,0,0,1,0,0,0,-2.6,0,0,-4,0,0,0,C0936223,M1001000,2,0,DisGeNET,35,Metastatic Prostate Carcinoma,,-4,10,6.6,30304,362,40,5,12,5.2,1316|2118|4481|56937|64333,KLF6|ETV4|MSR1|PMEPA1|ARHGAP9,-2.3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,C0162871,M0000001,1,0,DisGeNET,35,"Aortic Aneurysm, Abdominal",,-4,3.7,4.9,30304,585,168,12,7.1,2,860|1462|2078|2113|2308|2321|3727|4306|4810|4854|5788|7450,RUNX2|VCAN|ERG|ETS1|FOXO1|FLT1|JUND|NR3C2|NHS|NOTCH3|PTPRC|VWF,-2.3,0
