_MEMBER_AD_imp_1 - 94.0-96.0,_MEMBER_AD_imp_1 - 96.0-98.0,_MEMBER_AD_imp_1 - 98.0-100.0,_LogP_AD_imp_1 - 94.0-96.0,_LogP_AD_imp_1 - 96.0-98.0,_LogP_AD_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,1,1,0,-2.5,-3.3,GO:0021799,cerebral cortex radially oriented cell migration,M011,2,0
1,0,1,-4.8,0,-4.8,GO:1902893,regulation of miRNA transcription,M101,2,0
0,1,1,0,-7.9,-2.9,GO:0002366,leukocyte activation involved in immune response,M011,2,0
1,1,0,-2.1,-4.1,0,GO:0031341,regulation of cell killing,M110,2,0
0,1,1,0,-2.6,-3.1,GO:0002700,regulation of production of molecular mediator of immune response,M011,2,0
0,1,1,0,-3.2,-2.9,GO:0048729,tissue morphogenesis,M011,2,0
1,1,0,-2.9,-3.4,0,GO:1901652,response to peptide,M110,2,0
0,1,1,0,-2.5,-2.9,GO:0050670,regulation of lymphocyte proliferation,M011,2,0
0,1,1,0,-2.9,-2.2,GO:0061180,mammary gland epithelium development,M011,2,0
1,1,0,-2.1,-2.1,0,GO:0006959,humoral immune response,M110,2,0
1,1,0,-2,-2,0,GO:0035235,ionotropic glutamate receptor signaling pathway,M110,2,0
0,1,1,0,-4.1,-4.5,GO:0050727,regulation of inflammatory response,M011,2,0
0,1,1,0,-2.9,-2.2,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",M011,2,0
1,0,1,-3.7,0,-2.7,GO:0002825,regulation of T-helper 1 type immune response,M101,2,0
0,1,1,0,-2.6,-2.6,GO:0022612,gland morphogenesis,M011,2,0
0,1,1,0,-3.1,-2.6,GO:0002429,immune response-activating cell surface receptor signaling pathway,M011,2,0
0,1,1,0,-2.5,-4.6,GO:0043009,chordate embryonic development,M011,2,0
0,1,1,0,-2.4,-3.4,GO:0048705,skeletal system morphogenesis,M011,2,0
0,1,1,0,-2.9,-2.9,R-HSA-9758941,Gastrulation,M011,2,0
0,1,1,0,-2.5,-5,GO:0050864,regulation of B cell activation,M011,2,0
0,1,1,0,-2.2,-2.2,GO:0002821,positive regulation of adaptive immune response,M011,2,0
0,1,1,0,-3.1,-2.7,GO:0045087,innate immune response,M011,2,0
0,1,1,0,-2.1,-2.1,WP366,TGF beta signaling pathway,M011,2,0
0,1,1,0,-3.2,-2.4,GO:0048701,embryonic cranial skeleton morphogenesis,M011,2,0
1,1,0,-2,-2,0,WP3630,NAD metabolism sirtuins and aging,M110,2,0
1,1,0,-3.2,-2.4,0,GO:0007405,neuroblast proliferation,M110,2,0
0,1,1,0,-3,-2.2,GO:0002764,immune response-regulating signaling pathway,M011,2,0
1,0,1,-3.7,0,-4.5,hsa05321,Inflammatory bowel disease,M101,2,0
0,1,1,0,-2.4,-2.4,GO:0045059,positive thymic T cell selection,M011,2,0
0,1,1,0,-2.7,-2.7,GO:0048704,embryonic skeletal system morphogenesis,M011,2,0
1,1,0,-3.7,-2.2,0,R-HSA-9679191,Potential therapeutics for SARS,M110,2,0
0,1,1,0,-2,-2.5,GO:0035051,cardiocyte differentiation,M011,2,0
0,1,1,0,-2.8,-2.4,GO:0043583,ear development,M011,2,0
0,1,1,0,-2.7,-2.7,GO:0071425,hematopoietic stem cell proliferation,M011,2,0
0,1,1,0,-2.1,-4.9,hsa05167,Kaposi sarcoma-associated herpesvirus infection,M011,2,0
0,0,1,0,0,-3.3,GO:0002064,epithelial cell development,M001,1,0
1,0,0,-2.6,0,0,GO:0031960,response to corticosteroid,M100,1,0
0,1,0,0,-2,0,GO:0010976,positive regulation of neuron projection development,M010,1,0
1,0,0,-2.5,0,0,GO:0046622,positive regulation of organ growth,M100,1,0
0,0,1,0,0,-2.3,GO:0060349,bone morphogenesis,M001,1,0
0,0,1,0,0,-2.1,GO:0072006,nephron development,M001,1,0
0,1,0,0,-2,0,GO:0050773,regulation of dendrite development,M010,1,0
0,0,1,0,0,-2.2,GO:0070344,regulation of fat cell proliferation,M001,1,0
0,0,1,0,0,-2.6,GO:0031663,lipopolysaccharide-mediated signaling pathway,M001,1,0
0,0,1,0,0,-3.2,GO:0048736,appendage development,M001,1,0
0,0,1,0,0,-2.5,WP4842,Mammalian disorder of sexual development,M001,1,0
0,0,1,0,0,-2.7,R-HSA-8939245,RUNX1 regulates transcription of genes involved in BCR signaling,M001,1,0
0,0,1,0,0,-3.5,GO:0042471,ear morphogenesis,M001,1,0
0,0,1,0,0,-2.7,WP2853,Endoderm differentiation,M001,1,0
1,0,0,-2.1,0,0,GO:0051961,negative regulation of nervous system development,M100,1,0
0,0,1,0,0,-2.2,GO:0046641,positive regulation of alpha-beta T cell proliferation,M001,1,0
0,0,1,0,0,-4,GO:0070665,positive regulation of leukocyte proliferation,M001,1,0
1,0,0,-2.6,0,0,GO:1903532,positive regulation of secretion by cell,M100,1,0
1,0,0,-2.2,0,0,GO:0010907,positive regulation of glucose metabolic process,M100,1,0
0,1,0,0,-3.7,0,GO:0002312,B cell activation involved in immune response,M010,1,0
0,0,1,0,0,-2,WP4657,22q11 2 copy number variation syndrome,M001,1,0
0,0,1,0,0,-3.2,GO:0050680,negative regulation of epithelial cell proliferation,M001,1,0
0,0,1,0,0,-2.2,R-HSA-5619507,Activation of HOX genes during differentiation,M001,1,0
0,1,0,0,-3.7,0,GO:0032653,regulation of interleukin-10 production,M010,1,0
0,1,0,0,-2.9,0,GO:0032649,regulation of type II interferon production,M010,1,0
0,1,0,0,-2.1,0,GO:0070482,response to oxygen levels,M010,1,0
1,0,0,-2.9,0,0,M110,PID IL1 PATHWAY,M100,1,0
0,0,1,0,0,-2.2,GO:0001822,kidney development,M001,1,0
1,0,0,-2.4,0,0,hsa04921,Oxytocin signaling pathway,M100,1,0
0,1,0,0,-2.4,0,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M010,1,0
1,0,0,-2.8,0,0,GO:0003143,embryonic heart tube morphogenesis,M100,1,0
0,1,0,0,-2.5,0,GO:0009595,detection of biotic stimulus,M010,1,0
0,0,1,0,0,-2.7,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,M001,1,0
0,1,0,0,-2.7,0,GO:1902692,regulation of neuroblast proliferation,M010,1,0
0,1,0,0,-2.1,0,GO:2001233,regulation of apoptotic signaling pathway,M010,1,0
0,1,0,0,-2,0,R-HSA-6803157,Antimicrobial peptides,M010,1,0
0,0,1,0,0,-2,GO:0003417,growth plate cartilage development,M001,1,0
0,1,0,0,-3.2,0,R-HSA-109582,Hemostasis,M010,1,0
0,1,0,0,-2.3,0,GO:0002275,myeloid cell activation involved in immune response,M010,1,0
0,0,1,0,0,-2.3,GO:0198738,cell-cell signaling by wnt,M001,1,0
1,0,0,-2.8,0,0,GO:0048857,neural nucleus development,M100,1,0
0,0,1,0,0,-2.1,WP3640,Imatinib and chronic myeloid leukemia,M001,1,0
0,0,1,0,0,-2.5,WP5385,Growth factors and hormones in beta cell proliferation,M001,1,0
0,1,0,0,-2.2,0,GO:0051279,regulation of release of sequestered calcium ion into cytosol,M010,1,0
0,1,0,0,-2.3,0,GO:0099175,regulation of postsynapse organization,M010,1,0
1,0,0,-2.3,0,0,GO:1901532,regulation of hematopoietic progenitor cell differentiation,M100,1,0
0,0,1,0,0,-2.5,GO:0002705,positive regulation of leukocyte mediated immunity,M001,1,0
0,0,1,0,0,-2.1,R-HSA-201681,TCF dependent signaling in response to WNT,M001,1,0
0,0,1,0,0,-2.5,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,M001,1,0
0,0,1,0,0,-2.4,GO:0048663,neuron fate commitment,M001,1,0
0,0,1,0,0,-3.1,M223,PID BETA CATENIN NUC PATHWAY,M001,1,0
0,1,0,0,-2.7,0,GO:0036446,myofibroblast differentiation,M010,1,0
0,1,0,0,-2.3,0,GO:0001704,formation of primary germ layer,M010,1,0
0,1,0,0,-2.4,0,GO:0001771,immunological synapse formation,M010,1,0
0,1,0,0,-2.3,0,GO:0071229,cellular response to acid chemical,M010,1,0
1,0,0,-2.2,0,0,GO:0007216,G protein-coupled glutamate receptor signaling pathway,M100,1,0
0,1,0,0,-2.2,0,GO:0043547,positive regulation of GTPase activity,M010,1,0
0,1,0,0,-2.5,0,GO:0060326,cell chemotaxis,M010,1,0
0,1,0,0,-4.2,0,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,M010,1,0
0,1,0,0,-3.1,0,GO:0120035,regulation of plasma membrane bounded cell projection organization,M010,1,0
1,0,0,-2,0,0,WP289,Myometrial relaxation and contraction pathways,M100,1,0
1,0,0,-2.5,0,0,GO:1901533,negative regulation of hematopoietic progenitor cell differentiation,M100,1,0
0,1,0,0,-2.2,0,hsa04923,Regulation of lipolysis in adipocytes,M010,1,0
1,0,0,-2.4,0,0,hsa04727,GABAergic synapse,M100,1,0
1,0,0,-2.3,0,0,R-HSA-9707616,Heme signaling,M100,1,0
0,0,1,0,0,-3.1,GO:0072001,renal system development,M001,1,0
1,0,0,-2.4,0,0,WP4357,NRF2 ARE regulation,M100,1,0
0,0,1,0,0,-2,GO:0048589,developmental growth,M001,1,0
0,0,1,0,0,-2.4,GO:0030854,positive regulation of granulocyte differentiation,M001,1,0
0,0,1,0,0,-2.4,GO:0050766,positive regulation of phagocytosis,M001,1,0
0,0,1,0,0,-2.9,GO:0031294,lymphocyte costimulation,M001,1,0
1,0,0,-2.4,0,0,WP4537,Hippo YAP signaling,M100,1,0
0,0,1,0,0,-3.1,GO:0003151,outflow tract morphogenesis,M001,1,0
0,0,1,0,0,-2.9,GO:0046633,alpha-beta T cell proliferation,M001,1,0
1,0,0,-2.4,0,0,R-HSA-6811438,Intra-Golgi traffic,M100,1,0
0,0,1,0,0,-2.6,WP4216,Chromosomal and microsatellite instability in colorectal cancer,M001,1,0
0,1,0,0,-3.1,0,WP4582,Cancer immunotherapy by CTLA4 blockade,M010,1,0
0,0,1,0,0,-2.7,R-HSA-210990,PECAM1 interactions,M001,1,0
0,1,0,0,-3.3,0,GO:0060443,mammary gland morphogenesis,M010,1,0
0,0,1,0,0,-2.2,GO:0002712,regulation of B cell mediated immunity,M001,1,0
1,0,0,-2.3,0,0,GO:0043410,positive regulation of MAPK cascade,M100,1,0
0,1,0,0,-3.1,0,CORUM:2536,PLC-gamma-2-SLP-76-Lyn-Grb2 complex,M010,1,0
0,0,1,0,0,-3.3,GO:0021953,central nervous system neuron differentiation,M001,1,0
1,0,0,-2.1,0,0,WP4496,Signal transduction through IL1R,M100,1,0
0,0,1,0,0,-3,GO:0048596,embryonic camera-type eye morphogenesis,M001,1,0
0,0,1,0,0,-2.8,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,M001,1,0
1,0,0,-2.8,0,0,GO:0048660,regulation of smooth muscle cell proliferation,M100,1,0
0,1,0,0,-2.8,0,GO:0071675,regulation of mononuclear cell migration,M010,1,0
1,0,0,-2.7,0,0,GO:1904892,regulation of receptor signaling pathway via STAT,M100,1,0
0,1,0,0,-2.2,0,GO:0002720,positive regulation of cytokine production involved in immune response,M010,1,0
0,0,1,0,0,-3.4,GO:0021781,glial cell fate commitment,M001,1,0
0,0,1,0,0,-2.5,GO:0060438,trachea development,M001,1,0
0,0,1,0,0,-2,GO:0021542,dentate gyrus development,M001,1,0
0,0,1,0,0,-2.2,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M001,1,0
0,1,0,0,-3.4,0,hsa05231,Choline metabolism in cancer,M010,1,0
0,1,0,0,-2.9,0,GO:0061098,positive regulation of protein tyrosine kinase activity,M010,1,0
0,1,0,0,-2.3,0,GO:0055123,digestive system development,M010,1,0
0,1,0,0,-2.3,0,GO:0006164,purine nucleotide biosynthetic process,M010,1,0
0,0,1,0,0,-3.1,WP437,EGF EGFR signaling pathway,M001,1,0
0,1,0,0,-2.3,0,GO:0032655,regulation of interleukin-12 production,M010,1,0
0,1,0,0,-2,0,GO:0001525,angiogenesis,M010,1,0
0,1,0,0,-2,0,GO:0045064,T-helper 2 cell differentiation,M010,1,0
0,1,0,0,-2.2,0,GO:0098883,synapse pruning,M010,1,0
1,0,0,-2.2,0,0,GO:0034329,cell junction assembly,M100,1,0
1,0,0,-3.2,0,0,WP4533,Transcription co factors SKI and SKIL protein partners,M100,1,0
0,1,0,0,-2.2,0,GO:0050921,positive regulation of chemotaxis,M010,1,0
0,0,1,0,0,-2.1,WP299,Nuclear receptors in lipid metabolism and toxicity,M001,1,0
0,0,1,0,0,-2.5,GO:0030282,bone mineralization,M001,1,0
1,0,0,-2.2,0,0,GO:0032695,negative regulation of interleukin-12 production,M100,1,0
1,0,0,-2.6,0,0,GO:0033002,muscle cell proliferation,M100,1,0
0,1,0,0,-2.4,0,hsa04927,Cortisol synthesis and secretion,M010,1,0
0,0,1,0,0,-2.4,GO:0045664,regulation of neuron differentiation,M001,1,0
0,1,0,0,-2.7,0,GO:0097028,dendritic cell differentiation,M010,1,0
1,0,0,-3.2,0,0,WP2882,Nuclear receptors meta pathway,M100,1,0
0,1,0,0,-2.2,0,GO:0034765,regulation of monoatomic ion transmembrane transport,M010,1,0
1,0,0,-2.7,0,0,R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,M100,1,0
0,1,0,0,-2.1,0,hsa04970,Salivary secretion,M010,1,0
1,0,0,-2.4,0,0,GO:0032922,circadian regulation of gene expression,M100,1,0
0,0,1,0,0,-3.7,GO:0002828,regulation of type 2 immune response,M001,1,0
0,0,1,0,0,-2.6,GO:0042100,B cell proliferation,M001,1,0
0,0,1,0,0,-2.9,M1315,SIG PIP3 SIGNALING IN B LYMPHOCYTES,M001,1,0
1,0,0,-2.7,0,0,M235,PID TCR CALCIUM PATHWAY,M100,1,0
0,0,1,0,0,-2.2,R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,M001,1,0
0,0,1,0,0,-3.2,GO:0060173,limb development,M001,1,0
0,0,1,0,0,-3.1,GO:0032330,regulation of chondrocyte differentiation,M001,1,0
0,0,1,0,0,-2.7,GO:0010464,regulation of mesenchymal cell proliferation,M001,1,0
0,1,0,0,-3.2,0,GO:0048146,positive regulation of fibroblast proliferation,M010,1,0
1,0,0,-2.9,0,0,GO:0010743,regulation of macrophage derived foam cell differentiation,M100,1,0
1,0,0,-2.2,0,0,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,M100,1,0
0,0,1,0,0,-2.4,GO:0060333,type II interferon-mediated signaling pathway,M001,1,0
0,0,1,0,0,-2.2,GO:0090596,sensory organ morphogenesis,M001,1,0
0,1,0,0,-2.5,0,WP3932,Focal adhesion PI3K Akt mTOR signaling pathway,M010,1,0
0,0,1,0,0,-2.1,GO:0072073,kidney epithelium development,M001,1,0
0,1,0,0,-2.4,0,GO:0001892,embryonic placenta development,M010,1,0
0,0,1,0,0,-5.4,WP4844,Influence of laminopathies on Wnt signaling,M001,1,0
0,0,1,0,0,-2.1,GO:0050673,epithelial cell proliferation,M001,1,0
0,1,0,0,-2.4,0,GO:0021819,layer formation in cerebral cortex,M010,1,0
0,0,1,0,0,-2.6,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M001,1,0
1,0,0,-4.5,0,0,GO:0098916,anterograde trans-synaptic signaling,M100,1,0
0,0,1,0,0,-3.8,GO:0002063,chondrocyte development,M001,1,0
0,0,1,0,0,-3.1,GO:0048048,embryonic eye morphogenesis,M001,1,0
0,0,1,0,0,-2.1,GO:0003007,heart morphogenesis,M001,1,0
0,0,1,0,0,-2.6,GO:0003231,cardiac ventricle development,M001,1,0
1,0,0,-2.6,0,0,GO:0071560,cellular response to transforming growth factor beta stimulus,M100,1,0
0,1,0,0,-2.1,0,GO:0045055,regulated exocytosis,M010,1,0
0,0,1,0,0,-2.6,GO:0048762,mesenchymal cell differentiation,M001,1,0
1,0,0,-2,0,0,GO:0060872,semicircular canal development,M100,1,0
1,0,0,-2.5,0,0,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,M100,1,0
1,0,0,-4,0,0,hsa04750,Inflammatory mediator regulation of TRP channels,M100,1,0
0,0,1,0,0,-2.4,GO:0008037,cell recognition,M001,1,0
0,1,0,0,-2,0,WP2643,Nanoparticle mediated activation of receptor signaling,M010,1,0
0,0,1,0,0,-2.7,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M001,1,0
1,0,0,-2.5,0,0,WP536,Calcium regulation in cardiac cells,M100,1,0
0,1,0,0,-3.1,0,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,M010,1,0
1,0,0,-2.5,0,0,GO:0043535,regulation of blood vessel endothelial cell migration,M100,1,0
1,0,0,-2.5,0,0,WP2431,Spinal cord injury,M100,1,0
0,1,0,0,-2.1,0,GO:0035914,skeletal muscle cell differentiation,M010,1,0
0,0,1,0,0,-3.5,GO:0030326,embryonic limb morphogenesis,M001,1,0
0,1,0,0,-2.2,0,GO:0051338,regulation of transferase activity,M010,1,0
1,0,0,-2.4,0,0,R-HSA-112315,Transmission across Chemical Synapses,M100,1,0
0,0,1,0,0,-3.2,GO:0002891,positive regulation of immunoglobulin mediated immune response,M001,1,0
0,0,1,0,0,-3.1,R-HSA-168898,Toll-like Receptor Cascades,M001,1,0
0,0,1,0,0,-2.1,GO:0045577,regulation of B cell differentiation,M001,1,0
0,1,0,0,-2.7,0,GO:0042092,type 2 immune response,M010,1,0
0,0,1,0,0,-2.6,GO:0045471,response to ethanol,M001,1,0
1,0,0,-2.9,0,0,GO:0051592,response to calcium ion,M100,1,0
1,0,0,-2.2,0,0,hsa04270,Vascular smooth muscle contraction,M100,1,0
0,1,0,0,-2.9,0,GO:0051345,positive regulation of hydrolase activity,M010,1,0
0,0,1,0,0,-3.9,GO:0035108,limb morphogenesis,M001,1,0
0,1,0,0,-2.2,0,GO:0002208,somatic diversification of immunoglobulins involved in immune response,M010,1,0
0,0,1,0,0,-2.1,WP474,Endochondral ossification,M001,1,0
0,0,1,0,0,-2.9,GO:1903707,negative regulation of hemopoiesis,M001,1,0
0,0,1,0,0,-2.7,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,M001,1,0
1,0,0,-3.5,0,0,WP4542,Leukocyte intrinsic Hippo pathway functions,M100,1,0
0,1,0,0,-2.3,0,GO:0034110,regulation of homotypic cell-cell adhesion,M010,1,0
1,0,0,-2.4,0,0,hsa04062,Chemokine signaling pathway,M100,1,0
1,0,0,-2.3,0,0,GO:0050708,regulation of protein secretion,M100,1,0
1,0,0,-2.1,0,0,GO:0046883,regulation of hormone secretion,M100,1,0
1,0,0,-2.8,0,0,GO:0010035,response to inorganic substance,M100,1,0
0,1,0,0,-2.4,0,GO:0048565,digestive tract development,M010,1,0
0,0,1,0,0,-2.1,GO:0002708,positive regulation of lymphocyte mediated immunity,M001,1,0
0,0,1,0,0,-3.5,R-HSA-76002,"Platelet activation, signaling and aggregation",M001,1,0
0,1,0,0,-4.1,0,GO:0043068,positive regulation of programmed cell death,M010,1,0
0,1,0,0,-2.8,0,GO:0032722,positive regulation of chemokine production,M010,1,0
0,0,1,0,0,-2.9,GO:0048010,vascular endothelial growth factor receptor signaling pathway,M001,1,0
0,1,0,0,-2.1,0,hsa05163,Human cytomegalovirus infection,M010,1,0
1,0,0,-2.9,0,0,R-HSA-418597,G alpha (z) signalling events,M100,1,0
0,0,1,0,0,-3.5,GO:0021795,cerebral cortex cell migration,M001,1,0
0,0,1,0,0,-2.2,GO:0001763,morphogenesis of a branching structure,M001,1,0
0,1,0,0,-3.2,0,GO:0051336,regulation of hydrolase activity,M010,1,0
0,1,0,0,-2.7,0,GO:0002444,myeloid leukocyte mediated immunity,M010,1,0
0,0,1,0,0,-2.4,GO:0045830,positive regulation of isotype switching,M001,1,0
0,0,1,0,0,-2.2,GO:0098868,bone growth,M001,1,0
0,1,0,0,-2.7,0,GO:0010543,regulation of platelet activation,M010,1,0
0,0,1,0,0,-3.5,R-HSA-9843745,Adipogenesis,M001,1,0
1,0,0,-6.1,0,0,GO:0099536,synaptic signaling,M100,1,0
0,0,1,0,0,-2.1,GO:0006636,unsaturated fatty acid biosynthetic process,M001,1,0
0,0,1,0,0,-2.7,R-HSA-975577,N-Glycan antennae elongation,M001,1,0
0,1,0,0,-2.6,0,hsa04015,Rap1 signaling pathway,M010,1,0
0,0,1,0,0,-2.1,WP2876,Pregnane X receptor pathway,M001,1,0
0,0,1,0,0,-2.1,GO:0002698,negative regulation of immune effector process,M001,1,0
0,0,1,0,0,-3.1,R-HSA-8951430,RUNX3 regulates WNT signaling,M001,1,0
0,0,1,0,0,-2.4,GO:0060143,positive regulation of syncytium formation by plasma membrane fusion,M001,1,0
1,0,0,-2.6,0,0,M65,PID FRA PATHWAY,M100,1,0
1,0,0,-2.4,0,0,GO:0035418,protein localization to synapse,M100,1,0
0,1,0,0,-2.2,0,M22,PID GMCSF PATHWAY,M010,1,0
1,0,0,-2.1,0,0,GO:0000165,MAPK cascade,M100,1,0
0,0,1,0,0,-2,GO:0050729,positive regulation of inflammatory response,M001,1,0
0,1,0,0,-2.3,0,GO:0018108,peptidyl-tyrosine phosphorylation,M010,1,0
1,0,0,-2.2,0,0,GO:0010469,regulation of signaling receptor activity,M100,1,0
1,0,0,-2.2,0,0,GO:0034350,regulation of glial cell apoptotic process,M100,1,0
0,0,1,0,0,-2.2,GO:0031076,embryonic camera-type eye development,M001,1,0
0,1,0,0,-3.6,0,GO:0098581,detection of external biotic stimulus,M010,1,0
0,1,0,0,-2.1,0,GO:0051347,positive regulation of transferase activity,M010,1,0
0,1,0,0,-2.5,0,GO:0009617,response to bacterium,M010,1,0
0,0,1,0,0,-3.7,GO:1901741,positive regulation of myoblast fusion,M001,1,0
0,0,1,0,0,-3.4,GO:0021780,glial cell fate specification,M001,1,0
0,0,1,0,0,-3.4,GO:0045063,T-helper 1 cell differentiation,M001,1,0
0,1,0,0,-3.4,0,GO:0019722,calcium-mediated signaling,M010,1,0
0,1,0,0,-2.7,0,GO:0007221,positive regulation of transcription of Notch receptor target,M010,1,0
1,0,0,-2.4,0,0,GO:0002262,myeloid cell homeostasis,M100,1,0
0,0,1,0,0,-2.4,GO:0032835,glomerulus development,M001,1,0
0,1,0,0,-2,0,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,M010,1,0
1,0,0,-2,0,0,GO:0043011,myeloid dendritic cell differentiation,M100,1,0
1,0,0,-3.5,0,0,hsa04213,Longevity regulating pathway - multiple species,M100,1,0
1,0,0,-2.6,0,0,GO:0051222,positive regulation of protein transport,M100,1,0
0,0,1,0,0,-3.2,GO:0061515,myeloid cell development,M001,1,0
0,0,1,0,0,-2.1,GO:0035272,exocrine system development,M001,1,0
0,1,0,0,-2,0,GO:0070102,interleukin-6-mediated signaling pathway,M010,1,0
1,0,0,-3.3,0,0,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M100,1,0
0,0,1,0,0,-2.2,hsa05216,Thyroid cancer,M001,1,0
0,0,1,0,0,-2.2,GO:0043376,"regulation of CD8-positive, alpha-beta T cell differentiation",M001,1,0
0,0,1,0,0,-2,GO:0040007,growth,M001,1,0
0,0,1,0,0,-3.9,GO:0035107,appendage morphogenesis,M001,1,0
0,1,0,0,-2.3,0,GO:0018212,peptidyl-tyrosine modification,M010,1,0
0,0,1,0,0,-3,GO:0045600,positive regulation of fat cell differentiation,M001,1,0
1,0,0,-2.1,0,0,R-HSA-112310,Neurotransmitter release cycle,M100,1,0
0,0,1,0,0,-2.1,GO:0034405,response to fluid shear stress,M001,1,0
0,1,0,0,-2,0,R-HSA-9664433,Leishmania parasite growth and survival,M010,1,0
0,0,1,0,0,-3.2,GO:0042692,muscle cell differentiation,M001,1,0
0,0,1,0,0,-2.3,GO:0150063,visual system development,M001,1,0
0,1,0,0,-2.7,0,WP4321,Thermogenesis,M010,1,0
0,0,1,0,0,-3.6,GO:0072132,mesenchyme morphogenesis,M001,1,0
0,1,0,0,-2.2,0,WP619,Type II interferon signaling,M010,1,0
0,1,0,0,-2.1,0,GO:0060603,mammary gland duct morphogenesis,M010,1,0
0,0,1,0,0,-2.9,WP5174,Ulcerative colitis signaling,M001,1,0
0,0,1,0,0,-2.4,GO:0048340,paraxial mesoderm morphogenesis,M001,1,0
0,1,0,0,-2.3,0,GO:0032729,positive regulation of type II interferon production,M010,1,0
1,0,0,-2.9,0,0,hsa05166,Human T-cell leukemia virus 1 infection,M100,1,0
1,0,0,-2.1,0,0,hsa04721,Synaptic vesicle cycle,M100,1,0
1,0,0,-2.7,0,0,GO:0007215,glutamate receptor signaling pathway,M100,1,0
0,1,0,0,-2.7,0,GO:0002576,platelet degranulation,M010,1,0
1,0,0,-2.5,0,0,GO:0010562,positive regulation of phosphorus metabolic process,M100,1,0
1,0,0,-2.5,0,0,GO:0045937,positive regulation of phosphate metabolic process,M100,1,0
1,0,0,-2.4,0,0,GO:0034614,cellular response to reactive oxygen species,M100,1,0
1,0,0,-3.2,0,0,M255,PID HIF1 TFPATHWAY,M100,1,0
0,0,1,0,0,-2.1,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,M001,1,0
1,0,0,-3.1,0,0,hsa04211,Longevity regulating pathway,M100,1,0
0,1,0,0,-3.3,0,R-HSA-9664417,Leishmania phagocytosis,M010,1,0
1,0,0,-2.3,0,0,WP5078,T cell modulation in pancreatic cancer,M100,1,0
0,0,1,0,0,-3.4,GO:0031349,positive regulation of defense response,M001,1,0
0,0,1,0,0,-2.2,WP1591,Heart development,M001,1,0
1,0,0,-2.4,0,0,GO:0070301,cellular response to hydrogen peroxide,M100,1,0
0,1,0,0,-2.9,0,WP4205,MET in type 1 papillary renal cell carcinoma,M010,1,0
0,0,1,0,0,-2.6,WP1541,Energy metabolism,M001,1,0
0,0,1,0,0,-2.9,GO:0045586,regulation of gamma-delta T cell differentiation,M001,1,0
0,0,1,0,0,-3.5,GO:0030890,positive regulation of B cell proliferation,M001,1,0
1,0,0,-2.2,0,0,GO:0042762,regulation of sulfur metabolic process,M100,1,0
0,1,0,0,-2.5,0,hsa04730,Long-term depression,M010,1,0
0,1,0,0,-2,0,hsa04630,JAK-STAT signaling pathway,M010,1,0
0,1,0,0,-2.5,0,R-HSA-1280218,Adaptive Immune System,M010,1,0
0,1,0,0,-2.3,0,GO:0034103,regulation of tissue remodeling,M010,1,0
0,0,1,0,0,-2.5,GO:0061035,regulation of cartilage development,M001,1,0
0,1,0,0,-3.9,0,GO:0051962,positive regulation of nervous system development,M010,1,0
1,0,0,-3.1,0,0,GO:0032409,regulation of transporter activity,M100,1,0
0,1,0,0,-2.9,0,R-HSA-9671555,Signaling by PDGFR in disease,M010,1,0
1,0,0,-2.2,0,0,WP2355,Corticotropin releasing hormone signaling pathway,M100,1,0
1,0,0,-2.3,0,0,R-HSA-111885,Opioid Signalling,M100,1,0
1,0,0,-2.9,0,0,GO:1903530,regulation of secretion by cell,M100,1,0
1,0,0,-2.2,0,0,GO:0071322,cellular response to carbohydrate stimulus,M100,1,0
0,1,0,0,-2.1,0,GO:0043303,mast cell degranulation,M010,1,0
0,0,1,0,0,-2.7,GO:1905563,negative regulation of vascular endothelial cell proliferation,M001,1,0
0,0,1,0,0,-2.1,WP4808,Endochondral ossification with skeletal dysplasias,M001,1,0
0,1,0,0,-2.3,0,GO:0007159,leukocyte cell-cell adhesion,M010,1,0
0,0,1,0,0,-3.1,GO:0060214,endocardium formation,M001,1,0
0,0,1,0,0,-3.2,GO:0048863,stem cell differentiation,M001,1,0
0,0,1,0,0,-3.1,GO:0032946,positive regulation of mononuclear cell proliferation,M001,1,0
0,1,0,0,-2.2,0,WP5353,Macrophage stimulating protein MSP signaling network map,M010,1,0
