_MEMBER_AD Prioritization - 0.9-1.1%,_MEMBER_AD Prioritization - 4.5-5.5%,_MEMBER_AD Prioritization - 9.0-11.0%,_MEMBER_Data Prioritization - 0.9-1.1%,_MEMBER_Data Prioritization - 4.5-5.5%,_MEMBER_Data Prioritization - 9.0-11.0%,_MEMBER_M20337 - Micro - Data Prioritization,_MEMBER_M20337 - Micro - SCZ Prioritization,_MEMBER_M20337 - OPC - SCZ Prioritization,_MEMBER_M20337 - Oligo - AD Prioritization,_MEMBER_M20337 - Oligo - SCZ Prioritization,_MEMBER_M31969 - Micro - Data Prioritization,_MEMBER_M31969 - Micro - SCZ Prioritization,_MEMBER_M31969 - Oligo - AD Prioritization,_MEMBER_M31969 - Oligo - Data Prioritization,_MEMBER_M31969 - Oligo - SCZ Prioritization,_MEMBER_SCZ Prioritization - 0.9-1.1%,_MEMBER_SCZ Prioritization - 4.5-5.5%,_MEMBER_SCZ Prioritization - 9.0-11.0%,_LogP_AD Prioritization - 0.9-1.1%,_LogP_AD Prioritization - 4.5-5.5%,_LogP_AD Prioritization - 9.0-11.0%,_LogP_Data Prioritization - 0.9-1.1%,_LogP_Data Prioritization - 4.5-5.5%,_LogP_Data Prioritization - 9.0-11.0%,_LogP_M20337 - Micro - Data Prioritization,_LogP_M20337 - Micro - SCZ Prioritization,_LogP_M20337 - OPC - SCZ Prioritization,_LogP_M20337 - Oligo - AD Prioritization,_LogP_M20337 - Oligo - SCZ Prioritization,_LogP_M31969 - Micro - Data Prioritization,_LogP_M31969 - Micro - SCZ Prioritization,_LogP_M31969 - Oligo - AD Prioritization,_LogP_M31969 - Oligo - Data Prioritization,_LogP_M31969 - Oligo - SCZ Prioritization,_LogP_SCZ Prioritization - 0.9-1.1%,_LogP_SCZ Prioritization - 4.5-5.5%,_LogP_SCZ Prioritization - 9.0-11.0%,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-3.4,0,-2.2,-4.1,0,-2.2,0,0,0,0,-3.8,0,0,0,0,0,-2.4,0,0,GO:1904888,cranial skeletal system development,M1011010000100000100,6,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.6,0,-2.2,-6.4,0,-2.9,0,0,0,0,0,0,0,0,0,0,-4.9,-3.2,0,WP560,TGF beta receptor signaling,M1011010000000000110,6,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.7,0,-3.9,-8.5,-6.2,-2.3,0,0,0,0,0,0,0,0,0,0,-5.5,0,0,GO:0071363,cellular response to growth factor stimulus,M1011110000000000100,6,0
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-2.4,0,0,-5.4,-2.1,0,0,0,0,0,0,-2.3,0,0,0,0,-4.4,0,-2.5,hsa04148,Efferocytosis,M1001100000010000101,6,0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-4.5,0,0,-3.2,-3,0,0,0,0,0,0,0,0,-2.3,-2.8,0,-2.6,0,0,GO:0060485,mesenchyme development,M1001100000000110100,6,0
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2.5,-2.3,-2.4,0,-2.2,0,0,0,0,0,0,0,0,-3.3,0,-2.6,GO:0032649,regulation of type II interferon production,M0001110100000000101,6,0
1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-5.1,0,-3.2,-4.3,0,0,0,-4.8,0,0,0,0,0,0,0,0,-4.8,0,-3.1,R-HSA-9013148,CDC42 GTPase cycle,M1011000100000000101,6,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-5.1,0,0,-4.3,-2.6,0,0,0,0,0,0,0,0,0,0,0,-5.5,0,-3.1,GO:0032943,mononuclear cell proliferation,M1001100000000000101,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1,0,0,-2.9,-4,-2.9,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,WP3892,Development of pulmonary dendritic cells and macrophage subsets,M1001110000000000100,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,0,0,-7.5,-4.2,-2.4,0,0,0,0,0,0,0,0,0,0,-4.6,0,0,GO:0140747,regulation of ncRNA transcription,M1001110000000000100,5,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-2.1,0,-2.9,0,0,0,0,0,0,0,0,0,0,-2.9,-2.1,-2.8,hsa04014,Ras signaling pathway,M0001010000000000111,5,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-5,-2.7,-2.2,0,0,0,0,0,0,0,0,0,0,-3,0,-3.6,GO:0050871,positive regulation of B cell activation,M0001110000000000101,5,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-3,-2.3,0,-4.1,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,-2.1,0,WP2018,RANKL RANK signaling pathway,M1101000000000000110,5,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.7,0,-3.1,0,0,-3.8,0,0,0,0,0,0,0,0,0,0,-2.1,-3.3,0,hsa05135,Yersinia infection,M1010010000000000110,5,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-5.1,-2.4,0,-3.4,-3.7,0,0,0,0,0,0,0,0,0,0,0,-4.4,0,0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M1101100000000000100,5,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.6,-3.3,0,-3.3,-2.6,0,0,0,0,0,0,0,0,0,0,0,-4.5,0,0,hsa04310,Wnt signaling pathway,M1101100000000000100,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.8,0,0,-2.9,-3.6,-2.3,0,0,0,0,0,0,0,0,0,0,-2.4,0,0,GO:0045664,regulation of neuron differentiation,M1001110000000000100,5,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.1,-3.4,0,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4,-2.1,WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,M1101000000000000011,5,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2.4,-2.1,-3.3,0,0,0,0,0,0,0,0,0,0,0,-3.4,0,-3.9,GO:0007264,small GTPase mediated signal transduction,M0011100000000000101,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-4.5,0,0,-3.2,-3.6,0,0,0,0,0,0,0,0,0,-2.8,0,-2.1,0,0,GO:0003007,heart morphogenesis,M1001100000000010100,5,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2.1,-5,-2.5,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,-2.4,M22,PID GMCSF PATHWAY,M0011100000000000101,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-4.8,0,0,-4.8,-3.2,0,0,0,0,0,0,0,0,0,0,0,-3.2,-2.2,0,GO:1904018,positive regulation of vasculature development,M1001100000000000110,5,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.8,0,-2.7,-4,0,0,0,0,0,0,0,0,0,0,0,0,-5.4,-2.6,0,hsa04218,Cellular senescence,M1011000000000000110,5,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-5.2,0,-2.5,-2.7,-2.8,0,0,0,0,0,0,0,0,0,0,0,-4.3,0,0,GO:0021537,telencephalon development,M1011100000000000100,5,0
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-2.1,0,-3,0,0,0,0,0,0,-2.8,-3,0,0,0,0,0,0,0,-2.3,GO:0022030,telencephalon glial cell migration,M1010000001100000001,5,0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-2.6,0,0,-3.6,-2.1,0,0,0,0,0,0,0,0,0,0,-2.8,-5.4,0,GO:0045648,positive regulation of erythrocyte differentiation,M0100110000000000110,5,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.2,-3,0,-3,0,-3.1,0,0,0,0,0,0,0,0,0,0,-4.5,0,0,GO:0002262,myeloid cell homeostasis,M1101010000000000100,5,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.8,-2.1,0,-5.5,-2.4,0,0,0,0,0,0,0,0,0,0,0,-6.8,0,0,M290,PID IL12 STAT4 PATHWAY,M1101100000000000100,5,0
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-3.2,0,0,-3.1,-2.5,0,0,0,0,0,0,-3.1,0,0,0,0,-3,0,0,GO:0001892,embryonic placenta development,M1001100000010000100,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-4.6,0,0,-4.8,-3.6,-3.1,0,0,0,0,0,0,0,0,0,0,-4.6,0,0,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,M1001110000000000100,5,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-3.2,-3.5,-3.1,0,0,0,0,0,0,0,0,0,0,0,-4.9,0,-3.2,GO:0002285,lymphocyte activation involved in immune response,M0011100000000000101,5,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-3.2,0,0,-2.2,0,0,0,0,0,-2.3,0,0,0,0,0,0,-2.7,0,-2.7,GO:0046640,regulation of alpha-beta T cell proliferation,M1001000001000000101,5,0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-2.2,-2.6,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,-3.9,-2.2,0,R-HSA-9679506,SARS-CoV Infections,M0110000001000000110,5,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-3.9,-2.1,-3.3,0,0,0,0,0,0,0,0,0,0,-5.7,-3.6,0,WP5198,Inflammatory bowel disease signaling,M0001110000000000110,5,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-2.8,0,0,-2.6,0,0,0,0,0,-3,0,0,0,0,0,0,-2,0,-6.9,hsa04611,Platelet activation,M1001000001000000101,5,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9,-2.6,0,-2.2,-3.8,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,WP4540,Hippo signaling regulation pathways,M1101110000000000000,5,0
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-6.9,0,-2.5,0,-2.7,0,0,0,-2.5,0,0,0,0,0,0,0,-2.6,0,0,GO:0048562,embryonic organ morphogenesis,M1010100010000000100,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-4,0,0,-4.2,-4,-2,0,0,0,0,0,0,0,0,0,0,-2.7,0,0,WP5115,Network map of SARS CoV 2 signaling pathway,M1001110000000000100,5,0
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.1,0,-4,-4.2,-2.4,0,0,0,0,0,0,0,0,0,0,-3,0,0,GO:0042330,taxis,M0101110000000000100,5,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,-2.1,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,-2.8,0,hsa04657,IL-17 signaling pathway,M1101000000000000110,5,0
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-2.1,-2,-2.5,0,0,0,0,0,0,-2,0,0,0,0,0,-2.5,0,0,GO:0048704,embryonic skeletal system morphogenesis,M0111000000100000100,5,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.7,-3.1,0,-2.6,-2.2,0,0,0,0,0,0,0,0,0,0,0,-2.4,0,0,GO:0032330,regulation of chondrocyte differentiation,M1101100000000000100,5,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.2,-4.3,0,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,-5.1,hsa04666,Fc gamma R-mediated phagocytosis,M1101000000000000011,5,0
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-6.3,-2.6,0,0,0,0,0,-2.6,0,0,0,0,0,-8.1,-2.4,0,GO:0002443,leukocyte mediated immunity,M0001100000100000110,5,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1,-5.1,-2.9,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,GO:0032496,response to lipopolysaccharide,M0011110000000000001,5,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-2.3,0,0,-2.1,0,0,0,-3.6,0,0,0,0,0,0,0,0,-6.4,-2.2,0,GO:0002706,regulation of lymphocyte mediated immunity,M1001000100000000110,5,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.4,-2.1,0,-4.2,-2.6,0,0,0,0,0,0,0,0,0,0,0,-3.9,0,0,GO:0001654,eye development,M1101100000000000100,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-6.7,0,0,-5.4,-4.3,0,0,0,0,0,0,0,0,0,0,0,-3.7,-2.8,0,GO:2000630,positive regulation of miRNA metabolic process,M1001100000000000110,5,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-3.3,0,0,0,-2.6,0,0,0,0,0,0,0,0,0,0,0,-2.1,-2.1,-4,R-HSA-5607764,CLEC7A (Dectin-1) signaling,M1000100000000000111,5,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-2.4,-2.1,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,-2.8,0,R-HSA-877300,Interferon gamma signaling,M0111000000000000110,5,0
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-4.2,0,-3.8,-4.3,-3.3,0,0,0,0,0,0,0,0,0,0,-4.9,0,0,GO:0060326,cell chemotaxis,M0101110000000000100,5,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.7,-2.6,0,0,-2.7,0,0,0,0,0,0,0,0,0,0,0,-2.3,-2.5,0,hsa04010,MAPK signaling pathway,M1100100000000000110,5,0
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-2.7,-3.4,0,0,0,0,-3.3,-2.1,0,0,0,0,0,0,0,-3.4,GO:0045089,positive regulation of innate immune response,M0001100001100000001,5,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-4.5,-2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2,-3,-3.2,GO:0010562,positive regulation of phosphorus metabolic process,M1100000000000000111,5,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-2.8,0,0,-2.3,0,0,0,0,0,0,0,0,0,-2,-3.2,0,-3,0,0,GO:0048762,mesenchymal cell differentiation,M1001000000000110100,5,0
0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2,0,-3,-3.3,0,0,0,0,-3.8,0,0,0,0,0,0,0,0,-3.1,GO:0002833,positive regulation of response to biotic stimulus,M0101100001000000001,5,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.6,-3.5,0,-3.6,0,-4.2,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,GO:0034101,erythrocyte homeostasis,M1101010000000000100,5,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.8,-2.3,0,-3.8,-2.1,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,WP2877,Vitamin D receptor pathway,M1101100000000000100,5,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.3,-2.7,0,0,-3.6,-3,0,0,0,0,0,0,0,0,0,0,0,-3.1,0,GO:0043378,"positive regulation of CD8-positive, alpha-beta T cell differentiation",M1100110000000000010,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-5.1,0,0,-4.3,-2.6,0,0,0,0,0,0,0,0,0,0,0,-5.5,0,-3.1,GO:0046651,lymphocyte proliferation,M1001100000000000101,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1,0,0,-3.3,-2.6,-2.3,0,0,0,0,0,0,0,0,0,0,-2.9,0,0,GO:2000629,negative regulation of miRNA metabolic process,M1001110000000000100,5,0
0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.7,-4.2,-2.1,0,0,-2.1,0,0,0,0,0,0,0,0,0,0,-2.2,R-HSA-416482,G alpha (12/13) signalling events,M0011100100000000001,5,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-3.4,0,0,-6.2,0,0,0,0,0,0,0,0,0,0,0,0,-4.9,-2.3,-2,hsa04630,JAK-STAT signaling pathway,M1001000000000000111,5,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7.7,-2.4,0,-7.2,-2.5,0,0,0,0,0,0,0,0,0,-4.1,0,0,0,0,GO:0048844,artery morphogenesis,M1101100000000010000,5,0
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-2.1,0,-3,0,0,0,0,0,0,-2.8,-3,0,0,0,0,0,0,0,-2.3,GO:0021801,cerebral cortex radial glia-guided migration,M1010000001100000001,5,0
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-3.2,0,0,-6.8,-4.6,0,0,0,0,0,0,-4,0,0,0,0,-3.8,0,0,WP236,Adipogenesis,M1001100000010000100,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1,0,0,-3.3,-2.6,-2.3,0,0,0,0,0,0,0,0,0,0,-2.9,0,0,GO:1902894,negative regulation of miRNA transcription,M1001110000000000100,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.9,0,0,-10,-2.7,-3.4,0,0,0,0,0,0,0,0,0,0,-4,0,0,WP4149,White fat cell differentiation,M1001110000000000100,5,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.5,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2.6,-2.3,GO:0071248,cellular response to metal ion,M1010000000000000111,5,0
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-3.2,-2.8,0,0,0,0,-2.9,-2.1,0,0,0,0,0,0,0,-4.2,GO:0002218,activation of innate immune response,M0001100001100000001,5,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.1,0,-3,-2.9,0,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,-3.8,GO:0071219,cellular response to molecule of bacterial origin,M1011010000000000001,5,0
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2,-2.7,0,-2.6,-2.3,0,0,0,0,0,0,0,0,0,0,-2.6,0,0,R-HSA-4641265,Repression of WNT target genes,M0110110000000000100,5,0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-3.4,0,0,-4.1,0,0,0,0,-2.4,0,0,0,0,0,-3.3,0,-2.4,0,0,GO:0048839,inner ear development,M1001000010000010100,5,0
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-3,-3.5,0,0,0,0,0,-2.7,0,0,0,0,0,-4.2,0,-3.2,GO:0002275,myeloid cell activation involved in immune response,M0001100000100000101,5,0
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-5.5,-2.7,0,-2.7,0,0,-2.1,0,0,0,0,0,0,-5.1,0,0,GO:0030335,positive regulation of cell migration,M0001101001000000100,5,0
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-2.4,-2.2,-2.6,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,-3.7,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,M0111000000100000001,5,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-2.6,0,-2.1,0,0,-3.2,0,0,0,0,0,0,0,0,0,-2.1,-2.2,R-HSA-9013404,RAC2 GTPase cycle,M0010100100000000011,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2.3,0,0,-3.9,-3.9,0,0,0,0,0,0,0,0,0,-3.1,0,-2.5,0,0,GO:0050679,positive regulation of epithelial cell proliferation,M1001100000000010100,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-7.4,0,0,-7.3,-4.4,-2.5,0,0,0,0,0,0,0,0,0,0,-4.8,0,0,GO:1902893,regulation of miRNA transcription,M1001110000000000100,5,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,-2.6,0,0,0,0,-4,0,0,0,0,0,0,0,0,-4.2,-2.2,-3,GO:0043372,"positive regulation of CD4-positive, alpha-beta T cell differentiation",M0010000100000000111,5,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.5,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,-2.9,-2.5,hsa04625,C-type lectin receptor signaling pathway,M1001000000000000111,5,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-3.3,0,0,0,-2.2,0,0,0,0,-2.7,0,0,0,0,0,0,-2.5,0,-2.2,GO:0043304,regulation of mast cell degranulation,M1000100001000000101,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-3.6,0,0,-2.2,-2.7,0,0,0,0,0,0,0,0,0,0,0,-2,0,-4.6,R-HSA-5621481,C-type lectin receptors (CLRs),M1001100000000000101,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.5,0,0,-4.8,-4,0,0,0,0,0,0,0,0,0,0,0,-3.4,-2.1,0,R-HSA-157118,Signaling by NOTCH,M1001100000000000110,5,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,-2.7,0,-2.4,-2.6,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,hsa05224,Breast cancer,M1101110000000000000,5,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-2.5,-2,0,0,0,-2.4,0,0,0,0,0,0,-3.8,0,-3.4,GO:0032722,positive regulation of chemokine production,M0000110001000000101,5,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2.3,-2.7,-2.1,0,0,0,0,0,0,0,0,0,0,-2.4,0,-2.8,hsa04072,Phospholipase D signaling pathway,M0001110000000000101,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-4,0,0,-4.5,-4.3,-3.9,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,WP4844,Influence of laminopathies on Wnt signaling,M1001110000000000100,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-5,0,0,-4.5,-4.6,0,0,0,0,0,0,0,0,0,0,0,-4.2,-2.6,0,GO:0002064,epithelial cell development,M1001100000000000110,5,0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-2.5,0,0,-3.6,0,0,0,0,0,-2.1,0,0,0,0,0,-3.2,-3.8,WP4223,Ras signaling,M0010010000010000011,5,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9,-5.8,-2.9,-3.9,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0030036,actin cytoskeleton organization,M1111100000000000000,5,0
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-2.6,-2.6,0,0,0,-2.2,0,0,0,-2.9,0,0,0,0,0,0,0,-3.1,0,GO:0051051,negative regulation of transport,M1100010001000000010,5,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.7,0,0,-5.8,-5,0,0,0,0,0,0,0,0,0,0,0,-2.3,-2.3,0,GO:0045765,regulation of angiogenesis,M1001100000000000110,5,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-2.1,0,0,0,0,0,-5.3,-2.8,0,0,0,0,0,-2.3,0,-3.2,GO:0002861,regulation of inflammatory response to antigenic stimulus,M0001000001100000101,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-4.7,0,0,-4.5,-2.2,-3.1,0,0,0,0,0,0,0,0,0,0,-3.2,0,0,GO:0061351,neural precursor cell proliferation,M1001110000000000100,5,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2.1,-2.6,0,0,-2.3,0,0,0,0,0,0,0,0,-5.1,0,-2.5,GO:0045622,regulation of T-helper cell differentiation,M0001100100000000101,5,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.9,-3.1,0,-4.6,-2,0,0,0,0,0,0,0,0,0,0,0,-2.7,0,0,GO:1902903,regulation of supramolecular fiber organization,M1101100000000000100,5,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-2.5,-2.4,0,0,0,0,-2.9,0,0,0,0,0,0,0,0,-6.1,-3.4,0,GO:0001910,regulation of leukocyte mediated cytotoxicity,M0110000100000000110,5,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1,-3.8,0,-3.7,0,-4.5,0,0,0,0,0,0,0,0,0,0,-4.3,0,0,GO:0030218,erythrocyte differentiation,M1101010000000000100,5,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.4,0,-3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3,-2.4,-2.1,GO:0071241,cellular response to inorganic substance,M1010000000000000111,5,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.3,0,-2.4,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,-3,-2.9,0,R-HSA-8878171,Transcriptional regulation by RUNX1,M1010100000000000110,5,0
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-4.2,-2.7,-2.4,0,0,0,0,-4.1,0,0,0,0,0,0,0,0,-2.3,R-HSA-2172127,DAP12 interactions,M0011100001000000001,5,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.6,0,0,-2.7,0,-2.3,0,0,0,0,0,0,0,0,0,0,-2.3,-6.4,0,WP5072,Modulators of TCR signaling and T cell activation,M1001010000000000110,5,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-2.7,0,0,0,-3.2,0,-2.4,0,0,0,0,0,0,0,0,0,-3.5,-2.6,GO:1990266,neutrophil migration,M0100010100000000011,5,0
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.1,0,-4,-4.2,-2.4,0,0,0,0,0,0,0,0,0,0,-3,0,0,GO:0006935,chemotaxis,M0101110000000000100,5,0
