_MEMBER_0.0,_MEMBER_1.0,_MEMBER_2.0,_MEMBER_3.0,_MEMBER_4.0,_LogP_0.0,_LogP_1.0,_LogP_2.0,_LogP_3.0,_LogP_4.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,0,0,0,0,-2.1,0,0,GO:0060338,regulation of type I interferon-mediated signaling pathway,M00100,1,0
1,0,0,0,0,-2,0,0,0,0,GO:0002244,hematopoietic progenitor cell differentiation,M10000,1,0
0,1,0,0,0,0,-2.7,0,0,0,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,M01000,1,0
0,0,1,0,0,0,0,-2.6,0,0,WP5113,Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway,M00100,1,0
0,0,1,0,0,0,0,-2.1,0,0,GO:0060333,type II interferon-mediated signaling pathway,M00100,1,0
0,0,0,1,0,0,0,0,-2.3,0,R-HSA-73884,Base Excision Repair,M00010,1,0
0,0,0,1,0,0,0,0,-2.3,0,GO:1902369,negative regulation of RNA catabolic process,M00010,1,0
1,0,0,0,0,-2.4,0,0,0,0,GO:0019218,regulation of steroid metabolic process,M10000,1,0
0,0,1,0,0,0,0,-3.2,0,0,GO:0140888,interferon-mediated signaling pathway,M00100,1,0
0,0,0,1,0,0,0,0,-2.9,0,GO:0032210,regulation of telomere maintenance via telomerase,M00010,1,0
1,0,0,0,0,-2.2,0,0,0,0,GO:0031943,regulation of glucocorticoid metabolic process,M10000,1,0
0,1,0,0,0,0,-2.4,0,0,0,GO:0010833,telomere maintenance via telomere lengthening,M01000,1,0
0,0,1,0,0,0,0,-2.2,0,0,GO:0010874,regulation of cholesterol efflux,M00100,1,0
0,0,0,0,1,0,0,0,0,-2,M254,PID MYC REPRESS PATHWAY,M00001,1,0
1,0,0,0,0,-2,0,0,0,0,WP5352,10q11 21q11 23 copy number variation syndrome,M10000,1,0
0,0,1,0,0,0,0,-2.5,0,0,GO:0007398,ectoderm development,M00100,1,0
1,0,0,0,0,-2.5,0,0,0,0,CORUM:3045,hs4 enhancer complex (faster migrating complex),M10000,1,0
1,0,0,0,0,-2.9,0,0,0,0,R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,M10000,1,0
0,1,0,0,0,0,-2.2,0,0,0,GO:0006360,transcription by RNA polymerase I,M01000,1,0
0,0,1,0,0,0,0,-3,0,0,GO:1901532,regulation of hematopoietic progenitor cell differentiation,M00100,1,0
0,0,1,0,0,0,0,-2.2,0,0,M162,PID RXR VDR PATHWAY,M00100,1,0
