_MEMBER_SCZ_imp_1 - 94.0-96.0,_MEMBER_SCZ_imp_1 - 96.0-98.0,_MEMBER_SCZ_imp_1 - 98.0-100.0,_LogP_SCZ_imp_1 - 94.0-96.0,_LogP_SCZ_imp_1 - 96.0-98.0,_LogP_SCZ_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,1,1,0,-3.3,-2.5,GO:0032715,negative regulation of interleukin-6 production,M011,2,0
0,1,1,0,-3.2,-5,GO:1903708,positive regulation of hemopoiesis,M011,2,0
1,0,1,-2.9,0,-4.5,GO:0048705,skeletal system morphogenesis,M101,2,0
1,0,1,-3.7,0,-5,GO:0050864,regulation of B cell activation,M101,2,0
0,1,1,0,-2.9,-3.5,GO:0050851,antigen receptor-mediated signaling pathway,M011,2,0
1,0,1,-2.2,0,-2.3,GO:0007162,negative regulation of cell adhesion,M101,2,0
1,0,1,-2.6,0,-3.4,GO:0043300,regulation of leukocyte degranulation,M101,2,0
0,1,1,0,-3.8,-6.9,GO:0043009,chordate embryonic development,M011,2,0
0,1,1,0,-2.1,-2.1,hsa04666,Fc gamma R-mediated phagocytosis,M011,2,0
0,1,1,0,-3.4,-2.2,GO:0090596,sensory organ morphogenesis,M011,2,0
0,1,1,0,-2.6,-3.4,WP4216,Chromosomal and microsatellite instability in colorectal cancer,M011,2,0
0,1,1,0,-2.1,-3.2,GO:0022612,gland morphogenesis,M011,2,0
0,1,1,0,-2.5,-2,WP437,EGF EGFR signaling pathway,M011,2,0
0,1,1,0,-2.7,-2.2,GO:0002065,columnar/cuboidal epithelial cell differentiation,M011,2,0
0,1,1,0,-2.2,-2.9,GO:0060070,canonical Wnt signaling pathway,M011,2,0
1,0,1,-3.2,0,-2.4,GO:0048701,embryonic cranial skeleton morphogenesis,M101,2,0
0,1,1,0,-3.7,-2.1,GO:0032673,regulation of interleukin-4 production,M011,2,0
1,0,1,-2.7,0,-3.7,GO:0010464,regulation of mesenchymal cell proliferation,M101,2,0
1,1,0,-2.3,-3.1,0,hsa04660,T cell receptor signaling pathway,M110,2,0
0,1,1,0,-2.2,-2.2,GO:0060441,epithelial tube branching involved in lung morphogenesis,M011,2,0
0,1,1,0,-3.3,-2.5,GO:0001709,cell fate determination,M011,2,0
0,1,1,0,-2.9,-2.9,GO:0002720,positive regulation of cytokine production involved in immune response,M011,2,0
0,1,1,0,-2.7,-3.8,GO:0071425,hematopoietic stem cell proliferation,M011,2,0
1,0,1,-2.4,0,-2,GO:0060541,respiratory system development,M101,2,0
0,1,1,0,-3.4,-4.5,GO:0021781,glial cell fate commitment,M011,2,0
1,0,1,-2,0,-2.1,GO:0031344,regulation of cell projection organization,M101,2,0
0,1,1,0,-2.5,-3.4,GO:0050670,regulation of lymphocyte proliferation,M011,2,0
0,1,1,0,-2.5,-3.3,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",M011,2,0
1,1,0,-3.5,-2.2,0,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M110,2,0
1,0,1,-2.6,0,-2.6,GO:0150077,regulation of neuroinflammatory response,M101,2,0
1,1,0,-2.8,-3.5,0,GO:0035914,skeletal muscle cell differentiation,M110,2,0
0,1,1,0,-3.9,-7.5,GO:0072089,stem cell proliferation,M011,2,0
1,0,1,-2.6,0,-4.3,GO:0060348,bone development,M101,2,0
1,0,1,-2.3,0,-3.7,hsa05321,Inflammatory bowel disease,M101,2,0
1,0,1,-2.5,0,-3,GO:0050866,negative regulation of cell activation,M101,2,0
0,1,1,0,-2.1,-2.1,GO:0045577,regulation of B cell differentiation,M011,2,0
1,0,1,-2.4,0,-3.1,GO:1903305,regulation of regulated secretory pathway,M101,2,0
1,0,1,-2.1,0,-3.6,GO:0002886,regulation of myeloid leukocyte mediated immunity,M101,2,0
1,0,1,-2.1,0,-2.7,GO:0046632,alpha-beta T cell differentiation,M101,2,0
0,1,1,0,-4,-4,GO:0140467,integrated stress response signaling,M011,2,0
0,1,1,0,-2.1,-2.8,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,M011,2,0
1,0,1,-2.6,0,-2.6,WP4540,Hippo signaling regulation pathways,M101,2,0
1,1,0,-3,-3.7,0,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),M110,2,0
1,0,1,-2.5,0,-2.5,GO:0060443,mammary gland morphogenesis,M101,2,0
0,1,1,0,-3.3,-2.1,GO:0001818,negative regulation of cytokine production,M011,2,0
0,1,1,0,-3.6,-3.6,GO:0002761,regulation of myeloid leukocyte differentiation,M011,2,0
0,1,1,0,-3.1,-5.4,GO:0001944,vasculature development,M011,2,0
0,1,1,0,-5.2,-3,GO:0001892,embryonic placenta development,M011,2,0
0,1,1,0,-2.7,-3.3,GO:0048863,stem cell differentiation,M011,2,0
0,1,1,0,-3.3,-5.4,WP4844,Influence of laminopathies on Wnt signaling,M011,2,0
1,1,0,-2,-2,0,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,M110,2,0
0,1,1,0,-2.5,-2.5,GO:0071559,response to transforming growth factor beta,M011,2,0
1,1,0,-2.1,-2.1,0,GO:0098916,anterograde trans-synaptic signaling,M110,2,0
1,0,1,-2.3,0,-2.3,GO:0002704,negative regulation of leukocyte mediated immunity,M101,2,0
0,1,1,0,-2.5,-2.5,R-HSA-8853884,Transcriptional Regulation by VENTX,M011,2,0
1,0,1,-2.4,0,-6.4,GO:0050871,positive regulation of B cell activation,M101,2,0
0,1,1,0,-2.7,-2.2,GO:0035107,appendage morphogenesis,M011,2,0
0,1,1,0,-2.8,-3.5,GO:0034101,erythrocyte homeostasis,M011,2,0
0,1,1,0,-2.2,-4.9,GO:0045588,positive regulation of gamma-delta T cell differentiation,M011,2,0
0,1,1,0,-2.3,-2.8,GO:0045598,regulation of fat cell differentiation,M011,2,0
1,0,1,-2.4,0,-2.4,R-HSA-912631,Regulation of signaling by CBL,M101,2,0
0,1,1,0,-2.1,-2.1,GO:0034405,response to fluid shear stress,M011,2,0
1,0,1,-2.2,0,-3.6,GO:0072132,mesenchyme morphogenesis,M101,2,0
1,1,0,-3.4,-2.7,0,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M110,2,0
0,1,1,0,-2.9,-2.4,M2,PID SMAD2 3NUCLEAR PATHWAY,M011,2,0
0,1,1,0,-2.6,-5.9,GO:0045621,positive regulation of lymphocyte differentiation,M011,2,0
1,0,1,-2.4,0,-2.4,GO:0021892,cerebral cortex GABAergic interneuron differentiation,M101,2,0
0,1,1,0,-2.7,-3.5,GO:0150063,visual system development,M011,2,0
0,1,1,0,-2.9,-2.1,GO:0002253,activation of immune response,M011,2,0
0,1,1,0,-2.9,-2.1,GO:0048872,homeostasis of number of cells,M011,2,0
0,1,1,0,-5.3,-5,GO:0060322,head development,M011,2,0
1,0,1,-2.6,0,-3.8,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M101,2,0
1,1,0,-2,-2,0,R-HSA-9664433,Leishmania parasite growth and survival,M110,2,0
0,1,1,0,-4.5,-3.8,M195,PID CMYB PATHWAY,M011,2,0
1,1,0,-2.7,-2.7,0,M124,PID CXCR4 PATHWAY,M110,2,0
0,1,1,0,-2.1,-2.1,GO:0071560,cellular response to transforming growth factor beta stimulus,M011,2,0
0,1,1,0,-4.7,-4.3,GO:0001701,in utero embryonic development,M011,2,0
1,0,1,-3.1,0,-2,GO:0043301,negative regulation of leukocyte degranulation,M101,2,0
1,0,1,-2.1,0,-3.6,GO:0048762,mesenchymal cell differentiation,M101,2,0
0,1,1,0,-2.3,-4.4,GO:0071345,cellular response to cytokine stimulus,M011,2,0
1,0,1,-2.5,0,-3.1,GO:0007219,Notch signaling pathway,M101,2,0
1,0,1,-3.1,0,-2,GO:1990858,cellular response to lectin,M101,2,0
1,1,0,-2.7,-3.3,0,M115,PID REG GR PATHWAY,M110,2,0
0,1,1,0,-3.4,-2.8,GO:2000177,regulation of neural precursor cell proliferation,M011,2,0
0,1,1,0,-2.4,-3.5,GO:0030855,epithelial cell differentiation,M011,2,0
0,1,1,0,-2.4,-2.4,GO:0007498,mesoderm development,M011,2,0
0,1,1,0,-2.1,-4,GO:0002702,positive regulation of production of molecular mediator of immune response,M011,2,0
0,1,1,0,-2.1,-2.1,WP5417,Cell lineage map for neuronal differentiation,M011,2,0
1,1,0,-2.5,-2.5,0,R-HSA-9664407,Parasite infection,M110,2,0
0,1,1,0,-3.6,-6.6,WP3945,TYROBP causal network in microglia,M011,2,0
1,0,1,-3.3,0,-2.3,R-HSA-9013149,RAC1 GTPase cycle,M101,2,0
0,1,1,0,-2.4,-2.4,GO:0050873,brown fat cell differentiation,M011,2,0
0,1,1,0,-2.7,-2.4,GO:0040007,growth,M011,2,0
0,1,1,0,-2.6,-3.3,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M011,2,0
0,0,1,0,0,-2.5,R-HSA-8878171,Transcriptional regulation by RUNX1,M001,1,0
0,1,0,0,-2.9,0,GO:0030326,embryonic limb morphogenesis,M010,1,0
0,0,1,0,0,-3.9,GO:0032330,regulation of chondrocyte differentiation,M001,1,0
0,0,1,0,0,-4.3,GO:0048514,blood vessel morphogenesis,M001,1,0
0,1,0,0,-2.4,0,R-HSA-112315,Transmission across Chemical Synapses,M010,1,0
0,0,1,0,0,-2.1,GO:0002287,alpha-beta T cell activation involved in immune response,M001,1,0
0,1,0,0,-2.5,0,WP2431,Spinal cord injury,M010,1,0
0,0,1,0,0,-2.2,GO:0042093,T-helper cell differentiation,M001,1,0
0,0,1,0,0,-3.8,GO:0050680,negative regulation of epithelial cell proliferation,M001,1,0
0,0,1,0,0,-2.1,GO:0014032,neural crest cell development,M001,1,0
1,0,0,-3.7,0,0,GO:0006486,protein glycosylation,M100,1,0
1,0,0,-2.3,0,0,M48,PID MET PATHWAY,M100,1,0
0,1,0,0,-2.2,0,GO:0048736,appendage development,M010,1,0
0,0,1,0,0,-3.2,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M001,1,0
0,1,0,0,-2.2,0,GO:0060173,limb development,M010,1,0
0,1,0,0,-3.7,0,R-HSA-164944,Nef and signal transduction,M010,1,0
0,0,1,0,0,-2.5,GO:0003151,outflow tract morphogenesis,M001,1,0
0,0,1,0,0,-3.2,GO:0002891,positive regulation of immunoglobulin mediated immune response,M001,1,0
0,1,0,0,-3.1,0,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,M010,1,0
0,0,1,0,0,-3.4,GO:0002064,epithelial cell development,M001,1,0
1,0,0,-3.3,0,0,GO:0042060,wound healing,M100,1,0
0,0,1,0,0,-3.1,GO:0003417,growth plate cartilage development,M001,1,0
1,0,0,-2.3,0,0,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M100,1,0
1,0,0,-3.4,0,0,GO:0071230,cellular response to amino acid stimulus,M100,1,0
0,0,1,0,0,-2,GO:0120162,positive regulation of cold-induced thermogenesis,M001,1,0
0,1,0,0,-2.5,0,GO:0045638,negative regulation of myeloid cell differentiation,M010,1,0
0,0,1,0,0,-2.5,GO:0001837,epithelial to mesenchymal transition,M001,1,0
0,0,1,0,0,-3,GO:0021801,cerebral cortex radial glia-guided migration,M001,1,0
0,0,1,0,0,-2.5,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,M001,1,0
0,0,1,0,0,-2.6,GO:0021772,olfactory bulb development,M001,1,0
0,0,1,0,0,-2,GO:0002292,T cell differentiation involved in immune response,M001,1,0
1,0,0,-2.4,0,0,GO:0001771,immunological synapse formation,M100,1,0
0,0,1,0,0,-2.6,GO:0045471,response to ethanol,M001,1,0
0,0,1,0,0,-2.9,GO:0097154,GABAergic neuron differentiation,M001,1,0
0,0,1,0,0,-2.4,hsa04750,Inflammatory mediator regulation of TRP channels,M001,1,0
0,0,1,0,0,-2.9,GO:0060349,bone morphogenesis,M001,1,0
0,0,1,0,0,-3.1,GO:0043368,positive T cell selection,M001,1,0
0,0,1,0,0,-2.1,WP3640,Imatinib and chronic myeloid leukemia,M001,1,0
0,0,1,0,0,-2.4,GO:0021954,central nervous system neuron development,M001,1,0
1,0,0,-2.2,0,0,GO:0071375,cellular response to peptide hormone stimulus,M100,1,0
1,0,0,-3.2,0,0,GO:0098657,import into cell,M100,1,0
0,1,0,0,-2.5,0,GO:1901533,negative regulation of hematopoietic progenitor cell differentiation,M010,1,0
0,0,1,0,0,-2,WP4159,GABA receptor signaling,M001,1,0
0,0,1,0,0,-2.2,R-HSA-5619507,Activation of HOX genes during differentiation,M001,1,0
1,0,0,-2.1,0,0,GO:0002312,B cell activation involved in immune response,M100,1,0
1,0,0,-2.4,0,0,GO:2000106,regulation of leukocyte apoptotic process,M100,1,0
0,1,0,0,-2,0,WP4685,Melanoma,M010,1,0
0,0,1,0,0,-3.2,GO:0046641,positive regulation of alpha-beta T cell proliferation,M001,1,0
0,0,1,0,0,-2.2,GO:0046629,gamma-delta T cell activation,M001,1,0
1,0,0,-2,0,0,GO:0021511,spinal cord patterning,M100,1,0
1,0,0,-2.5,0,0,WP3932,Focal adhesion PI3K Akt mTOR signaling pathway,M100,1,0
1,0,0,-3.1,0,0,GO:0043305,negative regulation of mast cell degranulation,M100,1,0
0,1,0,0,-3.4,0,R-HSA-3595177,Defective CHSY1 causes TPBS,M010,1,0
0,0,1,0,0,-2.5,GO:0072073,kidney epithelium development,M001,1,0
0,0,1,0,0,-2.7,GO:2000739,regulation of mesenchymal stem cell differentiation,M001,1,0
0,0,1,0,0,-2.1,R-HSA-168898,Toll-like Receptor Cascades,M001,1,0
1,0,0,-2.2,0,0,GO:0032653,regulation of interleukin-10 production,M100,1,0
0,0,1,0,0,-2.2,GO:0032103,positive regulation of response to external stimulus,M001,1,0
0,0,1,0,0,-2.8,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M001,1,0
1,0,0,-2.1,0,0,GO:1990089,response to nerve growth factor,M100,1,0
0,0,1,0,0,-2.8,GO:0030335,positive regulation of cell migration,M001,1,0
0,0,1,0,0,-2.3,GO:0051592,response to calcium ion,M001,1,0
0,0,1,0,0,-2.1,GO:0003231,cardiac ventricle development,M001,1,0
0,0,1,0,0,-2.2,R-HSA-381753,Olfactory Signaling Pathway,M001,1,0
0,1,0,0,-2.5,0,GO:0032656,regulation of interleukin-13 production,M010,1,0
0,1,0,0,-2.1,0,WP3929,Chemokine signaling pathway,M010,1,0
0,0,1,0,0,-2.3,GO:0048048,embryonic eye morphogenesis,M001,1,0
0,0,1,0,0,-2.4,GO:0030854,positive regulation of granulocyte differentiation,M001,1,0
1,0,0,-2.7,0,0,GO:0040034,"regulation of development, heterochronic",M100,1,0
0,0,1,0,0,-2.4,GO:0050766,positive regulation of phagocytosis,M001,1,0
0,0,1,0,0,-3.4,GO:0021799,cerebral cortex radially oriented cell migration,M001,1,0
0,0,1,0,0,-4.6,GO:0070665,positive regulation of leukocyte proliferation,M001,1,0
0,0,1,0,0,-2.5,WP5385,Growth factors and hormones in beta cell proliferation,M001,1,0
0,0,1,0,0,-3.9,GO:0002063,chondrocyte development,M001,1,0
1,0,0,-3.1,0,0,GO:0001574,ganglioside biosynthetic process,M100,1,0
0,1,0,0,-2.3,0,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,M010,1,0
0,0,1,0,0,-2.1,R-HSA-201681,TCF dependent signaling in response to WNT,M001,1,0
0,0,1,0,0,-2.1,WP474,Endochondral ossification,M001,1,0
0,1,0,0,-2.4,0,GO:0002706,regulation of lymphocyte mediated immunity,M010,1,0
0,1,0,0,-2,0,GO:0070102,interleukin-6-mediated signaling pathway,M010,1,0
0,0,1,0,0,-2.2,R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,M001,1,0
0,0,1,0,0,-4.1,GO:1903707,negative regulation of hemopoiesis,M001,1,0
0,0,1,0,0,-2.7,GO:0002576,platelet degranulation,M001,1,0
0,1,0,0,-2.3,0,GO:0030225,macrophage differentiation,M010,1,0
1,0,0,-2,0,0,GO:0060396,growth hormone receptor signaling pathway,M100,1,0
0,1,0,0,-2.6,0,WP4542,Leukocyte intrinsic Hippo pathway functions,M010,1,0
0,0,1,0,0,-2.4,GO:0060562,epithelial tube morphogenesis,M001,1,0
0,0,1,0,0,-3.6,GO:0050764,regulation of phagocytosis,M001,1,0
0,0,1,0,0,-2.1,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,M001,1,0
1,0,0,-2.2,0,0,GO:0051051,negative regulation of transport,M100,1,0
0,0,1,0,0,-3,GO:0032835,glomerulus development,M001,1,0
0,0,1,0,0,-3.1,GO:0001502,cartilage condensation,M001,1,0
0,1,0,0,-2.2,0,GO:0002709,regulation of T cell mediated immunity,M010,1,0
1,0,0,-3.3,0,0,hsa04022,cGMP-PKG signaling pathway,M100,1,0
0,0,1,0,0,-2.4,GO:0002262,myeloid cell homeostasis,M001,1,0
1,0,0,-2.4,0,0,GO:0006606,protein import into nucleus,M100,1,0
0,1,0,0,-2.3,0,WP673,ErbB signaling pathway,M010,1,0
0,0,1,0,0,-2.1,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,M001,1,0
0,1,0,0,-2.2,0,GO:0098883,synapse pruning,M010,1,0
0,0,1,0,0,-3.3,GO:0001937,negative regulation of endothelial cell proliferation,M001,1,0
1,0,0,-2,0,0,R-HSA-194138,Signaling by VEGF,M100,1,0
1,0,0,-2.2,0,0,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,M100,1,0
0,0,1,0,0,-2,WP5144,NRP1 triggered signaling pathways in pancreatic cancer,M001,1,0
0,1,0,0,-2.7,0,GO:2000977,regulation of forebrain neuron differentiation,M010,1,0
0,0,1,0,0,-2.4,GO:0045830,positive regulation of isotype switching,M001,1,0
1,0,0,-3.5,0,0,GO:0050817,coagulation,M100,1,0
0,0,1,0,0,-2.3,GO:0045620,negative regulation of lymphocyte differentiation,M001,1,0
0,0,1,0,0,-2.1,WP299,Nuclear receptors in lipid metabolism and toxicity,M001,1,0
0,0,1,0,0,-2.4,GO:0050868,negative regulation of T cell activation,M001,1,0
1,0,0,-2.7,0,0,R-HSA-1630316,Glycosaminoglycan metabolism,M100,1,0
0,0,1,0,0,-3.6,GO:0021795,cerebral cortex cell migration,M001,1,0
0,1,0,0,-3.4,0,R-HSA-3595172,Defective CHST3 causes SEDCJD,M010,1,0
0,0,1,0,0,-3.3,M255,PID HIF1 TFPATHWAY,M001,1,0
1,0,0,-2.9,0,0,GO:0038095,Fc-epsilon receptor signaling pathway,M100,1,0
1,0,0,-2.3,0,0,GO:0014902,myotube differentiation,M100,1,0
1,0,0,-3.3,0,0,hsa04730,Long-term depression,M100,1,0
0,0,1,0,0,-2.8,GO:0035272,exocrine system development,M001,1,0
0,0,1,0,0,-2.9,GO:1905155,positive regulation of membrane invagination,M001,1,0
0,0,1,0,0,-2.5,GO:0048864,stem cell development,M001,1,0
0,0,1,0,0,-4,GO:0021543,pallium development,M001,1,0
0,0,1,0,0,-2.2,hsa05216,Thyroid cancer,M001,1,0
0,0,1,0,0,-2.7,GO:0015908,fatty acid transport,M001,1,0
1,0,0,-2.4,0,0,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,M100,1,0
0,0,1,0,0,-2.9,WP5174,Ulcerative colitis signaling,M001,1,0
0,1,0,0,-2.2,0,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,M010,1,0
0,0,1,0,0,-2.2,GO:0043376,"regulation of CD8-positive, alpha-beta T cell differentiation",M001,1,0
0,0,1,0,0,-3.1,GO:0098743,cell aggregation,M001,1,0
1,0,0,-2.3,0,0,GO:0030513,positive regulation of BMP signaling pathway,M100,1,0
0,0,1,0,0,-2.6,GO:0002286,T cell activation involved in immune response,M001,1,0
0,0,1,0,0,-2.4,GO:0048340,paraxial mesoderm morphogenesis,M001,1,0
0,0,1,0,0,-2,R-HSA-449836,Other interleukin signaling,M001,1,0
0,0,1,0,0,-2.4,GO:0007405,neuroblast proliferation,M001,1,0
0,0,1,0,0,-2.3,GO:0045600,positive regulation of fat cell differentiation,M001,1,0
0,0,1,0,0,-2.1,GO:0032332,positive regulation of chondrocyte differentiation,M001,1,0
0,1,0,0,-2.7,0,GO:1902692,regulation of neuroblast proliferation,M010,1,0
0,0,1,0,0,-3.6,GO:0030890,positive regulation of B cell proliferation,M001,1,0
0,0,1,0,0,-4.1,GO:0045586,regulation of gamma-delta T cell differentiation,M001,1,0
0,0,1,0,0,-2.4,GO:0033628,regulation of cell adhesion mediated by integrin,M001,1,0
0,0,1,0,0,-2.6,WP1541,Energy metabolism,M001,1,0
1,0,0,-4.1,0,0,GO:0043200,response to amino acid,M100,1,0
0,0,1,0,0,-3,GO:0035050,embryonic heart tube development,M001,1,0
0,0,1,0,0,-2.3,GO:0042692,muscle cell differentiation,M001,1,0
0,0,1,0,0,-2.9,WP1591,Heart development,M001,1,0
0,0,1,0,0,-2.2,GO:0031349,positive regulation of defense response,M001,1,0
1,0,0,-2.2,0,0,R-HSA-75892,Platelet Adhesion to exposed collagen,M100,1,0
1,0,0,-2.3,0,0,hsa04211,Longevity regulating pathway,M100,1,0
1,0,0,-3.3,0,0,hsa05417,Lipid and atherosclerosis,M100,1,0
0,1,0,0,-3.7,0,GO:0048483,autonomic nervous system development,M010,1,0
0,1,0,0,-2.3,0,GO:0055123,digestive system development,M010,1,0
0,0,1,0,0,-2.7,GO:0042908,xenobiotic transport,M001,1,0
0,0,1,0,0,-2.7,GO:0022408,negative regulation of cell-cell adhesion,M001,1,0
1,0,0,-2.7,0,0,GO:0006111,regulation of gluconeogenesis,M100,1,0
1,0,0,-2.7,0,0,GO:0000101,sulfur amino acid transport,M100,1,0
1,0,0,-2.5,0,0,hsa04922,Glucagon signaling pathway,M100,1,0
0,0,1,0,0,-2.7,R-HSA-210990,PECAM1 interactions,M001,1,0
1,0,0,-2.4,0,0,GO:0014904,myotube cell development,M100,1,0
1,0,0,-2.9,0,0,GO:0043087,regulation of GTPase activity,M100,1,0
0,1,0,0,-2.2,0,GO:0045652,regulation of megakaryocyte differentiation,M010,1,0
0,0,1,0,0,-5.5,WP5198,Inflammatory bowel disease signaling,M001,1,0
0,1,0,0,-2,0,GO:0050729,positive regulation of inflammatory response,M010,1,0
0,0,1,0,0,-3,GO:0002712,regulation of B cell mediated immunity,M001,1,0
1,0,0,-2.9,0,0,hsa00510,N-Glycan biosynthesis,M100,1,0
0,1,0,0,-3.1,0,GO:0043249,erythrocyte maturation,M010,1,0
0,0,1,0,0,-2,WP167,Eicosanoid synthesis,M001,1,0
1,0,0,-2.6,0,0,M65,PID FRA PATHWAY,M100,1,0
1,0,0,-2,0,0,GO:0019082,viral protein processing,M100,1,0
0,0,1,0,0,-2.4,GO:0060143,positive regulation of syncytium formation by plasma membrane fusion,M001,1,0
0,0,1,0,0,-3.1,R-HSA-8951430,RUNX3 regulates WNT signaling,M001,1,0
0,0,1,0,0,-2.4,WP4300,Extracellular vesicles in the crosstalk of cardiac cells,M001,1,0
0,0,1,0,0,-2.7,GO:0002861,regulation of inflammatory response to antigenic stimulus,M001,1,0
0,0,1,0,0,-2.1,GO:0048596,embryonic camera-type eye morphogenesis,M001,1,0
0,1,0,0,-2.5,0,GO:0045747,positive regulation of Notch signaling pathway,M010,1,0
1,0,0,-2.7,0,0,GO:1904892,regulation of receptor signaling pathway via STAT,M100,1,0
0,1,0,0,-3,0,GO:0021510,spinal cord development,M010,1,0
1,0,0,-3.5,0,0,GO:0030183,B cell differentiation,M100,1,0
0,1,0,0,-2.4,0,R-HSA-9006925,Intracellular signaling by second messengers,M010,1,0
0,0,1,0,0,-3.6,GO:0060438,trachea development,M001,1,0
0,1,0,0,-3.1,0,GO:0061760,antifungal innate immune response,M010,1,0
1,0,0,-2.2,0,0,GO:0097720,calcineurin-mediated signaling,M100,1,0
0,0,1,0,0,-3,GO:0010632,regulation of epithelial cell migration,M001,1,0
0,0,1,0,0,-2.5,GO:1904018,positive regulation of vasculature development,M001,1,0
1,0,0,-2.7,0,0,GO:0033003,regulation of mast cell activation,M100,1,0
0,0,1,0,0,-2.3,GO:0002820,negative regulation of adaptive immune response,M001,1,0
1,0,0,-2.4,0,0,GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,M100,1,0
0,0,1,0,0,-2.2,GO:0046640,regulation of alpha-beta T cell proliferation,M001,1,0
0,1,0,0,-2.3,0,GO:0045687,positive regulation of glial cell differentiation,M010,1,0
0,0,1,0,0,-2.3,GO:0051145,smooth muscle cell differentiation,M001,1,0
0,1,0,0,-2,0,GO:0060576,intestinal epithelial cell development,M010,1,0
0,0,1,0,0,-2.9,GO:0045579,positive regulation of B cell differentiation,M001,1,0
0,1,0,0,-2.7,0,GO:0043068,positive regulation of programmed cell death,M010,1,0
1,0,0,-2.2,0,0,GO:0010821,regulation of mitochondrion organization,M100,1,0
1,0,0,-2.2,0,0,GO:0048715,negative regulation of oligodendrocyte differentiation,M100,1,0
0,0,1,0,0,-2.2,GO:0043306,positive regulation of mast cell degranulation,M001,1,0
0,1,0,0,-3.8,0,R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",M010,1,0
0,0,1,0,0,-2.2,GO:2000738,positive regulation of stem cell differentiation,M001,1,0
0,1,0,0,-2.3,0,GO:0090288,negative regulation of cellular response to growth factor stimulus,M010,1,0
0,1,0,0,-2.4,0,GO:0048565,digestive tract development,M010,1,0
0,0,1,0,0,-3.7,GO:0002828,regulation of type 2 immune response,M001,1,0
0,0,1,0,0,-2.6,GO:0042100,B cell proliferation,M001,1,0
0,0,1,0,0,-2.7,GO:0045581,negative regulation of T cell differentiation,M001,1,0
0,1,0,0,-2.1,0,GO:0040011,locomotion,M010,1,0
0,1,0,0,-2.4,0,hsa04062,Chemokine signaling pathway,M010,1,0
0,0,1,0,0,-2.1,GO:0006636,unsaturated fatty acid biosynthetic process,M001,1,0
0,0,1,0,0,-2.7,R-HSA-975577,N-Glycan antennae elongation,M001,1,0
1,0,0,-2.2,0,0,GO:0019722,calcium-mediated signaling,M100,1,0
0,0,1,0,0,-3.2,GO:0001525,angiogenesis,M001,1,0
0,0,1,0,0,-2.7,GO:0072011,glomerular endothelium development,M001,1,0
0,0,1,0,0,-2.3,GO:2000179,positive regulation of neural precursor cell proliferation,M001,1,0
0,0,1,0,0,-2.9,GO:0045765,regulation of angiogenesis,M001,1,0
0,0,1,0,0,-2.4,GO:0045063,T-helper 1 cell differentiation,M001,1,0
0,0,1,0,0,-2.7,GO:0045060,negative thymic T cell selection,M001,1,0
0,1,0,0,-2.4,0,GO:0021861,forebrain radial glial cell differentiation,M010,1,0
0,0,1,0,0,-3.7,GO:1901741,positive regulation of myoblast fusion,M001,1,0
0,1,0,0,-2.4,0,GO:0060216,definitive hemopoiesis,M010,1,0
0,0,1,0,0,-2.1,WP2876,Pregnane X receptor pathway,M001,1,0
0,1,0,0,-2.5,0,GO:0035051,cardiocyte differentiation,M010,1,0
0,0,1,0,0,-2.1,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,M001,1,0
0,0,1,0,0,-2,GO:0002829,negative regulation of type 2 immune response,M001,1,0
0,0,1,0,0,-2.7,GO:1905563,negative regulation of vascular endothelial cell proliferation,M001,1,0
0,0,1,0,0,-2.1,WP4808,Endochondral ossification with skeletal dysplasias,M001,1,0
1,0,0,-2.7,0,0,GO:0051129,negative regulation of cellular component organization,M100,1,0
0,0,1,0,0,-2.9,GO:2000147,positive regulation of cell motility,M001,1,0
0,0,1,0,0,-3.7,GO:0032946,positive regulation of mononuclear cell proliferation,M001,1,0
0,0,1,0,0,-2.6,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,M001,1,0
