_MEMBER_SCZ_imp_1 - 94.0-96.0,_MEMBER_SCZ_imp_1 - 96.0-98.0,_MEMBER_SCZ_imp_1 - 98.0-100.0,_LogP_SCZ_imp_1 - 94.0-96.0,_LogP_SCZ_imp_1 - 96.0-98.0,_LogP_SCZ_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,0,0,-3.9,hsa05417,Lipid and atherosclerosis,M001,1,0
0,0,1,0,0,-2.2,GO:0098868,bone growth,M001,1,0
1,0,0,-2,0,0,R-HSA-194138,Signaling by VEGF,M100,1,0
0,1,0,0,-2.5,0,hsa04658,Th1 and Th2 cell differentiation,M010,1,0
1,0,0,-2.5,0,0,GO:0002244,hematopoietic progenitor cell differentiation,M100,1,0
1,0,0,-3.2,0,0,hsa04630,JAK-STAT signaling pathway,M100,1,0
0,0,1,0,0,-3.3,hsa04022,cGMP-PKG signaling pathway,M001,1,0
0,1,0,0,-2.4,0,GO:0032835,glomerulus development,M010,1,0
0,1,0,0,-2,0,M11,PID PRL SIGNALING EVENTS PATHWAY,M010,1,0
1,0,0,-2.4,0,0,hsa04934,Cushing syndrome,M100,1,0
1,0,0,-7.1,0,0,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,M100,1,0
0,0,1,0,0,-2.1,GO:0019058,viral life cycle,M001,1,0
0,0,1,0,0,-2.6,M65,PID FRA PATHWAY,M001,1,0
0,0,1,0,0,-2.4,GO:0035418,protein localization to synapse,M001,1,0
0,1,0,0,-3.4,0,R-HSA-9703465,Signaling by FLT3 fusion proteins,M010,1,0
1,0,0,-2.6,0,0,hsa04910,Insulin signaling pathway,M100,1,0
1,0,0,-2,0,0,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,M100,1,0
0,0,1,0,0,-2.7,GO:0031345,negative regulation of cell projection organization,M001,1,0
0,1,0,0,-2.4,0,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,M010,1,0
0,0,1,0,0,-2,WP167,Eicosanoid synthesis,M001,1,0
1,0,0,-2.9,0,0,hsa04218,Cellular senescence,M100,1,0
0,1,0,0,-2,0,R-HSA-1980145,Signaling by NOTCH2,M010,1,0
0,1,0,0,-2.3,0,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,M010,1,0
0,0,1,0,0,-2.2,GO:0010469,regulation of signaling receptor activity,M001,1,0
0,0,1,0,0,-2.2,GO:0031076,embryonic camera-type eye development,M001,1,0
0,0,1,0,0,-2.7,WP5130,Th17 cell differentiation pathway,M001,1,0
0,0,1,0,0,-2.7,R-HSA-400253,Circadian Clock,M001,1,0
0,0,1,0,0,-2,GO:0019082,viral protein processing,M001,1,0
0,0,1,0,0,-2.2,GO:0021780,glial cell fate specification,M001,1,0
0,1,0,0,-2.7,0,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,M010,1,0
1,0,0,-3.8,0,0,WP3958,GPR40 pathway,M100,1,0
0,1,0,0,-2.2,0,R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,M010,1,0
0,0,1,0,0,-2.2,GO:0035107,appendage morphogenesis,M001,1,0
1,0,0,-3.2,0,0,GO:0030811,regulation of nucleotide catabolic process,M100,1,0
1,0,0,-2.1,0,0,hsa05225,Hepatocellular carcinoma,M100,1,0
0,0,1,0,0,-2.9,GO:0050792,regulation of viral process,M001,1,0
0,0,1,0,0,-2,WP2881,Estrogen receptor pathway,M001,1,0
0,1,0,0,-3.1,0,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M010,1,0
1,0,0,-2,0,0,R-HSA-9664433,Leishmania parasite growth and survival,M100,1,0
0,1,0,0,-2.4,0,R-HSA-975155,MyD88 dependent cascade initiated on endosome,M010,1,0
0,0,1,0,0,-2,GO:0150063,visual system development,M001,1,0
0,0,1,0,0,-2.1,GO:0060603,mammary gland duct morphogenesis,M001,1,0
1,0,0,-3.1,0,0,GO:0060562,epithelial tube morphogenesis,M100,1,0
1,0,0,-2,0,0,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,M100,1,0
0,1,0,0,-2,0,GO:0060396,growth hormone receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.6,WP4542,Leukocyte intrinsic Hippo pathway functions,M001,1,0
0,1,0,0,-2.1,0,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,M010,1,0
0,1,0,0,-2.7,0,GO:0003158,endothelium development,M010,1,0
0,0,1,0,0,-3.2,GO:2001222,regulation of neuron migration,M001,1,0
1,0,0,-2.4,0,0,M214,PID ERBB1 INTERNALIZATION PATHWAY,M100,1,0
0,0,1,0,0,-2.2,GO:0034101,erythrocyte homeostasis,M001,1,0
0,0,1,0,0,-3.8,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,M001,1,0
0,0,1,0,0,-2.8,GO:0140747,regulation of ncRNA transcription,M001,1,0
0,0,1,0,0,-3.7,WP3893,Development and heterogeneity of the ILC family,M001,1,0
0,0,1,0,0,-2.3,GO:0030225,macrophage differentiation,M001,1,0
0,1,0,0,-2.7,0,GO:0061154,endothelial tube morphogenesis,M010,1,0
0,0,1,0,0,-2,GO:0090208,positive regulation of triglyceride metabolic process,M001,1,0
0,1,0,0,-3,0,GO:0035050,embryonic heart tube development,M010,1,0
0,1,0,0,-2,0,WP4205,MET in type 1 papillary renal cell carcinoma,M010,1,0
0,0,1,0,0,-2.6,GO:0043200,response to amino acid,M001,1,0
0,1,0,0,-2.5,0,GO:0042551,neuron maturation,M010,1,0
0,0,1,0,0,-2.3,GO:0010977,negative regulation of neuron projection development,M001,1,0
0,0,1,0,0,-2.4,GO:0045646,regulation of erythrocyte differentiation,M001,1,0
0,0,1,0,0,-2.2,GO:1903901,negative regulation of viral life cycle,M001,1,0
0,0,1,0,0,-2.4,GO:0060021,roof of mouth development,M001,1,0
0,1,0,0,-3.1,0,GO:0030513,positive regulation of BMP signaling pathway,M010,1,0
0,0,1,0,0,-3.4,GO:0021543,pallium development,M001,1,0
0,1,0,0,-2,0,WP3877,MYD88 distinct input output pathway,M010,1,0
1,0,0,-2.1,0,0,GO:0035272,exocrine system development,M100,1,0
0,1,0,0,-4,0,GO:0021700,developmental maturation,M010,1,0
0,0,1,0,0,-3.3,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M001,1,0
1,0,0,-3.1,0,0,GO:0048015,phosphatidylinositol-mediated signaling,M100,1,0
0,0,1,0,0,-2.7,GO:0050770,regulation of axonogenesis,M001,1,0
0,1,0,0,-2.4,0,WP4871,Kisspeptin kisspeptin receptor system in the ovary,M010,1,0
0,0,1,0,0,-4.8,GO:0021537,telencephalon development,M001,1,0
1,0,0,-3,0,0,GO:0001819,positive regulation of cytokine production,M100,1,0
0,1,0,0,-2.3,0,GO:0009410,response to xenobiotic stimulus,M010,1,0
1,0,0,-3.7,0,0,GO:0099151,regulation of postsynaptic density assembly,M100,1,0
1,0,0,-2.7,0,0,GO:0046488,phosphatidylinositol metabolic process,M100,1,0
0,0,1,0,0,-2.6,GO:0021885,forebrain cell migration,M001,1,0
0,0,1,0,0,-2.3,R-HSA-418594,G alpha (i) signalling events,M001,1,0
0,1,0,0,-2.2,0,hsa05220,Chronic myeloid leukemia,M010,1,0
0,0,1,0,0,-2.2,WP5373,Osteoarthritic chondrocyte hypertrophy,M001,1,0
0,0,1,0,0,-2.2,GO:1901652,response to peptide,M001,1,0
0,0,1,0,0,-2,GO:0071361,cellular response to ethanol,M001,1,0
0,0,1,0,0,-2,GO:0007623,circadian rhythm,M001,1,0
1,0,0,-2.2,0,0,GO:0003264,regulation of cardioblast proliferation,M100,1,0
0,0,1,0,0,-5.4,GO:0000902,cell morphogenesis,M001,1,0
1,0,0,-5.5,0,0,R-HSA-1483249,Inositol phosphate metabolism,M100,1,0
0,0,1,0,0,-3.7,hsa05170,Human immunodeficiency virus 1 infection,M001,1,0
1,0,0,-2.6,0,0,GO:0001649,osteoblast differentiation,M100,1,0
1,0,0,-2.2,0,0,WP2848,Pluripotent stem cell differentiation pathway,M100,1,0
0,0,1,0,0,-3.1,GO:0097120,receptor localization to synapse,M001,1,0
0,0,1,0,0,-4.2,R-HSA-9675108,Nervous system development,M001,1,0
0,1,0,0,-2,0,GO:0086019,cell-cell signaling involved in cardiac conduction,M010,1,0
0,1,0,0,-2.4,0,GO:0097530,granulocyte migration,M010,1,0
1,0,0,-3.2,0,0,GO:0006110,regulation of glycolytic process,M100,1,0
0,0,1,0,0,-2,GO:0048512,circadian behavior,M001,1,0
0,0,1,0,0,-2.4,GO:0045669,positive regulation of osteoblast differentiation,M001,1,0
0,0,1,0,0,-3.4,GO:0031344,regulation of cell projection organization,M001,1,0
1,0,0,-2.7,0,0,GO:1905153,regulation of membrane invagination,M100,1,0
1,0,0,-2.4,0,0,GO:0045666,positive regulation of neuron differentiation,M100,1,0
0,0,1,0,0,-3.1,GO:0007163,establishment or maintenance of cell polarity,M001,1,0
0,1,0,0,-2.2,0,GO:0036296,response to increased oxygen levels,M010,1,0
0,1,0,0,-3.3,0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M010,1,0
1,0,0,-2.3,0,0,R-HSA-4420097,VEGFA-VEGFR2 Pathway,M100,1,0
1,0,0,-2.2,0,0,GO:0050852,T cell receptor signaling pathway,M100,1,0
0,0,1,0,0,-2.7,GO:0051414,response to cortisol,M001,1,0
0,0,1,0,0,-2.3,GO:0001101,response to acid chemical,M001,1,0
0,0,1,0,0,-2.5,WP2858,Ectoderm differentiation,M001,1,0
1,0,0,-2.3,0,0,R-HSA-9009391,Extra-nuclear estrogen signaling,M100,1,0
0,0,1,0,0,-3.7,R-HSA-376172,DSCAM interactions,M001,1,0
0,0,1,0,0,-2.2,GO:0060441,epithelial tube branching involved in lung morphogenesis,M001,1,0
0,0,1,0,0,-2.2,GO:0010812,negative regulation of cell-substrate adhesion,M001,1,0
0,1,0,0,-2.4,0,GO:0030595,leukocyte chemotaxis,M010,1,0
0,1,0,0,-2.4,0,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",M010,1,0
0,0,1,0,0,-2.5,GO:0051962,positive regulation of nervous system development,M001,1,0
0,1,0,0,-2.7,0,R-HSA-8934593,Regulation of RUNX1 Expression and Activity,M010,1,0
1,0,0,-2,0,0,GO:0043301,negative regulation of leukocyte degranulation,M100,1,0
0,0,1,0,0,-5.4,R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,M001,1,0
1,0,0,-3.9,0,0,GO:1901655,cellular response to ketone,M100,1,0
0,1,0,0,-2,0,GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",M010,1,0
0,0,1,0,0,-2,GO:0001516,prostaglandin biosynthetic process,M001,1,0
0,1,0,0,-2.7,0,GO:1903753,negative regulation of p38MAPK cascade,M010,1,0
1,0,0,-2.1,0,0,R-HSA-422356,Regulation of insulin secretion,M100,1,0
0,1,0,0,-2.2,0,GO:0055093,response to hyperoxia,M010,1,0
0,1,0,0,-2.6,0,WP34,Ovarian infertility,M010,1,0
1,0,0,-2.5,0,0,GO:0043062,extracellular structure organization,M100,1,0
1,0,0,-2,0,0,GO:0140718,facultative heterochromatin formation,M100,1,0
0,1,0,0,-2.7,0,hsa05224,Breast cancer,M010,1,0
0,1,0,0,-2.6,0,R-HSA-166166,MyD88-independent TLR4 cascade,M010,1,0
0,0,1,0,0,-2.4,GO:1905064,negative regulation of vascular associated smooth muscle cell differentiation,M001,1,0
0,0,1,0,0,-4.1,GO:0031175,neuron projection development,M001,1,0
0,0,1,0,0,-4.2,GO:0060322,head development,M001,1,0
0,0,1,0,0,-2.5,GO:0048872,homeostasis of number of cells,M001,1,0
0,1,0,0,-2,0,GO:0040008,regulation of growth,M010,1,0
1,0,0,-2.2,0,0,GO:1905606,regulation of presynapse assembly,M100,1,0
0,0,1,0,0,-3.5,R-HSA-373752,Netrin-1 signaling,M001,1,0
1,0,0,-2.9,0,0,WP4963,p53 transcriptional gene network,M100,1,0
0,1,0,0,-2.4,0,WP5202,Alstrom syndrome,M010,1,0
0,0,1,0,0,-2,GO:0030307,positive regulation of cell growth,M001,1,0
1,0,0,-2.4,0,0,hsa04350,TGF-beta signaling pathway,M100,1,0
1,0,0,-3.2,0,0,GO:0033121,regulation of purine nucleotide catabolic process,M100,1,0
1,0,0,-2.2,0,0,GO:0048754,branching morphogenesis of an epithelial tube,M100,1,0
1,0,0,-2.5,0,0,R-HSA-451326,Activation of kainate receptors upon glutamate binding,M100,1,0
1,0,0,-4.4,0,0,WP2355,Corticotropin releasing hormone signaling pathway,M100,1,0
1,0,0,-2.4,0,0,R-HSA-912526,Interleukin receptor SHC signaling,M100,1,0
0,1,0,0,-2,0,GO:0071378,cellular response to growth hormone stimulus,M010,1,0
0,1,0,0,-2.1,0,GO:0043303,mast cell degranulation,M010,1,0
0,0,1,0,0,-2.1,R-HSA-5607764,CLEC7A (Dectin-1) signaling,M001,1,0
0,1,0,0,-2.6,0,GO:0060419,heart growth,M010,1,0
0,1,0,0,-2.3,0,hsa04330,Notch signaling pathway,M010,1,0
0,0,1,0,0,-2.4,GO:0051148,negative regulation of muscle cell differentiation,M001,1,0
0,1,0,0,-2.1,0,R-HSA-8941326,RUNX2 regulates bone development,M010,1,0
0,0,1,0,0,-4.7,GO:0030900,forebrain development,M001,1,0
1,0,0,-2.8,0,0,WP5353,Macrophage stimulating protein MSP signaling network map,M100,1,0
0,0,1,0,0,-2.6,GO:0007162,negative regulation of cell adhesion,M001,1,0
0,0,1,0,0,-4.9,GO:0042110,T cell activation,M001,1,0
0,1,0,0,-2.7,0,GO:0006953,acute-phase response,M010,1,0
1,0,0,-2.1,0,0,WP5236,Markers of kidney cell lineage,M100,1,0
0,1,0,0,-3.1,0,GO:0048469,cell maturation,M010,1,0
0,1,0,0,-2.8,0,hsa04066,HIF-1 signaling pathway,M010,1,0
0,0,1,0,0,-4.9,GO:0071396,cellular response to lipid,M001,1,0
0,1,0,0,-2.3,0,GO:0035904,aorta development,M010,1,0
1,0,0,-2,0,0,GO:0009611,response to wounding,M100,1,0
0,1,0,0,-2.5,0,GO:0007219,Notch signaling pathway,M010,1,0
0,0,1,0,0,-2.2,GO:0008283,cell population proliferation,M001,1,0
1,0,0,-2,0,0,WP4018,Clear cell renal cell carcinoma pathways,M100,1,0
0,0,1,0,0,-2.5,hsa05135,Yersinia infection,M001,1,0
1,0,0,-2.6,0,0,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,M100,1,0
0,0,1,0,0,-3.4,GO:2001224,positive regulation of neuron migration,M001,1,0
0,0,1,0,0,-2.7,GO:0033173,calcineurin-NFAT signaling cascade,M001,1,0
1,0,0,-2.1,0,0,GO:0009152,purine ribonucleotide biosynthetic process,M100,1,0
0,1,0,0,-2.7,0,GO:0060761,negative regulation of response to cytokine stimulus,M010,1,0
0,0,1,0,0,-2.7,WP5422,IL 19 signaling pathway,M001,1,0
0,0,1,0,0,-2.5,GO:0002696,positive regulation of leukocyte activation,M001,1,0
0,0,1,0,0,-2.2,GO:2000310,regulation of NMDA receptor activity,M001,1,0
1,0,0,-2.9,0,0,GO:0043470,regulation of carbohydrate catabolic process,M100,1,0
0,1,0,0,-2,0,WP3845,Canonical and non canonical Notch signaling,M010,1,0
0,1,0,0,-2,0,WP4148,Splicing factor NOVA regulated synaptic proteins,M010,1,0
1,0,0,-2.1,0,0,GO:0007218,neuropeptide signaling pathway,M100,1,0
0,0,1,0,0,-3.8,GO:0030031,cell projection assembly,M001,1,0
0,0,1,0,0,-2.2,M279,PID RB 1PATHWAY,M001,1,0
1,0,0,-3.7,0,0,M105,PID TELOMERASE PATHWAY,M100,1,0
0,0,1,0,0,-2,GO:0036037,"CD8-positive, alpha-beta T cell activation",M001,1,0
0,0,1,0,0,-3.7,R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,M001,1,0
0,0,1,0,0,-2.6,GO:0050769,positive regulation of neurogenesis,M001,1,0
0,1,0,0,-2,0,WP4337,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,M010,1,0
1,0,0,-2.6,0,0,GO:0003013,circulatory system process,M100,1,0
0,0,1,0,0,-3.6,WP3892,Development of pulmonary dendritic cells and macrophage subsets,M001,1,0
0,0,1,0,0,-3.1,GO:0007409,axonogenesis,M001,1,0
1,0,0,-2.1,0,0,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,M100,1,0
0,0,1,0,0,-2.3,hsa04540,Gap junction,M001,1,0
1,0,0,-3.6,0,0,WP4971,Phosphoinositides metabolism,M100,1,0
1,0,0,-2.3,0,0,GO:0001656,metanephros development,M100,1,0
0,1,0,0,-2.4,0,GO:0034135,regulation of toll-like receptor 2 signaling pathway,M010,1,0
0,1,0,0,-2.4,0,R-HSA-912631,Regulation of signaling by CBL,M010,1,0
0,1,0,0,-2.5,0,WP395,IL 4 signaling pathway,M010,1,0
0,1,0,0,-2,0,GO:0070741,response to interleukin-6,M010,1,0
1,0,0,-2.5,0,0,GO:0031331,positive regulation of cellular catabolic process,M100,1,0
1,0,0,-2.1,0,0,GO:0009260,ribonucleotide biosynthetic process,M100,1,0
0,0,1,0,0,-2.8,GO:0031214,biomineral tissue development,M001,1,0
0,0,1,0,0,-2.7,GO:0007610,behavior,M001,1,0
0,1,0,0,-2.3,0,GO:0061440,kidney vasculature development,M010,1,0
0,0,1,0,0,-2.3,GO:1904036,negative regulation of epithelial cell apoptotic process,M001,1,0
0,0,1,0,0,-2.2,GO:0045773,positive regulation of axon extension,M001,1,0
1,0,0,-2,0,0,GO:0007406,negative regulation of neuroblast proliferation,M100,1,0
1,0,0,-2.2,0,0,GO:0030198,extracellular matrix organization,M100,1,0
0,1,0,0,-2.1,0,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,M010,1,0
0,0,1,0,0,-2.4,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,M001,1,0
0,1,0,0,-2,0,R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,M010,1,0
1,0,0,-3,0,0,hsa04915,Estrogen signaling pathway,M100,1,0
0,0,1,0,0,-2.3,WP4823,Genes controlling nephrogenesis,M001,1,0
0,1,0,0,-2.4,0,WP707,DNA damage response,M010,1,0
0,1,0,0,-2.1,0,GO:2000736,regulation of stem cell differentiation,M010,1,0
0,0,1,0,0,-2.4,GO:0071384,cellular response to corticosteroid stimulus,M001,1,0
0,0,1,0,0,-2.2,GO:0030032,lamellipodium assembly,M001,1,0
0,1,0,0,-2.4,0,GO:0048339,paraxial mesoderm development,M010,1,0
0,1,0,0,-2.4,0,WP5368,Sulfatase and aromatase pathway,M010,1,0
0,0,1,0,0,-4.1,WP2112,IL 17 signaling pathway,M001,1,0
0,1,0,0,-2.9,0,GO:0070099,regulation of chemokine-mediated signaling pathway,M010,1,0
0,0,1,0,0,-2.3,WP4747,Netrin UNC5B signaling pathway,M001,1,0
0,0,1,0,0,-4.8,hsa04660,T cell receptor signaling pathway,M001,1,0
0,0,1,0,0,-2.4,GO:0046597,negative regulation of viral entry into host cell,M001,1,0
0,1,0,0,-2.6,0,WP4262,Breast cancer pathway,M010,1,0
1,0,0,-2,0,0,hsa04918,Thyroid hormone synthesis,M100,1,0
0,1,0,0,-2.2,0,R-HSA-2559583,Cellular Senescence,M010,1,0
0,0,1,0,0,-2.2,GO:0051251,positive regulation of lymphocyte activation,M001,1,0
0,1,0,0,-2.7,0,GO:0097529,myeloid leukocyte migration,M010,1,0
0,1,0,0,-2.6,0,GO:0034764,positive regulation of transmembrane transport,M010,1,0
0,0,1,0,0,-2.5,WP3863,T cell antigen receptor TCR pathway during Staphylococcus aureus infection,M001,1,0
0,1,0,0,-3.4,0,hsa05161,Hepatitis B,M010,1,0
1,0,0,-2.4,0,0,GO:0048706,embryonic skeletal system development,M100,1,0
1,0,0,-3.8,0,0,GO:1901654,response to ketone,M100,1,0
0,1,0,0,-2.2,0,GO:0060840,artery development,M010,1,0
1,0,0,-2.6,0,0,GO:0032869,cellular response to insulin stimulus,M100,1,0
0,0,1,0,0,-2.2,R-HSA-4090294,SUMOylation of intracellular receptors,M001,1,0
1,0,0,-2.6,0,0,GO:0035249,"synaptic transmission, glutamatergic",M100,1,0
0,0,1,0,0,-2.5,WP2011,SREBF and miR33 in cholesterol and lipid homeostasis,M001,1,0
1,0,0,-3.2,0,0,GO:0045124,regulation of bone resorption,M100,1,0
0,0,1,0,0,-3,GO:0120039,plasma membrane bounded cell projection morphogenesis,M001,1,0
0,0,1,0,0,-2.4,GO:0050890,cognition,M001,1,0
1,0,0,-4.1,0,0,GO:0006109,regulation of carbohydrate metabolic process,M100,1,0
0,0,1,0,0,-3.5,GO:0048667,cell morphogenesis involved in neuron differentiation,M001,1,0
0,1,0,0,-2.4,0,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,M010,1,0
0,1,0,0,-2.3,0,WP2880,Glucocorticoid receptor pathway,M010,1,0
1,0,0,-2.4,0,0,M213,PID AR NONGENOMIC PATHWAY,M100,1,0
1,0,0,-3.1,0,0,hsa04935,"Growth hormone synthesis, secretion and action",M100,1,0
0,0,1,0,0,-2.6,GO:0002694,regulation of leukocyte activation,M001,1,0
0,1,0,0,-2.2,0,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,M010,1,0
0,1,0,0,-2.4,0,GO:0070100,negative regulation of chemokine-mediated signaling pathway,M010,1,0
1,0,0,-2.2,0,0,hsa04020,Calcium signaling pathway,M100,1,0
1,0,0,-2.1,0,0,GO:0090407,organophosphate biosynthetic process,M100,1,0
0,0,1,0,0,-3.1,R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,M001,1,0
0,0,1,0,0,-3.4,GO:0035329,hippo signaling,M001,1,0
1,0,0,-2.7,0,0,R-HSA-9012999,RHO GTPase cycle,M100,1,0
0,0,1,0,0,-2.5,WP2849,Hematopoietic stem cell differentiation,M001,1,0
0,1,0,0,-2.2,0,GO:0016486,peptide hormone processing,M010,1,0
0,0,1,0,0,-2.4,GO:0003416,endochondral bone growth,M001,1,0
0,1,0,0,-2.3,0,WP4659,Gastrin signaling pathway,M010,1,0
1,0,0,-2.7,0,0,GO:0038083,peptidyl-tyrosine autophosphorylation,M100,1,0
1,0,0,-2.2,0,0,GO:0045229,external encapsulating structure organization,M100,1,0
1,0,0,-3.4,0,0,WP4539,Synaptic signaling pathways associated with autism spectrum disorder,M100,1,0
0,0,1,0,0,-2,GO:1901142,insulin metabolic process,M001,1,0
1,0,0,-3.1,0,0,GO:0003229,ventricular cardiac muscle tissue development,M100,1,0
1,0,0,-3.1,0,0,GO:0030316,osteoclast differentiation,M100,1,0
0,0,1,0,0,-3.1,GO:0001829,trophectodermal cell differentiation,M001,1,0
0,0,1,0,0,-2.3,GO:0035113,embryonic appendage morphogenesis,M001,1,0
0,0,1,0,0,-4.8,GO:1901699,cellular response to nitrogen compound,M001,1,0
1,0,0,-2.9,0,0,hsa05205,Proteoglycans in cancer,M100,1,0
1,0,0,-2.2,0,0,GO:0030202,heparin metabolic process,M100,1,0
0,1,0,0,-2.1,0,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,M010,1,0
0,0,1,0,0,-3.6,WP2023,Cell differentiation expanded index,M001,1,0
0,1,0,0,-3.4,0,GO:0035912,dorsal aorta morphogenesis,M010,1,0
0,1,0,0,-2.6,0,GO:0007389,pattern specification process,M010,1,0
0,1,0,0,-2.4,0,GO:0035924,cellular response to vascular endothelial growth factor stimulus,M010,1,0
0,0,1,0,0,-2.3,GO:0006351,DNA-templated transcription,M001,1,0
0,0,1,0,0,-3.7,R-HSA-418885,DCC mediated attractive signaling,M001,1,0
0,0,1,0,0,-2.1,GO:0051249,regulation of lymphocyte activation,M001,1,0
1,0,0,-4.2,0,0,WP4928,MAPK pathway in congenital thyroid cancer,M100,1,0
0,0,1,0,0,-2.7,M229,PID P38 ALPHA BETA DOWNSTREAM PATHWAY,M001,1,0
1,0,0,-2.5,0,0,GO:2000136,regulation of cell proliferation involved in heart morphogenesis,M100,1,0
0,0,1,0,0,-2.1,M30,PID HDAC CLASSII PATHWAY,M001,1,0
1,0,0,-2.8,0,0,GO:0032868,response to insulin,M100,1,0
0,1,0,0,-2.1,0,GO:0008285,negative regulation of cell population proliferation,M010,1,0
0,0,1,0,0,-2.1,WP3967,miR 509 3p alteration of YAP1 ECM axis,M001,1,0
0,1,0,0,-3.2,0,hsa05203,Viral carcinogenesis,M010,1,0
1,0,0,-2.9,0,0,hsa04919,Thyroid hormone signaling pathway,M100,1,0
0,0,1,0,0,-2.1,GO:0006366,transcription by RNA polymerase II,M001,1,0
0,0,1,0,0,-3.1,GO:0035470,positive regulation of vascular wound healing,M001,1,0
0,0,1,0,0,-2.2,GO:0040013,negative regulation of locomotion,M001,1,0
0,0,1,0,0,-3.2,GO:0046596,regulation of viral entry into host cell,M001,1,0
0,1,0,0,-2.6,0,WP5293,Acute myeloid leukemia,M010,1,0
0,1,0,0,-2.1,0,R-HSA-69236,G1 Phase,M010,1,0
0,0,1,0,0,-2.1,GO:0021871,forebrain regionalization,M001,1,0
0,1,0,0,-2.4,0,GO:0051775,response to redox state,M010,1,0
0,1,0,0,-2.2,0,GO:0060674,placenta blood vessel development,M010,1,0
0,1,0,0,-3.9,0,hsa05169,Epstein-Barr virus infection,M010,1,0
0,1,0,0,-2,0,GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",M010,1,0
1,0,0,-3.7,0,0,GO:1905874,regulation of postsynaptic density organization,M100,1,0
1,0,0,-2.5,0,0,WP4806,EGFR tyrosine kinase inhibitor resistance,M100,1,0
0,1,0,0,-2.4,0,M186,PID PDGFRB PATHWAY,M010,1,0
0,1,0,0,-2.6,0,hsa05215,Prostate cancer,M010,1,0
0,1,0,0,-2,0,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M010,1,0
0,0,1,0,0,-2.2,GO:0010867,positive regulation of triglyceride biosynthetic process,M001,1,0
0,0,1,0,0,-2.1,M231,PID KIT PATHWAY,M001,1,0
0,1,0,0,-2.5,0,R-HSA-9006335,Signaling by Erythropoietin,M010,1,0
0,0,1,0,0,-2.4,GO:0042149,cellular response to glucose starvation,M001,1,0
0,0,1,0,0,-3.6,GO:0043903,regulation of biological process involved in symbiotic interaction,M001,1,0
1,0,0,-2.2,0,0,GO:0099174,regulation of presynapse organization,M100,1,0
0,0,1,0,0,-2.5,R-HSA-1280218,Adaptive Immune System,M001,1,0
0,0,1,0,0,-2.8,GO:0031346,positive regulation of cell projection organization,M001,1,0
0,1,0,0,-2.5,0,R-HSA-975871,MyD88 cascade initiated on plasma membrane,M010,1,0
0,0,1,0,0,-4.7,GO:0001764,neuron migration,M001,1,0
0,0,1,0,0,-2.5,GO:0046631,alpha-beta T cell activation,M001,1,0
0,1,0,0,-2.3,0,GO:0060412,ventricular septum morphogenesis,M010,1,0
0,1,0,0,-2.2,0,R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,M010,1,0
0,0,1,0,0,-2.1,WP5102,Familial partial lipodystrophy,M001,1,0
0,1,0,0,-3.8,0,M135,PID IL5 PATHWAY,M010,1,0
0,0,1,0,0,-4.6,GO:0021987,cerebral cortex development,M001,1,0
1,0,0,-2.2,0,0,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,M100,1,0
0,1,0,0,-2.1,0,hsa05130,Pathogenic Escherichia coli infection,M010,1,0
1,0,0,-2.3,0,0,hsa05140,Leishmaniasis,M100,1,0
0,1,0,0,-2.7,0,M164,PID ERBB1 DOWNSTREAM PATHWAY,M010,1,0
