_MEMBER_data_imp_1 - 94.0-96.0,_MEMBER_data_imp_1 - 96.0-98.0,_MEMBER_data_imp_1 - 98.0-100.0,_LogP_data_imp_1 - 94.0-96.0,_LogP_data_imp_1 - 96.0-98.0,_LogP_data_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,1,-0.66,0,-1.1,GO:0032330,regulation of chondrocyte differentiation,M101,2,0
1,0,1,-2.9,0,-0.82,GO:0070665,positive regulation of leukocyte proliferation,M101,2,0
1,1,0,-0.86,-2.9,0,WP481,Insulin signaling,M110,2,0
1,0,1,-0.89,0,-0.9,GO:0051588,regulation of neurotransmitter transport,M101,2,0
0,1,1,0,-0.77,-3,GO:1901890,positive regulation of cell junction assembly,M011,2,0
1,0,1,-0.86,0,-0.86,GO:0060993,kidney morphogenesis,M101,2,0
0,1,1,0,-2.5,-0.5,GO:0009165,nucleotide biosynthetic process,M011,2,0
0,1,1,0,-0.99,-1.5,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,M011,2,0
0,1,1,0,-0.5,-0.5,R-HSA-9614085,FOXO-mediated transcription,M011,2,0
0,1,1,0,-2.2,-1.8,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,M011,2,0
1,0,1,-0.63,0,-0.64,R-HSA-9709957,Sensory Perception,M101,2,0
1,0,1,-1.1,0,-1.1,hsa05165,Human papillomavirus infection,M101,2,0
0,1,1,0,-1.8,-1.2,GO:0090287,regulation of cellular response to growth factor stimulus,M011,2,0
1,1,0,-0.89,-0.89,0,GO:0006023,aminoglycan biosynthetic process,M110,2,0
1,1,0,-0.63,-0.96,0,GO:0051592,response to calcium ion,M110,2,0
0,1,1,0,-0.96,-0.98,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M011,2,0
1,1,0,-0.94,-0.94,0,GO:0099173,postsynapse organization,M110,2,0
1,0,1,-0.73,0,-0.73,GO:0060135,maternal process involved in female pregnancy,M101,2,0
1,1,0,-0.69,-0.69,0,GO:0043627,response to estrogen,M110,2,0
1,1,0,-1,-2.5,0,GO:0014896,muscle hypertrophy,M110,2,0
0,1,1,0,-0.87,-0.5,GO:0030901,midbrain development,M011,2,0
1,1,0,-0.9,-1.5,0,GO:0051047,positive regulation of secretion,M110,2,0
0,1,1,0,-3.4,-1.4,GO:0030900,forebrain development,M011,2,0
1,1,0,-2.1,-1.5,0,GO:0055006,cardiac cell development,M110,2,0
1,1,0,-2,-2.7,0,hsa05231,Choline metabolism in cancer,M110,2,0
1,0,1,-1.1,0,-1.4,GO:0034329,cell junction assembly,M101,2,0
1,1,0,-0.75,-1.7,0,GO:0060070,canonical Wnt signaling pathway,M110,2,0
0,1,1,0,-2.1,-5.2,WP2064,Neural crest differentiation,M011,2,0
1,0,1,-1,0,-1,GO:0010639,negative regulation of organelle organization,M101,2,0
1,0,1,-0.84,0,-0.85,GO:0015748,organophosphate ester transport,M101,2,0
1,1,0,-1.2,-0.69,0,GO:0048546,digestive tract morphogenesis,M110,2,0
1,0,1,-1.4,0,-1.8,GO:0010638,positive regulation of organelle organization,M101,2,0
1,0,1,-0.92,0,-1.2,WP5420,ADHD and autism ASD linked metabolic pathways and SNP,M101,2,0
1,1,0,-0.55,-0.54,0,WP2572,Primary focal segmental glomerulosclerosis FSGS,M110,2,0
0,1,1,0,-0.84,-0.85,GO:0035272,exocrine system development,M011,2,0
1,1,0,-1.3,-0.76,0,GO:0050850,positive regulation of calcium-mediated signaling,M110,2,0
0,1,1,0,-0.95,-0.55,R-HSA-9664433,Leishmania parasite growth and survival,M011,2,0
1,1,0,-0.99,-0.99,0,WP3614,Photodynamic therapy induced HIF 1 survival signaling,M110,2,0
1,0,1,-0.71,0,-1,GO:0001704,formation of primary germ layer,M101,2,0
1,1,0,-2.7,-1.4,0,GO:2000379,positive regulation of reactive oxygen species metabolic process,M110,2,0
1,1,0,-1.2,-1.5,0,GO:0198738,cell-cell signaling by wnt,M110,2,0
1,1,0,-0.81,-1.8,0,GO:0048592,eye morphogenesis,M110,2,0
1,1,0,-0.98,-2.6,0,WP706,Sudden infant death syndrome SIDS susceptibility pathways,M110,2,0
1,0,1,-2.2,0,-0.75,GO:0002709,regulation of T cell mediated immunity,M101,2,0
0,1,1,0,-0.73,-1.4,R-HSA-9758941,Gastrulation,M011,2,0
1,1,0,-0.64,-2.6,0,GO:0048588,developmental cell growth,M110,2,0
1,1,0,-0.77,-1.6,0,GO:0001938,positive regulation of endothelial cell proliferation,M110,2,0
1,1,0,-1.7,-0.82,0,hsa05418,Fluid shear stress and atherosclerosis,M110,2,0
1,0,1,-1.3,0,-1.3,GO:0002710,negative regulation of T cell mediated immunity,M101,2,0
1,0,1,-0.91,0,-0.92,GO:0043200,response to amino acid,M101,2,0
0,1,1,0,-1.2,-1.3,GO:0003205,cardiac chamber development,M011,2,0
1,1,0,-1.5,-0.57,0,GO:0035914,skeletal muscle cell differentiation,M110,2,0
1,0,1,-1.5,0,-1.5,WP4539,Synaptic signaling pathways associated with autism spectrum disorder,M101,2,0
1,1,0,-1.3,-0.76,0,WP2037,Prolactin signaling pathway,M110,2,0
1,0,1,-0.69,0,-0.7,GO:2001236,regulation of extrinsic apoptotic signaling pathway,M101,2,0
1,1,0,-1.6,-1.3,0,GO:0048732,gland development,M110,2,0
1,0,1,-0.98,0,-1.3,GO:0001890,placenta development,M101,2,0
1,0,1,-1.6,0,-0.69,GO:0048534,hematopoietic or lymphoid organ development,M101,2,0
1,1,0,-0.73,-0.73,0,R-HSA-9824439,Bacterial Infection Pathways,M110,2,0
0,1,1,0,-1.2,-3.3,GO:0044089,positive regulation of cellular component biogenesis,M011,2,0
1,1,0,-2.8,-0.84,0,M162,PID RXR VDR PATHWAY,M110,2,0
1,1,0,-0.91,-0.52,0,GO:0072171,mesonephric tubule morphogenesis,M110,2,0
0,1,1,0,-1.2,-0.78,GO:0043413,macromolecule glycosylation,M011,2,0
1,1,0,-1.2,-1.6,0,GO:0034764,positive regulation of transmembrane transport,M110,2,0
1,0,1,-3,0,-3,GO:0050867,positive regulation of cell activation,M101,2,0
0,1,1,0,-0.52,-0.92,GO:0051101,regulation of DNA binding,M011,2,0
1,0,1,-2.4,0,-0.74,GO:0002706,regulation of lymphocyte mediated immunity,M101,2,0
1,0,1,-1.7,0,-1.2,WP4630,Measles virus infection,M101,2,0
1,0,1,-2.9,0,-2.2,GO:0002696,positive regulation of leukocyte activation,M101,2,0
1,1,0,-0.95,-0.95,0,WP4018,Clear cell renal cell carcinoma pathways,M110,2,0
1,1,0,-1.5,-0.72,0,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,M110,2,0
1,1,0,-1.5,-0.89,0,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M110,2,0
1,0,1,-0.98,0,-1.7,GO:0030217,T cell differentiation,M101,2,0
0,1,1,0,-1.3,-1.7,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M011,2,0
1,1,0,-0.6,-1,0,GO:0007589,body fluid secretion,M110,2,0
1,1,0,-3,-0.89,0,GO:0070527,platelet aggregation,M110,2,0
1,1,0,-0.52,-0.91,0,GO:0030203,glycosaminoglycan metabolic process,M110,2,0
1,1,0,-2.4,-1.8,0,hsa04921,Oxytocin signaling pathway,M110,2,0
1,0,1,-0.63,0,-0.63,GO:1900024,regulation of substrate adhesion-dependent cell spreading,M101,2,0
1,1,0,-3.1,-1.2,0,GO:0055001,muscle cell development,M110,2,0
1,1,0,-1.5,-1.5,0,M7955,SIG INSULIN RECEPTOR PATHWAY IN CARDIAC MYOCYTES,M110,2,0
0,1,1,0,-1.6,-4.5,WP5417,Cell lineage map for neuronal differentiation,M011,2,0
0,1,1,0,-1.5,-0.89,GO:0002366,leukocyte activation involved in immune response,M011,2,0
1,1,0,-1.8,-1.1,0,GO:0031669,cellular response to nutrient levels,M110,2,0
1,1,0,-0.72,-0.71,0,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M110,2,0
1,1,0,-2.3,-0.88,0,hsa04068,FoxO signaling pathway,M110,2,0
0,1,1,0,-2.6,-2,GO:0044092,negative regulation of molecular function,M011,2,0
1,1,0,-1.3,-2.3,0,hsa04919,Thyroid hormone signaling pathway,M110,2,0
0,1,1,0,-1.2,-0.78,hsa04725,Cholinergic synapse,M011,2,0
0,1,1,0,-1.2,-1.9,R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,M011,2,0
1,0,1,-0.94,0,-1.5,GO:1901879,regulation of protein depolymerization,M101,2,0
0,1,1,0,-0.57,-0.58,GO:0060350,endochondral bone morphogenesis,M011,2,0
1,0,1,-3.8,0,-3.8,GO:0046643,regulation of gamma-delta T cell activation,M101,2,0
0,1,1,0,-0.87,-0.88,GO:0002285,lymphocyte activation involved in immune response,M011,2,0
1,1,0,-0.83,-1.6,0,R-HSA-9824443,Parasitic Infection Pathways,M110,2,0
0,1,1,0,-1.2,-1.2,GO:0060795,cell fate commitment involved in formation of primary germ layer,M011,2,0
1,1,0,-1.2,-1.2,0,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,M110,2,0
0,1,1,0,-1.3,-1.3,M290,PID IL12 STAT4 PATHWAY,M011,2,0
1,0,1,-1,0,-1.6,GO:0051493,regulation of cytoskeleton organization,M101,2,0
1,1,0,-1.2,-1.7,0,GO:0009755,hormone-mediated signaling pathway,M110,2,0
1,0,1,-2.5,0,-1.4,GO:0002244,hematopoietic progenitor cell differentiation,M101,2,0
1,0,1,-2.8,0,-1.5,GO:0010564,regulation of cell cycle process,M101,2,0
0,1,1,0,-1.2,-0.8,GO:0070167,regulation of biomineral tissue development,M011,2,0
1,0,1,-0.75,0,-2.6,WP4540,Hippo signaling regulation pathways,M101,2,0
1,0,1,-1.4,0,-1.4,GO:0050728,negative regulation of inflammatory response,M101,2,0
1,0,1,-2.5,0,-1.2,GO:0046634,regulation of alpha-beta T cell activation,M101,2,0
1,0,1,-0.77,0,-0.77,GO:0071230,cellular response to amino acid stimulus,M101,2,0
1,1,0,-4.5,-2.5,0,GO:0010594,regulation of endothelial cell migration,M110,2,0
1,1,0,-1.6,-1.6,0,WP5353,Macrophage stimulating protein MSP signaling network map,M110,2,0
1,0,1,-0.93,0,-0.94,GO:0014074,response to purine-containing compound,M101,2,0
0,1,1,0,-1.5,-1.5,GO:0019080,viral gene expression,M011,2,0
0,1,1,0,-3.5,-2.9,GO:0002062,chondrocyte differentiation,M011,2,0
1,0,1,-3.5,0,-3.5,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M101,2,0
1,0,1,-2.9,0,-4.1,GO:0045586,regulation of gamma-delta T cell differentiation,M101,2,0
1,1,0,-0.98,-1.9,0,GO:0032526,response to retinoic acid,M110,2,0
0,1,1,0,-4.2,-1.3,R-HSA-9843745,Adipogenesis,M011,2,0
1,1,0,-0.96,-0.63,0,GO:0034976,response to endoplasmic reticulum stress,M110,2,0
0,1,1,0,-1.1,-0.63,hsa04920,Adipocytokine signaling pathway,M011,2,0
0,1,1,0,-1.9,-7.5,GO:0001501,skeletal system development,M011,2,0
0,1,1,0,-0.74,-1.1,GO:0030510,regulation of BMP signaling pathway,M011,2,0
1,0,1,-1.1,0,-1.5,R-HSA-8980692,RHOA GTPase cycle,M101,2,0
0,1,1,0,-2.7,-1.1,GO:0060249,anatomical structure homeostasis,M011,2,0
1,0,1,-2.7,0,-0.81,M92,PID ANGIOPOIETIN RECEPTOR PATHWAY,M101,2,0
0,1,1,0,-1.7,-1.2,GO:1904888,cranial skeletal system development,M011,2,0
0,1,1,0,-0.69,-1.8,GO:0045598,regulation of fat cell differentiation,M011,2,0
0,1,1,0,-2.4,-1.2,GO:0030857,negative regulation of epithelial cell differentiation,M011,2,0
1,1,0,-2.1,-2.1,0,WP1539,Angiogenesis,M110,2,0
1,1,0,-3.2,-1.6,0,GO:0031401,positive regulation of protein modification process,M110,2,0
0,1,1,0,-2,-2,GO:0060537,muscle tissue development,M011,2,0
1,1,0,-2,-1.2,0,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M110,2,0
1,1,0,-1.4,-5,0,GO:1901342,regulation of vasculature development,M110,2,0
1,1,0,-1.2,-1.4,0,GO:0060627,regulation of vesicle-mediated transport,M110,2,0
1,0,1,-0.89,0,-1.8,R-HSA-9018519,Estrogen-dependent gene expression,M101,2,0
0,1,1,0,-1.5,-1.5,GO:1901654,response to ketone,M011,2,0
0,1,1,0,-1.1,-1.6,hsa04928,"Parathyroid hormone synthesis, secretion and action",M011,2,0
1,0,1,-1.6,0,-0.63,GO:0018108,peptidyl-tyrosine phosphorylation,M101,2,0
0,1,1,0,-1.7,-1.1,R-HSA-9694635,Translation of Structural Proteins,M011,2,0
1,1,0,-1.1,-2,0,GO:0043086,negative regulation of catalytic activity,M110,2,0
0,1,1,0,-1.9,-1.9,GO:0035115,embryonic forelimb morphogenesis,M011,2,0
1,1,0,-5,-3.7,0,hsa05200,Pathways in cancer,M110,2,0
1,0,1,-0.57,0,-0.92,GO:0048844,artery morphogenesis,M101,2,0
1,1,0,-1.3,-1.6,0,GO:0060541,respiratory system development,M110,2,0
1,0,1,-0.94,0,-2.3,GO:0010863,positive regulation of phospholipase C activity,M101,2,0
1,0,1,-1.2,0,-1.2,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,M101,2,0
1,1,0,-1.4,-2.4,0,GO:0031400,negative regulation of protein modification process,M110,2,0
1,1,0,-1.5,-1.5,0,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M110,2,0
1,1,0,-1.6,-2.5,0,R-HSA-9006335,Signaling by Erythropoietin,M110,2,0
0,1,1,0,-1.4,-1.1,GO:0140352,export from cell,M011,2,0
0,1,1,0,-0.63,-2.3,GO:0006887,exocytosis,M011,2,0
0,1,1,0,-2.4,-2.8,GO:0007507,heart development,M011,2,0
1,0,1,-3.9,0,-1,GO:0050870,positive regulation of T cell activation,M101,2,0
1,1,0,-0.69,-1.1,0,R-HSA-400253,Circadian Clock,M110,2,0
1,0,1,-3.5,0,-1.3,GO:0050777,negative regulation of immune response,M101,2,0
1,0,1,-0.57,0,-0.58,hsa05150,Staphylococcus aureus infection,M101,2,0
0,1,1,0,-1.7,-3,GO:0014706,striated muscle tissue development,M011,2,0
1,1,0,-0.81,-1.1,0,GO:1904062,regulation of monoatomic cation transmembrane transport,M110,2,0
1,0,1,-0.69,0,-0.7,GO:0042509,regulation of tyrosine phosphorylation of STAT protein,M101,2,0
1,0,1,-0.88,0,-0.88,GO:0061035,regulation of cartilage development,M101,2,0
0,1,1,0,-0.89,-1.5,WP4222,Phosphodiesterases in neuronal function,M011,2,0
1,1,0,-0.57,-0.57,0,R-HSA-373755,Semaphorin interactions,M110,2,0
1,1,0,-2,-2,0,GO:0030323,respiratory tube development,M110,2,0
1,0,1,-1.8,0,-1.8,GO:0044703,multi-organism reproductive process,M101,2,0
1,0,1,-0.89,0,-0.9,GO:1903509,liposaccharide metabolic process,M101,2,0
1,1,0,-0.81,-1.3,0,M239,PID A6B1 A6B4 INTEGRIN PATHWAY,M110,2,0
1,1,0,-1.5,-1.5,0,WP286,IL 3 signaling pathway,M110,2,0
1,0,1,-1.6,0,-2.6,WP4541,Hippo Merlin signaling dysregulation,M101,2,0
0,1,1,0,-1.2,-1.2,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",M011,2,0
0,1,1,0,-1.7,-1.7,WP2880,Glucocorticoid receptor pathway,M011,2,0
1,1,0,-0.94,-0.94,0,WP5078,T cell modulation in pancreatic cancer,M110,2,0
1,0,1,-0.93,0,-1.8,GO:1902905,positive regulation of supramolecular fiber organization,M101,2,0
1,0,1,-4.3,0,-1.7,GO:2000147,positive regulation of cell motility,M101,2,0
1,0,1,-1.6,0,-1.6,GO:0097696,receptor signaling pathway via STAT,M101,2,0
0,1,1,0,-0.66,-0.66,GO:0019935,cyclic-nucleotide-mediated signaling,M011,2,0
1,0,1,-2.1,0,-1.4,GO:0031668,cellular response to extracellular stimulus,M101,2,0
0,1,1,0,-1.9,-2.3,GO:0051960,regulation of nervous system development,M011,2,0
1,0,1,-1.8,0,-1.1,GO:0002699,positive regulation of immune effector process,M101,2,0
1,0,1,-0.84,0,-1.2,GO:0010948,negative regulation of cell cycle process,M101,2,0
1,1,0,-0.69,-0.69,0,GO:0000209,protein polyubiquitination,M110,2,0
0,1,1,0,-0.52,-0.52,GO:0009798,axis specification,M011,2,0
1,0,1,-0.73,0,-4.2,GO:0010517,regulation of phospholipase activity,M101,2,0
1,0,1,-0.6,0,-0.6,R-HSA-373760,L1CAM interactions,M101,2,0
1,0,1,-1.3,0,-1,GO:0097190,apoptotic signaling pathway,M101,2,0
1,1,0,-1.2,-0.77,0,GO:1904064,positive regulation of cation transmembrane transport,M110,2,0
1,0,1,-0.69,0,-0.7,GO:0001961,positive regulation of cytokine-mediated signaling pathway,M101,2,0
0,1,1,0,-1.2,-1.5,GO:0002443,leukocyte mediated immunity,M011,2,0
0,1,1,0,-0.76,-1.3,GO:0051651,maintenance of location in cell,M011,2,0
0,1,1,0,-1.2,-1.2,GO:0048701,embryonic cranial skeleton morphogenesis,M011,2,0
0,1,1,0,-2.6,-1.1,M33,PID GLYPICAN 1PATHWAY,M011,2,0
1,1,0,-3.9,-1.2,0,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,M110,2,0
1,0,1,-2.1,0,-0.85,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",M101,2,0
0,1,1,0,-1.2,-2.5,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,M011,2,0
1,1,0,-1.7,-1.1,0,GO:0032655,regulation of interleukin-12 production,M110,2,0
1,1,0,-0.66,-0.66,0,M256,PID TAP63 PATHWAY,M110,2,0
1,1,0,-1.8,-0.57,0,GO:2000106,regulation of leukocyte apoptotic process,M110,2,0
1,0,1,-0.98,0,-2.2,GO:0035107,appendage morphogenesis,M101,2,0
0,1,1,0,-0.54,-0.55,WP5144,NRP1 triggered signaling pathways in pancreatic cancer,M011,2,0
1,1,0,-2.1,-0.97,0,hsa05163,Human cytomegalovirus infection,M110,2,0
0,1,1,0,-0.99,-0.58,R-HSA-6806834,Signaling by MET,M011,2,0
0,1,1,0,-3.5,-2.7,GO:0050678,regulation of epithelial cell proliferation,M011,2,0
1,1,0,-2,-1.2,0,GO:0002703,regulation of leukocyte mediated immunity,M110,2,0
0,1,1,0,-1.2,-1.2,GO:0071675,regulation of mononuclear cell migration,M011,2,0
1,0,1,-0.77,0,-0.77,GO:0046636,negative regulation of alpha-beta T cell activation,M101,2,0
0,1,1,0,-0.89,-1.9,GO:0048863,stem cell differentiation,M011,2,0
0,1,1,0,-2.8,-0.58,GO:0072522,purine-containing compound biosynthetic process,M011,2,0
1,0,1,-3,0,-1.1,GO:0002820,negative regulation of adaptive immune response,M101,2,0
1,1,0,-1.7,-1.7,0,GO:0030324,lung development,M110,2,0
1,1,0,-1.3,-1.7,0,R-HSA-199991,Membrane Trafficking,M110,2,0
1,0,1,-0.68,0,-0.68,hsa05014,Amyotrophic lateral sclerosis,M101,2,0
1,1,0,-0.65,-0.65,0,GO:0001657,ureteric bud development,M110,2,0
0,1,1,0,-1.1,-2.7,GO:0045055,regulated exocytosis,M011,2,0
1,0,1,-0.66,0,-1.1,R-HSA-446203,Asparagine N-linked glycosylation,M101,2,0
1,0,1,-2.8,0,-0.85,GO:2000573,positive regulation of DNA biosynthetic process,M101,2,0
0,1,1,0,-0.73,-1.8,GO:0042733,embryonic digit morphogenesis,M011,2,0
1,0,1,-0.57,0,-0.57,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,M101,2,0
1,0,1,-1.1,0,-2,GO:0046631,alpha-beta T cell activation,M101,2,0
1,1,0,-1.1,-1.1,0,GO:0032743,positive regulation of interleukin-2 production,M110,2,0
1,0,1,-1.8,0,-1.2,GO:0002253,activation of immune response,M101,2,0
0,1,1,0,-0.57,-0.58,R-HSA-9830369,Kidney development,M011,2,0
1,1,0,-4,-2.6,0,GO:0010632,regulation of epithelial cell migration,M110,2,0
1,0,1,-0.73,0,-1.2,GO:0051258,protein polymerization,M101,2,0
1,0,1,-2.7,0,-2.7,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,M101,2,0
1,0,1,-1.9,0,-1.6,GO:0009410,response to xenobiotic stimulus,M101,2,0
1,1,0,-1.7,-1.2,0,WP2263,Androgen receptor network in prostate cancer,M110,2,0
1,0,1,-1.8,0,-2.1,GO:0002521,leukocyte differentiation,M101,2,0
1,1,0,-3.3,-1.2,0,hsa05224,Breast cancer,M110,2,0
1,0,1,-1.5,0,-1.5,GO:1902749,regulation of cell cycle G2/M phase transition,M101,2,0
1,0,1,-1.3,0,-1.3,GO:0051052,regulation of DNA metabolic process,M101,2,0
1,1,0,-0.52,-0.52,0,GO:0043467,regulation of generation of precursor metabolites and energy,M110,2,0
1,0,1,-2.1,0,-1.4,M231,PID KIT PATHWAY,M101,2,0
1,0,1,-1.4,0,-0.74,hsa05203,Viral carcinogenesis,M101,2,0
0,1,1,0,-0.84,-0.85,GO:0071331,cellular response to hexose stimulus,M011,2,0
0,1,1,0,-2.4,-2.9,GO:0050803,regulation of synapse structure or activity,M011,2,0
0,1,1,0,-1.6,-1.1,hsa04625,C-type lectin receptor signaling pathway,M011,2,0
1,0,1,-1.1,0,-0.73,GO:0045444,fat cell differentiation,M101,2,0
1,1,0,-0.57,-0.57,0,hsa04071,Sphingolipid signaling pathway,M110,2,0
1,0,1,-1.4,0,-0.62,WP5381,Smith Magenis and Potocki Lupski syndrome copy number variation,M101,2,0
1,1,0,-4,-1.6,0,GO:0001934,positive regulation of protein phosphorylation,M110,2,0
1,1,0,-1.2,-2.3,0,GO:0001933,negative regulation of protein phosphorylation,M110,2,0
1,0,1,-1.1,0,-2.5,hsa05202,Transcriptional misregulation in cancer,M101,2,0
0,1,1,0,-1.3,-0.57,hsa04611,Platelet activation,M011,2,0
0,1,1,0,-2,-2,GO:0019082,viral protein processing,M011,2,0
1,1,0,-4,-1.2,0,GO:0032102,negative regulation of response to external stimulus,M110,2,0
0,1,1,0,-1.1,-1.1,GO:0051145,smooth muscle cell differentiation,M011,2,0
0,1,1,0,-1.1,-2.8,GO:0031214,biomineral tissue development,M011,2,0
0,1,1,0,-1.3,-0.97,GO:0062197,cellular response to chemical stress,M011,2,0
1,1,0,-0.84,-1.3,0,hsa05323,Rheumatoid arthritis,M110,2,0
0,1,1,0,-1.3,-2.7,WP5198,Inflammatory bowel disease signaling,M011,2,0
1,0,1,-1.2,0,-2.7,GO:0015800,acidic amino acid transport,M101,2,0
0,1,1,0,-0.81,-0.81,GO:0045669,positive regulation of osteoblast differentiation,M011,2,0
1,1,0,-1.9,-1.5,0,GO:0043535,regulation of blood vessel endothelial cell migration,M110,2,0
0,1,1,0,-1.3,-1.3,GO:0007389,pattern specification process,M011,2,0
1,1,0,-0.57,-0.99,0,GO:0009914,hormone transport,M110,2,0
1,1,0,-1.7,-1,0,hsa04137,Mitophagy - animal,M110,2,0
0,1,1,0,-1.8,-1.8,GO:0035137,hindlimb morphogenesis,M011,2,0
1,0,1,-1.6,0,-1.1,GO:0019221,cytokine-mediated signaling pathway,M101,2,0
1,0,1,-2,0,-2,GO:0030101,natural killer cell activation,M101,2,0
1,0,1,-1.7,0,-0.66,GO:2000242,negative regulation of reproductive process,M101,2,0
0,1,1,0,-1.2,-1.2,WP5094,Orexin receptor pathway,M011,2,0
1,0,1,-3.9,0,-1.5,GO:0022409,positive regulation of cell-cell adhesion,M101,2,0
1,1,0,-1.2,-1.2,0,GO:0150115,cell-substrate junction organization,M110,2,0
1,1,0,-0.61,-0.98,0,WP4396,Nonalcoholic fatty liver disease,M110,2,0
1,0,1,-2.7,0,-1.3,GO:0002698,negative regulation of immune effector process,M101,2,0
1,0,1,-1.1,0,-0.75,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,M101,2,0
1,1,0,-1.5,-1.5,0,WP254,Apoptosis,M110,2,0
1,1,0,-1.8,-1.3,0,GO:2000377,regulation of reactive oxygen species metabolic process,M110,2,0
0,1,1,0,-1.4,-1.4,M12,PID RHOA PATHWAY,M011,2,0
1,1,0,-4.7,-1.3,0,hsa05223,Non-small cell lung cancer,M110,2,0
1,1,0,-2.1,-1.7,0,GO:0072006,nephron development,M110,2,0
1,1,0,-1.3,-0.76,0,GO:1904019,epithelial cell apoptotic process,M110,2,0
1,0,1,-3,0,-1.5,GO:1902105,regulation of leukocyte differentiation,M101,2,0
1,1,0,-0.89,-2.2,0,WP2848,Pluripotent stem cell differentiation pathway,M110,2,0
1,1,0,-1.6,-3.4,0,GO:0120039,plasma membrane bounded cell projection morphogenesis,M110,2,0
1,1,0,-2.4,-1.8,0,GO:0055013,cardiac muscle cell development,M110,2,0
1,0,1,-1,0,-1.1,M276,PID FGF PATHWAY,M101,2,0
0,1,1,0,-1.5,-0.7,GO:1901343,negative regulation of vasculature development,M011,2,0
1,1,0,-1.6,-1.6,0,hsa05225,Hepatocellular carcinoma,M110,2,0
1,1,0,-0.63,-0.63,0,GO:0001655,urogenital system development,M110,2,0
1,1,0,-1.5,-4.7,0,GO:0045765,regulation of angiogenesis,M110,2,0
1,1,0,-2,-0.83,0,hsa05205,Proteoglycans in cancer,M110,2,0
1,1,0,-0.86,-0.85,0,M145,PID P53 DOWNSTREAM PATHWAY,M110,2,0
0,1,1,0,-2.9,-2.5,GO:0061448,connective tissue development,M011,2,0
0,1,1,0,-1.6,-2.1,GO:0048704,embryonic skeletal system morphogenesis,M011,2,0
0,1,1,0,-0.89,-1.5,GO:2000401,regulation of lymphocyte migration,M011,2,0
1,0,1,-0.72,0,-0.72,R-HSA-5576891,Cardiac conduction,M101,2,0
1,0,1,-2.8,0,-1.7,GO:0002697,regulation of immune effector process,M101,2,0
1,1,0,-1.4,-0.84,0,GO:0048806,genitalia development,M110,2,0
0,1,1,0,-0.95,-0.55,GO:0008306,associative learning,M011,2,0
1,1,0,-0.9,-1.6,0,GO:0003231,cardiac ventricle development,M110,2,0
1,0,1,-0.66,0,-1.1,WP5053,Development of ureteric collection system,M101,2,0
1,1,0,-0.89,-0.89,0,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,M110,2,0
0,1,1,0,-0.75,-0.76,GO:0045667,regulation of osteoblast differentiation,M011,2,0
0,1,1,0,-1.4,-0.95,GO:0045666,positive regulation of neuron differentiation,M011,2,0
0,1,1,0,-1.2,-0.75,GO:0070085,glycosylation,M011,2,0
1,0,1,-5.3,0,-2.4,GO:0050865,regulation of cell activation,M101,2,0
0,1,1,0,-0.71,-1.1,GO:0030500,regulation of bone mineralization,M011,2,0
1,1,0,-0.72,-1.5,0,GO:0032642,regulation of chemokine production,M110,2,0
0,1,1,0,-1.6,-0.63,WP4336,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,M011,2,0
1,0,1,-2.2,0,-0.72,GO:0046635,positive regulation of alpha-beta T cell activation,M101,2,0
1,1,0,-0.85,-2.1,0,hsa04012,ErbB signaling pathway,M110,2,0
1,1,0,-1.2,-0.85,0,GO:2000116,regulation of cysteine-type endopeptidase activity,M110,2,0
1,1,0,-3.2,-1.3,0,WP4806,EGFR tyrosine kinase inhibitor resistance,M110,2,0
1,1,0,-2.5,-1.4,0,GO:0030522,intracellular receptor signaling pathway,M110,2,0
1,0,1,-2.7,0,-0.74,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M101,2,0
0,1,1,0,-2.4,-2.2,GO:0001944,vasculature development,M011,2,0
0,1,1,0,-0.73,-1.2,GO:0001709,cell fate determination,M011,2,0
